Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PULP_CHEM_0387,9.82,9632.23,3246.99,1005.31,5891.73
PULP_CHEM_0388,10.36,9829.08,3128.41,2303.29,3585.05
PULP_CHEM_0389,9.54,9792.3,3433.09,1735.33,4220.01
PULP_CHEM_0390,9.9,8448.56,3072.81,1180.73,5780.27
PULP_CHEM_0391,11.42,8244.91,2417.62,2148.07,4732.07
PULP_CHEM_0392,10.89,7292.16,2052.75,1783.84,4541.3
PULP_CHEM_0393,9.44,8836.23,2066.03,2299.76,4612.8
PULP_CHEM_0394,9.19,7572.54,2451.61,1180.05,4317.91
PULP_CHEM_0395,11.24,9247.9,2787.39,1943.85,5658.17
PULP_CHEM_0396,10.67,6516.76,2813.83,1106.24,4128.68
PULP_CHEM_0397,9.07,7438.62,2571.53,1438.38,3831.98
PULP_CHEM_0398,11.07,6624.94,2079.92,2128.06,3788.46
PULP_CHEM_0399,9.27,9568.98,2934.16,2498.33,4583.43
PULP_CHEM_0400,11.12,7125.89,2854.5,2458.42,4190.34
PULP_CHEM_0401,9.58,7361.09,2591.36,2101.54,3827.33
PULP_CHEM_0402,10.53,9304.62,3140.69,1734.03,3567.75
PULP_CHEM_0403,9.08,7613.0,2683.41,1778.38,4243.49
PULP_CHEM_0404,9.68,7598.81,2075.2,1553.82,5067.26
PULP_CHEM_0405,10.6,8813.98,2911.36,2130.71,5389.33
PULP_CHEM_0406,10.94,9211.74,3283.07,1244.68,4571.77
PULP_CHEM_0407,9.35,7740.11,2615.67,2156.7,5111.4
PULP_CHEM_0408,10.25,9962.97,3326.91,2387.98,4433.89
PULP_CHEM_0409,9.08,6230.82,2783.23,1749.62,4852.01
PULP_CHEM_0410,9.01,8890.14,3371.47,1224.76,4165.71
PULP_CHEM_0411,11.38,7990.02,2646.56,2435.15,4422.15
PULP_CHEM_0412,10.56,9514.41,2345.93,1459.23,4820.22
PULP_CHEM_0413,9.8,7182.37,2990.72,2261.39,4400.4
PULP_CHEM_0414,10.89,6772.72,2558.22,2050.68,4022.86
PULP_CHEM_0415,9.31,8306.9,2422.77,1107.08,5842.81
PULP_CHEM_0416,9.8,7274.7,2086.68,1264.14,4746.7
PULP_CHEM_0417,9.81,7331.92,2363.41,2417.37,4167.29
PULP_CHEM_0418,11.37,6404.22,3325.43,1280.89,4153.56
PULP_CHEM_0419,9.12,7339.3,3198.48,2163.01,5976.85
PULP_CHEM_0420,10.15,6798.69,2881.04,2285.85,5166.02
PULP_CHEM_0421,10.84,8195.89,2712.25,1571.93,5646.33
PULP_CHEM_0422,10.8,9765.17,2154.99,2150.66,5818.54
PULP_CHEM_0423,9.74,9378.61,2431.24,1862.65,5745.1
PULP_CHEM_0424,10.5,8256.63,2854.87,2298.03,5623.54
PULP_CHEM_0425,11.2,6510.85,2687.41,1300.08,4494.26
PULP_CHEM_0426,10.75,8868.5,3072.53,2190.33,5150.12
PULP_CHEM_0427,11.42,6862.68,2690.97,1560.86,4791.73
PULP_CHEM_0428,10.39,8646.82,2160.07,1321.44,5942.2
PULP_CHEM_0429,10.65,8286.29,3181.51,1375.09,4649.5
PULP_CHEM_0430,10.92,9613.75,3310.46,2287.37,3705.66
PULP_CHEM_0431,10.61,8679.97,2382.97,2452.98,5584.99
PULP_CHEM_0432,10.47,9748.68,3265.82,2396.67,5232.55
PULP_CHEM_0433,10.57,6841.2,3116.58,2141.54,3964.72
PULP_CHEM_0434,11.05,7790.66,3140.88,1076.07,5381.4
PULP_CHEM_0435,10.95,7607.17,3224.13,2471.29,4666.36
PULP_CHEM_0436,11.17,8897.98,2509.06,2069.89,4637.79
PULP_CHEM_0437,10.57,7028.89,3229.32,1842.49,4137.94
PULP_CHEM_0438,11.21,6249.81,2759.19,1701.49,5009.57
PULP_CHEM_0439,11.23,9725.29,2965.46,1435.42,4346.94
PULP_CHEM_0440,11.45,9754.44,2486.98,1781.52,5657.78
PULP_CHEM_0441,9.99,8376.9,3097.06,1201.23,4882.6
PULP_CHEM_0442,11.33,6426.94,3151.37,1153.54,5574.24
PULP_CHEM_0443,9.16,6206.19,2945.34,2060.05,4859.54
PULP_CHEM_0444,11.16,8499.31,3168.91,1941.96,3500.37
PULP_CHEM_0445,11.31,9099.66,2686.7,1261.29,4976.89
PULP_CHEM_0446,9.91,6751.13,3019.05,1592.42,5382.56
PULP_CHEM_0447,9.22,7916.37,2096.08,2035.84,3778.91
PULP_CHEM_0448,9.86,9136.31,2664.99,2139.12,4699.41
PULP_CHEM_0449,11.42,6244.35,3395.93,1532.42,4796.81
PULP_CHEM_0450,10.01,9184.86,2380.05,1828.94,5678.95
PULP_CHEM_0451,10.81,9637.5,3191.22,1937.93,5825.97
PULP_CHEM_0452,10.09,7753.62,2579.63,1856.84,4396.12
PULP_CHEM_0453,9.24,6964.08,2402.55,1019.33,4869.5
PULP_CHEM_0454,10.23,7561.9,2391.39,1167.47,4548.08
PULP_CHEM_0455,10.23,7577.19,2640.48,1767.87,4145.37
PULP_CHEM_0456,10.44,6837.43,3225.36,1276.84,5531.99
PULP_CHEM_0457,10.41,7284.64,2720.78,2068.24,5102.26
PULP_CHEM_0458,10.67,7877.49,3437.49,2366.19,3754.8
PULP_CHEM_0459,11.03,9568.13,2897.28,1968.59,4114.81
PULP_CHEM_0460,11.44,9202.89,3165.94,1111.68,5725.57
PULP_CHEM_0461,9.4,8089.99,2555.83,1758.77,5934.55
PULP_CHEM_0462,10.88,6465.93,2644.11,2231.34,4588.45
PULP_CHEM_0463,9.21,7951.01,3405.11,1579.08,5609.33
PULP_CHEM_0464,10.51,8293.27,3296.8,1122.23,5925.72
PULP_CHEM_0465,10.12,7510.97,3475.24,2484.55,5998.16
PULP_CHEM_0466,11.31,7241.16,2351.87,1656.08,4701.8
PULP_CHEM_0467,10.6,7065.48,3185.76,2218.29,5468.77
PULP_CHEM_0468,10.26,7010.26,3375.17,1003.38,4859.12
PULP_CHEM_0469,9.71,9673.19,2187.71,2034.06,4378.53
PULP_CHEM_0470,9.82,9325.54,2371.34,1757.28,5034.99
PULP_CHEM_0471,11.14,9796.82,2571.94,1244.88,4884.42
PULP_CHEM_0472,9.63,9578.2,2717.47,1052.24,4459.99
PULP_CHEM_0473,10.12,6204.41,2816.59,1572.5,4643.57
PULP_CHEM_0474,10.81,6832.72,2857.86,1889.89,4966.73
PULP_CHEM_0475,9.73,7422.89,3023.87,1081.51,3863.95
PULP_CHEM_0476,10.98,6346.58,3346.93,1629.53,4019.28
PULP_CHEM_0477,9.7,9699.65,3420.92,2418.08,5650.26
PULP_CHEM_0478,10.25,6143.45,3045.55,1571.3,4943.41
PULP_CHEM_0479,10.6,6261.91,3489.93,1052.14,5423.98
PULP_CHEM_0480,9.74,6805.47,2033.7,1472.92,5961.01
PULP_CHEM_0481,10.73,8311.6,3432.89,2167.79,5393.31
PULP_CHEM_0482,10.78,6607.49,2342.05,1162.94,3914.65
PULP_CHEM_0483,10.06,9352.07,3171.53,2029.11,5432.76
PULP_CHEM_0484,10.28,6562.21,3475.55,1677.63,4391.41
PULP_CHEM_0485,9.31,8293.04,2649.15,2033.52,5223.82
PULP_CHEM_0486,9.36,7504.29,2698.95,1158.98,3598.59
PULP_CHEM_0487,10.94,8003.38,3356.74,1090.03,4605.85
PULP_CHEM_0488,9.19,8751.13,3027.15,1024.91,5813.69
PULP_CHEM_0489,9.65,6689.84,3348.86,2477.51,5544.92
PULP_CHEM_0490,9.97,6555.79,2760.09,2113.38,3784.69
PULP_CHEM_0491,9.21,7619.33,2367.79,2019.59,4710.8
PULP_CHEM_0492,9.09,8286.7,3298.13,2202.04,5689.34
PULP_CHEM_0493,9.03,7417.4,2566.67,1676.14,5232.03
PULP_CHEM_0494,10.44,8682.1,2535.42,1341.8,4919.64
PULP_CHEM_0495,11.49,8264.86,2649.08,2488.87,5752.32
PULP_CHEM_0496,9.37,8900.54,2108.79,1598.73,5010.44
PULP_CHEM_0497,10.69,6497.25,2105.81,1358.11,4702.97
PULP_CHEM_0498,10.51,8039.24,2909.92,1942.56,4758.3
PULP_CHEM_0499,10.54,7849.5,2947.43,1973.78,3850.07
PULP_CHEM_0500,11.06,7831.26,2888.47,1154.95,5640.83
PULP_CHEM_0501,10.14,9072.7,3162.36,1391.74,4521.87
PULP_CHEM_0502,10.84,7336.75,2129.07,1868.79,5768.36
PULP_CHEM_0503,9.81,9732.91,3007.29,1023.88,4588.66
PULP_CHEM_0504,11.01,6873.67,2528.34,1076.87,4775.77
