Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PULP_BLEA_0404,4.11,3584.03,1186.41,221.76,3066.41
PULP_BLEA_0405,3.94,3762.44,646.22,759.34,2217.42
PULP_BLEA_0406,3.4,3008.15,782.47,360.17,3051.71
PULP_BLEA_0407,3.72,3074.03,1209.17,604.19,3297.29
PULP_BLEA_0408,4.02,4027.09,554.86,548.68,2461.91
PULP_BLEA_0409,3.94,3437.59,729.32,431.65,1680.67
PULP_BLEA_0410,3.52,3832.89,1192.37,481.43,1515.58
PULP_BLEA_0411,3.22,2237.88,707.14,623.59,3443.68
PULP_BLEA_0412,4.22,3057.45,1462.97,305.06,1853.04
PULP_BLEA_0413,2.75,3537.99,1095.07,767.34,2486.15
PULP_BLEA_0414,3.21,3805.96,538.27,641.24,2468.36
PULP_BLEA_0415,3.08,3488.08,1423.88,416.82,2576.85
PULP_BLEA_0416,4.39,4257.82,695.04,318.54,3172.25
PULP_BLEA_0417,3.65,3840.91,539.86,480.26,2060.31
PULP_BLEA_0418,4.1,2645.94,1162.18,266.59,2955.74
PULP_BLEA_0419,4.09,4493.38,1446.86,448.25,3467.72
PULP_BLEA_0420,3.26,3313.64,829.0,509.34,2989.06
PULP_BLEA_0421,3.87,3644.77,971.52,483.56,1993.86
PULP_BLEA_0422,3.65,3133.0,621.7,658.59,1973.34
PULP_BLEA_0423,2.85,3310.12,1277.02,598.31,2046.94
PULP_BLEA_0424,3.82,4361.84,876.46,219.08,1545.82
PULP_BLEA_0425,3.9,2035.76,1200.6,672.41,1845.99
PULP_BLEA_0426,3.51,2664.76,1416.97,646.29,2793.88
PULP_BLEA_0427,4.34,3406.41,513.36,422.57,3423.48
PULP_BLEA_0428,3.25,2188.21,838.15,627.62,2462.08
PULP_BLEA_0429,4.02,2205.09,947.0,717.74,3277.04
PULP_BLEA_0430,2.94,3601.79,992.16,654.88,1605.21
PULP_BLEA_0431,3.75,2731.86,921.63,227.4,3070.73
PULP_BLEA_0432,2.71,2296.91,1409.31,249.63,2806.13
PULP_BLEA_0433,4.21,4364.38,636.39,501.41,2774.69
PULP_BLEA_0434,4.07,4466.55,1440.35,352.38,1935.25
PULP_BLEA_0435,4.1,2353.7,994.49,601.0,2219.46
PULP_BLEA_0436,3.63,4376.01,543.88,268.59,3035.33
PULP_BLEA_0437,3.08,2401.48,879.38,785.49,3033.69
PULP_BLEA_0438,4.45,2147.75,572.54,486.84,2599.97
PULP_BLEA_0439,3.35,3756.57,1108.42,782.94,3176.54
PULP_BLEA_0440,2.78,3488.06,1104.26,274.25,2890.67
PULP_BLEA_0441,3.94,3078.12,1368.28,271.61,1650.06
PULP_BLEA_0442,3.5,3618.56,681.09,768.96,2134.87
PULP_BLEA_0443,4.02,3668.42,538.86,322.16,1871.83
PULP_BLEA_0444,3.52,4062.41,1213.94,379.21,2547.02
PULP_BLEA_0445,4.05,3676.85,1020.26,202.89,2402.99
PULP_BLEA_0446,4.26,2731.64,1471.55,297.8,2448.8
PULP_BLEA_0447,3.49,3387.88,1337.03,453.75,1752.95
PULP_BLEA_0448,2.67,3428.33,1472.49,276.53,1990.56
PULP_BLEA_0449,3.72,4082.63,1172.71,349.06,3118.97
PULP_BLEA_0450,3.23,2021.29,1431.22,381.36,2414.36
PULP_BLEA_0451,4.23,2159.8,889.17,298.76,2771.05
PULP_BLEA_0452,3.83,3116.39,1051.17,576.59,1790.45
PULP_BLEA_0453,3.75,2681.52,1206.27,649.73,1532.8
PULP_BLEA_0454,2.86,3454.58,1412.84,701.31,1606.24
PULP_BLEA_0455,3.52,2555.98,988.97,263.25,2179.49
PULP_BLEA_0456,4.37,3997.07,658.85,353.12,2915.15
PULP_BLEA_0457,2.79,2644.1,701.22,509.67,3161.51
PULP_BLEA_0458,2.93,2524.95,1325.48,684.6,2954.55
PULP_BLEA_0459,3.4,4137.43,1412.26,566.57,1764.75
PULP_BLEA_0460,3.07,2088.82,923.78,576.49,1770.87
PULP_BLEA_0461,2.72,3050.84,1022.31,672.57,2113.64
PULP_BLEA_0462,3.3,3228.33,636.68,658.95,1750.65
PULP_BLEA_0463,3.79,3278.85,887.61,280.09,2517.81
PULP_BLEA_0464,4.03,4104.58,1241.21,499.08,2306.74
PULP_BLEA_0465,4.45,4235.78,518.65,511.57,2669.95
PULP_BLEA_0466,4.44,2968.48,1349.93,266.81,1568.59
PULP_BLEA_0467,4.11,3734.51,507.49,552.71,2695.57
PULP_BLEA_0468,3.49,3648.57,1449.07,275.25,2287.07
PULP_BLEA_0469,2.89,2952.37,1306.83,785.09,2296.31
PULP_BLEA_0470,2.56,4125.21,1035.8,591.05,2184.6
PULP_BLEA_0471,3.72,4311.89,940.29,398.71,2712.81
PULP_BLEA_0472,4.39,4209.91,511.16,794.32,1749.26
PULP_BLEA_0473,2.94,4398.23,784.93,665.45,2185.78
PULP_BLEA_0474,4.04,4235.71,543.16,648.12,1977.55
PULP_BLEA_0475,4.07,2948.7,1349.58,594.7,1936.04
PULP_BLEA_0476,2.64,3862.69,1201.82,749.32,2777.32
PULP_BLEA_0477,3.3,2835.47,971.53,773.51,2514.78
PULP_BLEA_0478,3.92,2941.25,909.7,706.53,1628.13
PULP_BLEA_0479,4.07,3046.11,1155.59,495.23,2984.31
PULP_BLEA_0480,3.78,2748.82,570.3,591.43,1977.78
PULP_BLEA_0481,3.15,2034.92,881.03,522.99,1850.17
PULP_BLEA_0482,4.2,2313.48,1105.69,601.77,3251.87
PULP_BLEA_0483,4.09,2994.41,955.66,369.33,2191.32
PULP_BLEA_0484,3.35,2369.57,568.95,725.46,1884.59
PULP_BLEA_0485,2.51,2532.51,1174.11,731.49,3427.55
PULP_BLEA_0486,3.72,2431.95,1145.25,701.31,2551.49
PULP_BLEA_0487,3.84,2749.5,1431.98,462.76,2214.97
PULP_BLEA_0488,2.76,4415.84,1244.77,647.17,1542.15
PULP_BLEA_0489,3.38,4012.42,1168.43,489.11,3069.41
PULP_BLEA_0490,4.45,3896.36,555.28,630.54,2673.0
PULP_BLEA_0491,2.53,3168.02,785.97,295.11,1900.54
PULP_BLEA_0492,3.83,2112.62,536.0,518.18,2420.12
PULP_BLEA_0493,3.29,2839.06,857.97,329.0,1580.6
PULP_BLEA_0494,2.52,4023.69,1092.63,768.62,2432.7
PULP_BLEA_0495,2.89,4072.11,1267.29,605.55,2777.33
PULP_BLEA_0496,2.77,3731.58,1020.0,313.33,3133.34
PULP_BLEA_0497,3.35,3285.05,1127.3,793.23,2432.24
PULP_BLEA_0498,3.97,3344.14,977.25,509.66,1649.22
PULP_BLEA_0499,3.13,2586.79,557.84,619.04,2039.04
PULP_BLEA_0500,4.25,3489.77,1227.1,591.63,2756.65
PULP_BLEA_0501,3.98,4003.03,883.26,354.05,2560.79
PULP_BLEA_0502,3.97,4234.73,532.84,338.77,2517.91
PULP_BLEA_0503,2.94,2641.55,1329.88,225.15,2133.46
PULP_BLEA_0504,2.73,4242.37,547.66,379.48,2867.01
