Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Chromium (mg/L),Sulfides (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
CHRO_0243,4.61,2757.03,6456.67,3734.17,18926.23,132.09,103.89,24.08,23853.52,27.39,Critical
CHRO_0244,3.96,2522.07,7449.64,1672.65,21855.35,139.66,36.52,102.46,27479.98,33.72,Critical
CHRO_0245,4.1,3055.76,8283.77,1530.87,10913.24,171.93,113.67,76.9,12782.5,27.65,Critical
CHRO_0246,3.73,2925.44,6422.53,3533.35,14164.06,97.05,101.31,130.51,15753.88,33.34,Critical
CHRO_0247,3.59,2351.03,6487.01,2266.09,11848.25,85.27,80.49,38.53,15661.51,34.7,Critical
CHRO_0248,3.79,2468.27,5092.19,2244.93,12877.29,102.85,56.08,65.16,17327.8,30.75,Critical
CHRO_0249,3.5,3519.89,6786.28,6703.89,19578.4,376.7,119.1,139.17,19015.95,39.61,Critical
CHRO_0250,4.42,3108.54,8858.6,3559.97,13318.44,58.4,52.75,131.44,16439.14,32.74,Critical
CHRO_0251,3.8,2188.34,7101.57,1517.24,12516.43,164.61,36.74,128.8,13284.49,41.43,Critical
CHRO_0252,3.44,1584.24,8075.65,2140.85,11803.42,180.35,86.41,25.25,11533.06,37.86,Critical
CHRO_0253,5.22,2467.99,8828.9,2547.34,24053.61,77.41,72.15,24.53,30228.8,36.34,Critical
CHRO_0254,3.79,3866.38,30033.65,6414.06,18633.32,353.04,58.51,45.43,21383.64,40.35,Critical
CHRO_0255,3.47,3237.8,8265.39,2640.76,18850.69,117.75,80.56,115.06,23719.62,39.07,Critical
CHRO_0256,3.41,2594.81,4543.31,3225.84,22564.59,141.2,81.26,59.22,30367.56,32.64,Critical
CHRO_0257,5.38,3439.2,5234.07,3315.89,11671.8,182.89,33.15,36.64,15375.04,29.07,Critical
CHRO_0258,4.17,1906.43,7171.69,3257.89,16272.14,152.15,30.68,131.5,20587.17,28.49,Critical
CHRO_0259,3.52,3369.58,18992.15,5064.52,24029.93,204.57,60.55,111.31,25999.1,36.9,Critical
CHRO_0260,5.01,3379.0,8400.73,2509.89,12903.87,91.29,46.6,143.29,15598.43,33.92,Critical
CHRO_0261,4.37,1790.18,8566.39,1768.76,15376.45,89.08,100.65,55.65,17856.58,38.96,Critical
CHRO_0262,5.36,2233.18,6062.59,1631.84,14302.32,127.29,56.46,28.44,13105.86,26.76,Critical
CHRO_0263,3.66,2633.75,6217.12,2625.7,21231.84,60.18,112.9,23.25,28110.35,36.83,Critical
CHRO_0264,3.39,1789.9,4241.31,2427.91,17717.72,127.19,60.13,33.15,19090.24,35.09,Critical
CHRO_0265,5.13,2332.57,5199.67,3616.35,16749.02,183.85,62.18,35.41,20088.62,38.64,Critical
CHRO_0266,4.85,3376.75,4516.39,3874.84,13268.43,109.23,108.03,63.19,14070.59,35.56,Critical
CHRO_0267,3.28,3483.72,6064.01,1847.42,23085.83,29.41,107.72,56.16,25404.88,30.51,Critical
CHRO_0268,3.09,3405.38,4435.47,1544.09,21299.92,151.08,54.22,20.06,19362.58,28.74,Critical
CHRO_0269,4.51,2003.99,5405.72,3907.45,23494.51,42.78,80.85,51.99,21401.49,28.67,Critical
CHRO_0270,3.25,3106.58,4171.44,1596.43,19066.3,186.95,20.77,114.8,20668.58,32.96,Critical
CHRO_0271,3.94,2743.63,4626.37,1789.09,15046.23,36.68,107.32,148.89,20800.3,34.45,Critical
CHRO_0272,4.99,3445.34,7548.59,3807.68,12442.05,190.67,36.08,27.4,17303.09,41.82,Critical
CHRO_0273,3.27,2322.66,7180.05,3628.03,15576.34,184.88,34.43,24.28,17177.64,34.45,Critical
CHRO_0274,5.3,3287.55,6162.67,3659.99,12467.04,58.24,71.18,26.32,15936.3,34.56,Critical
CHRO_0275,3.36,2521.78,6486.99,3097.98,10847.02,86.47,100.72,23.3,13226.11,31.46,Critical
CHRO_0276,4.69,2084.95,8519.95,2252.93,22690.16,51.18,118.06,67.12,26137.79,39.4,Critical
CHRO_0277,3.19,1800.85,5690.6,2472.71,22172.15,60.46,101.04,115.57,29002.62,39.38,Critical
CHRO_0278,4.86,1862.41,6381.26,3457.83,13429.89,166.08,88.21,122.27,12792.62,34.88,Critical
CHRO_0279,4.85,2601.55,4474.2,3866.78,19502.36,111.34,55.36,52.41,22532.58,26.91,Critical
CHRO_0280,5.35,1848.06,5576.28,3566.52,24396.3,113.03,93.6,141.82,22640.31,26.04,Critical
CHRO_0281,4.99,2473.62,7546.91,2485.85,12006.46,30.57,110.38,127.92,15669.85,29.7,Critical
CHRO_0282,5.43,3264.67,6510.16,3901.87,20895.74,23.51,117.0,92.65,19552.1,31.82,Critical
CHRO_0283,4.02,3185.11,4139.75,3120.23,23465.94,138.23,58.59,80.44,32012.92,27.18,Critical
CHRO_0284,4.12,2687.72,4591.0,3006.28,11400.24,195.82,48.18,84.28,15899.8,30.38,Critical
CHRO_0285,4.21,2853.36,8576.29,2581.66,14533.83,95.48,60.68,92.98,14245.37,26.95,Critical
CHRO_0286,3.0,2050.3,5592.84,3920.54,13263.35,118.06,106.86,116.05,12329.43,31.96,Critical
CHRO_0287,4.66,1512.42,8766.41,2078.4,17305.47,32.82,35.08,64.75,16540.44,29.86,Critical
CHRO_0288,4.23,2641.27,8166.89,2129.08,21765.48,196.74,113.03,37.1,24291.63,36.49,Critical
CHRO_0289,3.18,2299.48,8536.85,3638.57,10716.42,158.93,97.28,29.16,13152.08,38.14,Critical
CHRO_0290,3.51,2969.33,8324.42,2844.63,12649.56,188.64,65.46,118.27,16503.5,36.73,Critical
CHRO_0291,3.38,3347.08,8222.41,2967.61,18321.97,79.58,112.05,89.92,21474.74,35.98,Critical
CHRO_0292,3.98,2152.29,7873.18,3393.52,18830.96,140.34,80.25,79.52,24668.23,28.34,Critical
CHRO_0293,4.98,1980.44,4483.09,3850.55,19159.56,131.16,111.46,48.45,22130.91,41.99,Critical
CHRO_0294,3.95,3313.41,7454.2,3111.08,12113.25,158.66,27.88,42.45,15793.1,33.87,Critical
CHRO_0295,4.28,2586.43,4932.07,2090.56,23475.88,114.63,74.02,42.32,30470.43,37.83,Critical
CHRO_0296,3.5,2542.98,8456.09,1738.12,19219.98,131.62,26.93,111.32,18041.21,30.11,Critical
CHRO_0297,5.3,2931.98,5782.05,2451.32,10143.58,26.51,108.31,34.45,13035.32,27.46,Critical
CHRO_0298,4.42,2983.78,29881.23,8540.01,15376.17,320.78,48.58,117.4,15196.12,36.23,Critical
CHRO_0299,5.4,2389.96,5048.2,1571.0,15449.73,152.53,48.74,78.49,15337.27,37.29,Critical
CHRO_0300,4.1,1686.27,5656.05,3307.79,20042.48,157.44,110.79,87.59,19419.03,33.82,Critical
CHRO_0301,3.01,2576.21,8620.65,3958.39,24610.89,59.29,88.33,58.43,25788.12,32.39,Critical
CHRO_0302,4.64,1777.4,6916.53,3622.5,19529.93,111.74,50.17,42.91,19096.94,32.67,Critical
CHRO_0303,4.74,2366.16,7290.19,3942.7,24213.25,77.43,63.61,35.79,26199.94,38.72,Critical
CHRO_0304,5.11,1609.65,6719.54,3250.63,19449.26,144.69,117.77,34.68,24503.45,39.41,Critical
CHRO_0305,5.01,2692.87,7717.72,1882.87,19391.01,91.28,91.61,127.87,22258.87,26.55,Critical
CHRO_0306,3.92,2555.37,4365.29,1737.14,13397.91,174.64,83.3,115.4,17237.62,36.48,Critical
CHRO_0307,4.5,2578.61,7787.18,2993.45,17446.35,156.08,45.61,23.64,23499.04,41.51,Critical
CHRO_0308,4.71,3079.42,4207.4,1876.8,23102.87,96.34,23.18,44.27,27361.3,34.29,Critical
CHRO_0309,3.58,3445.87,7752.87,3274.78,19055.49,158.92,32.09,138.06,24809.85,41.08,Critical
CHRO_0310,3.25,1508.57,7934.57,3964.08,21063.36,187.43,63.6,48.28,28478.77,26.06,Critical
CHRO_0311,4.45,2876.35,4241.08,3781.14,23733.74,192.28,101.52,80.27,27810.66,38.27,Critical
CHRO_0312,4.28,2713.02,8238.15,1782.89,23652.22,64.63,22.35,23.16,31827.15,37.54,Critical
CHRO_0313,5.19,2554.69,6836.38,1856.16,24282.0,88.46,74.07,62.54,24706.35,34.35,Critical
CHRO_0314,4.29,3460.86,6731.75,3486.47,21967.28,136.59,47.4,132.43,26102.44,40.54,Critical
CHRO_0315,3.13,2596.26,20951.57,4739.07,15813.93,196.53,69.12,43.18,21211.39,41.06,Critical
CHRO_0316,3.88,2223.42,6153.73,1628.42,15950.47,68.34,46.83,38.37,17922.05,32.76,Critical
CHRO_0317,3.43,2065.66,4308.93,2333.38,13419.43,113.3,43.83,80.3,17572.24,36.87,Critical
CHRO_0318,4.11,1681.44,4066.26,3279.2,13282.77,175.78,28.12,91.98,15161.84,38.34,Critical
CHRO_0319,5.23,2181.27,4186.75,1958.73,12140.79,36.65,47.87,95.29,13502.41,39.78,Critical
CHRO_0320,4.17,2075.17,8723.58,1548.21,19699.23,48.26,70.18,139.98,19640.18,30.94,Critical
CHRO_0321,3.86,3400.2,7183.79,2140.16,21049.48,53.01,37.09,52.9,28886.09,29.64,Critical
CHRO_0322,4.68,2528.79,4710.54,3253.32,15475.06,180.76,21.56,66.96,16881.03,35.86,Critical
CHRO_0323,4.46,2909.23,8855.07,3719.78,14078.11,77.98,53.23,128.48,12678.49,27.51,Critical
CHRO_0324,3.22,1837.44,6770.17,1878.03,22046.32,166.57,54.72,47.91,21426.75,34.57,Critical
CHRO_0325,4.22,1511.86,5538.51,2752.0,12290.86,69.53,93.97,70.02,12108.7,38.73,Critical
CHRO_0326,4.59,2753.66,4407.7,2524.72,13640.68,127.4,25.62,107.93,16308.62,32.13,Critical
CHRO_0327,4.03,2421.38,5150.58,2629.5,16245.77,148.28,65.62,91.35,18554.61,36.35,Critical
CHRO_0328,3.78,1633.83,5200.87,3309.86,13790.79,161.17,52.77,33.15,13873.52,37.28,Critical
CHRO_0329,5.08,3317.62,6222.86,3198.12,16772.49,130.28,73.95,96.51,15763.85,26.49,Critical
CHRO_0330,4.0,2744.16,5309.26,2208.0,23022.11,195.91,113.98,80.59,28331.0,39.24,Critical
CHRO_0331,4.88,2715.18,4427.62,1720.61,10340.58,110.88,96.16,128.21,12081.73,29.13,Critical
CHRO_0332,4.26,2698.77,6159.51,3674.3,18717.9,148.64,100.9,61.3,22083.01,36.86,Critical
CHRO_0333,5.34,2619.54,8395.13,3072.33,11980.35,87.94,79.4,91.01,14079.88,41.55,Critical
CHRO_0334,4.29,2579.94,8640.39,1987.65,19176.53,173.86,43.21,37.26,18472.25,41.17,Critical
CHRO_0335,3.16,1689.58,4994.3,2645.19,21672.78,37.13,105.63,43.48,29785.05,30.62,Critical
CHRO_0336,3.75,1710.95,4320.28,2744.57,22852.45,34.11,25.13,76.25,25363.01,39.73,Critical
CHRO_0337,3.45,3081.12,5510.73,1620.18,15460.41,91.43,82.7,52.42,14021.71,28.17,Critical
CHRO_0338,3.62,3383.18,5392.42,3754.01,18739.69,75.45,87.47,30.95,24601.74,35.36,Critical
CHRO_0339,4.21,2500.2,8445.62,1789.1,12925.23,149.95,58.29,60.44,15101.45,32.18,Critical
CHRO_0340,4.69,1991.67,4505.47,2020.95,16616.69,112.28,82.23,140.63,17911.52,39.4,Critical
CHRO_0341,3.25,3207.36,4628.43,3179.09,14485.77,197.89,100.45,116.89,16732.31,32.69,Critical
CHRO_0342,4.05,1737.61,8058.01,1813.7,13971.61,182.35,39.86,48.7,13034.73,39.35,Critical
CHRO_0343,4.01,5367.77,13321.95,5794.81,15211.74,336.11,58.89,105.88,15191.98,26.99,Critical
CHRO_0344,5.03,3260.24,5448.89,2499.28,23452.87,156.3,96.99,65.08,30765.84,30.25,Critical
CHRO_0345,3.75,2680.77,4998.03,1678.22,16052.37,115.95,37.34,136.67,15238.61,36.1,Critical
CHRO_0346,5.12,2564.89,8018.44,3496.48,15060.86,169.94,81.28,143.37,15831.29,26.47,Critical
CHRO_0347,4.89,1737.27,7714.28,1965.29,19613.18,84.91,105.91,47.73,19050.97,30.72,Critical
CHRO_0348,4.93,2466.97,4436.49,1942.39,11211.7,112.73,70.82,55.43,10320.21,37.59,Critical
CHRO_0349,3.21,2615.01,7248.25,3825.07,24638.58,128.47,44.43,149.88,29152.65,28.63,Critical
CHRO_0350,5.17,2479.29,8043.01,2063.64,23463.86,109.03,71.29,98.53,28579.22,27.01,Critical
CHRO_0351,3.46,3109.49,4537.15,2072.12,17680.48,162.07,37.22,103.98,18944.7,31.46,Critical
CHRO_0352,3.24,2726.96,7558.66,1965.44,14534.23,162.63,118.67,26.56,16680.73,33.81,Critical
CHRO_0353,4.47,2310.66,4773.99,2512.24,16068.68,131.79,96.71,141.99,21916.93,26.37,Critical
CHRO_0354,3.22,2655.77,5870.73,2287.25,16603.7,172.74,47.38,125.08,17362.71,28.19,Critical
CHRO_0355,3.81,3100.98,5470.38,2399.31,13644.53,92.12,72.02,105.73,16310.1,30.03,Critical
CHRO_0356,4.29,1605.75,6186.45,1893.0,12395.96,170.53,110.19,133.94,15717.82,37.3,Critical
CHRO_0357,3.96,2757.58,8898.7,3134.24,24491.29,63.76,96.57,90.23,31833.24,31.82,Critical
CHRO_0358,3.25,2651.61,7421.13,1694.93,22040.44,82.64,49.39,133.52,21502.63,27.74,Critical
CHRO_0359,4.3,1866.79,6892.1,3086.11,20562.37,157.23,73.28,113.87,23874.6,37.11,Critical
CHRO_0360,3.82,1502.93,4193.44,3585.84,21483.72,100.82,117.03,99.56,28987.79,36.73,Critical
CHRO_0361,3.35,2560.15,4180.16,3774.18,19904.66,181.21,31.42,65.25,26376.6,40.94,Critical
CHRO_0362,3.26,1506.93,5063.91,3287.36,14953.69,100.77,107.42,69.61,14217.57,40.42,Critical
CHRO_0363,3.94,3498.22,4603.54,2759.37,18562.9,149.91,86.96,34.29,19425.07,33.54,Critical
CHRO_0364,3.44,3054.56,6981.89,3079.29,14640.53,86.68,106.36,60.8,18365.25,35.33,Critical
CHRO_0365,5.45,1777.38,5173.4,3832.53,13081.69,115.39,38.53,74.08,18100.71,29.2,Critical
CHRO_0366,3.26,6060.61,7244.75,10312.33,19917.12,380.38,62.19,26.41,24297.99,36.25,Critical
CHRO_0367,4.51,1719.81,4221.54,2437.74,17241.24,152.95,31.38,48.15,22471.32,27.67,Critical
CHRO_0368,3.15,2924.16,4155.98,3405.42,13762.93,110.87,118.62,41.48,16925.65,32.05,Critical
CHRO_0369,4.75,2865.07,4786.64,2661.93,20798.1,153.51,29.9,36.69,24537.72,33.72,Critical
CHRO_0370,5.04,2946.48,7022.98,2601.94,24132.03,131.36,116.32,72.52,33698.72,41.6,Critical
CHRO_0371,4.58,2074.8,5261.82,2929.61,11007.42,57.5,69.81,132.56,12070.54,37.54,Critical
CHRO_0372,5.13,3245.91,6675.18,2181.15,20166.57,117.55,34.5,135.99,25761.58,28.46,Critical
CHRO_0373,4.45,3224.64,4952.13,2878.57,17353.58,181.41,74.27,95.32,17063.48,29.65,Critical
CHRO_0374,4.24,1836.76,7275.08,3560.29,15543.39,159.94,118.87,121.16,17733.47,39.78,Critical
CHRO_0375,3.89,2743.89,4255.52,2095.62,13323.03,59.78,49.66,98.21,17689.12,33.43,Critical
CHRO_0376,4.3,3375.58,6868.59,3397.43,10486.39,35.6,36.05,129.39,12460.41,35.38,Critical
CHRO_0377,5.08,3152.61,7210.15,3933.13,24237.74,88.81,42.59,51.62,30898.73,30.24,Critical
CHRO_0378,3.15,1820.79,6800.21,2582.76,24865.63,45.2,20.69,107.03,23426.55,38.51,Critical
CHRO_0379,3.54,2220.29,8672.55,2115.14,11851.36,107.1,44.29,40.4,12624.92,33.88,Critical
CHRO_0380,3.02,1633.33,4888.03,1676.76,12095.71,154.12,70.97,59.84,13494.86,35.16,Critical
CHRO_0381,4.85,8028.85,27006.62,3415.98,20689.22,58.86,54.86,109.34,21716.44,38.36,Critical
CHRO_0382,4.72,3398.27,7001.89,1934.23,12929.59,38.87,57.71,147.85,16875.38,29.42,Critical
CHRO_0383,4.57,2360.69,6591.58,2594.18,24338.25,21.5,56.5,134.56,21907.72,36.87,Critical
CHRO_0384,3.02,2962.22,6601.69,1877.18,15661.85,43.99,93.9,56.86,15552.97,26.4,Critical
CHRO_0385,5.14,2455.43,5357.72,2734.13,11858.48,23.42,100.34,89.76,11624.69,33.44,Critical
CHRO_0386,3.4,2297.13,5388.27,3208.79,17111.63,39.97,53.83,112.62,16077.11,30.71,Critical
CHRO_0387,3.38,3325.29,5775.68,2689.21,15481.69,69.25,115.52,121.94,14688.2,37.26,Critical
CHRO_0388,4.11,1984.25,8232.55,3747.83,22687.0,193.58,95.98,91.78,21985.99,35.92,Critical
CHRO_0389,3.03,2512.66,8761.38,3283.54,17610.74,56.33,83.55,104.04,20208.66,32.76,Critical
CHRO_0390,3.08,3463.11,5260.29,1758.0,12697.85,114.0,36.96,39.41,14053.94,35.93,Critical
CHRO_0391,3.7,2518.34,6056.72,3491.71,11373.17,156.02,74.93,45.97,10966.94,35.88,Critical
CHRO_0392,3.27,3109.41,7044.84,3222.25,19238.28,182.56,24.21,94.17,24281.85,30.54,Critical
CHRO_0393,4.17,1778.28,6114.77,1946.59,22548.54,62.02,64.03,81.45,29924.05,36.15,Critical
CHRO_0394,4.39,1591.96,4544.24,2075.73,21650.36,33.76,97.88,127.38,24853.51,41.09,Critical
CHRO_0395,4.5,3472.74,7787.42,1618.05,14394.46,188.53,72.96,44.44,18538.92,40.38,Critical
CHRO_0396,3.18,1836.17,7303.83,3454.26,13866.32,142.68,59.31,141.42,17517.41,30.71,Critical
CHRO_0397,3.96,2294.34,8075.94,3850.62,18654.04,108.58,108.74,93.97,17597.77,35.04,Critical
CHRO_0398,3.64,2849.66,8599.0,1988.86,15311.17,116.36,85.28,71.31,20861.71,28.66,Critical
CHRO_0399,3.99,2860.19,7876.72,3271.8,16722.03,192.58,76.38,75.27,21653.17,30.69,Critical
CHRO_0400,3.98,3193.05,7687.25,3807.59,17195.19,36.77,113.48,121.22,17179.46,26.65,Critical
CHRO_0401,5.14,3265.97,7872.52,2935.75,15695.15,139.11,58.24,92.65,15408.3,32.81,Critical
CHRO_0402,4.68,3171.63,6001.11,2250.4,13759.25,187.08,39.54,37.4,16570.2,32.1,Critical
CHRO_0403,4.71,3017.78,8931.87,2735.84,15932.94,157.53,98.67,142.99,16851.89,33.79,Critical
CHRO_0404,4.56,3463.17,7798.11,3972.24,22428.02,58.51,100.23,94.71,23921.21,29.04,Critical
CHRO_0405,3.36,1755.41,6114.95,3790.06,19498.02,109.61,67.55,41.05,25041.0,30.66,Critical
CHRO_0406,4.81,1730.83,7843.25,3422.15,10312.7,173.66,31.95,134.62,10894.99,41.64,Critical
CHRO_0407,4.06,3472.7,4534.33,1881.57,17349.44,32.88,113.92,104.65,21839.61,33.72,Critical
CHRO_0408,5.12,2404.3,6624.95,2838.33,15191.27,181.93,54.84,109.83,18790.36,28.15,Critical
CHRO_0409,4.95,3289.39,5707.17,3601.29,19257.65,153.19,26.93,36.52,25012.2,32.03,Critical
CHRO_0410,3.05,2902.73,23668.54,5906.61,14950.23,150.57,37.89,86.2,17706.37,34.79,Critical
CHRO_0411,4.71,2340.57,5895.31,3934.67,19662.46,150.79,102.35,28.19,26019.76,29.6,Critical
CHRO_0412,4.49,2567.79,7761.94,3653.0,24261.64,149.04,21.27,125.48,22136.46,40.14,Critical
CHRO_0413,3.72,3110.74,5132.67,3259.21,17698.42,131.21,90.33,84.43,17502.32,40.3,Critical
CHRO_0414,4.56,3479.4,5239.02,1999.56,10946.0,78.01,59.94,105.89,10664.71,36.72,Critical
CHRO_0415,4.06,2400.32,5509.27,3285.39,20891.63,41.76,105.78,148.39,21176.69,37.6,Critical
CHRO_0416,5.39,1619.27,8996.01,3858.45,20857.63,123.68,28.98,105.92,24408.81,28.71,Critical
CHRO_0417,5.27,2492.93,4879.6,3469.92,15617.41,86.57,51.37,145.04,14383.47,34.32,Critical
CHRO_0418,4.9,3171.11,6706.22,3420.82,24602.24,119.48,54.49,149.37,32753.43,31.62,Critical
CHRO_0419,5.19,3069.6,7338.3,2999.85,11327.35,155.26,36.81,121.23,14304.0,33.05,Critical
CHRO_0420,3.3,2390.54,4561.87,2249.95,13950.11,100.57,27.0,68.0,17216.49,37.25,Critical
CHRO_0421,3.03,2715.83,5239.28,2527.06,11629.89,20.17,99.16,57.32,11449.91,33.36,Critical
CHRO_0422,5.21,2507.94,4609.85,2139.32,14668.68,38.8,101.91,91.17,19811.09,35.87,Critical
CHRO_0423,3.06,7391.17,8374.51,5817.03,15361.69,467.16,28.0,123.03,19987.24,29.68,Critical
CHRO_0424,4.36,3264.23,6518.61,1767.88,23140.78,50.2,77.51,125.16,30087.67,30.12,Critical
CHRO_0425,4.36,2584.43,6272.46,3909.86,15835.12,69.7,84.82,116.54,14976.88,35.41,Critical
CHRO_0426,3.03,1656.26,7738.22,3517.56,12468.34,151.1,28.64,145.57,11513.02,26.93,Critical
CHRO_0427,3.6,2230.26,6336.36,2413.08,11159.09,145.93,51.83,105.54,13645.55,37.68,Critical
CHRO_0428,4.39,2444.24,4632.31,2538.17,15004.73,49.64,32.23,54.51,19683.85,35.22,Critical
CHRO_0429,4.66,1685.71,5754.81,3539.31,19056.27,33.22,69.92,79.99,21570.35,36.65,Critical
CHRO_0430,4.39,2967.84,4782.56,3728.6,22700.46,48.42,34.79,117.15,25506.58,29.47,Critical
CHRO_0431,4.91,1894.88,5342.6,3638.26,21699.05,172.63,74.48,71.51,24392.47,29.13,Critical
CHRO_0432,4.5,2891.4,6583.03,1948.32,24765.27,123.97,78.03,78.47,30134.96,41.29,Critical
CHRO_0433,5.34,1799.6,6118.54,3721.51,12947.6,155.59,96.8,43.69,11690.86,35.19,Critical
CHRO_0434,3.43,2706.58,8952.29,3231.71,17364.16,93.99,77.69,46.79,19427.23,39.75,Critical
CHRO_0435,4.18,1898.81,7703.43,2301.0,24584.36,43.77,104.79,85.24,28134.72,27.23,Critical
CHRO_0436,4.8,1813.66,4513.73,2341.72,19446.26,70.63,41.89,125.61,24525.75,28.5,Critical
CHRO_0437,4.22,4655.21,18877.36,9648.61,24360.81,316.03,40.43,128.83,29388.6,28.19,Critical
CHRO_0438,3.43,2813.21,7340.2,3996.32,13869.98,27.35,45.66,97.48,18060.66,37.89,Critical
CHRO_0439,3.55,3347.51,8787.15,2849.64,16376.61,104.77,101.86,33.41,21097.41,37.17,Critical
CHRO_0440,5.41,1599.05,8980.33,3260.98,16852.72,169.58,61.92,80.58,19429.27,34.45,Critical
CHRO_0441,5.31,1640.95,4678.05,3321.1,24529.77,188.78,103.82,131.11,31842.38,28.26,Critical
CHRO_0442,4.91,2502.21,6206.94,2165.8,22336.66,40.03,118.8,115.89,28362.62,26.93,Critical
CHRO_0443,5.02,3282.19,6472.37,2560.71,16495.1,112.31,83.53,118.2,18610.38,35.7,Critical
CHRO_0444,3.67,2157.02,4805.01,1936.36,16581.71,87.94,43.9,118.69,16552.04,41.51,Critical
CHRO_0445,5.26,3371.8,5975.88,3028.9,14390.73,194.78,39.55,114.66,17268.35,41.69,Critical
CHRO_0446,3.86,2582.74,6825.17,3857.09,22190.21,108.54,80.42,98.64,27102.99,30.88,Critical
CHRO_0447,3.47,2292.15,4046.56,1898.31,12722.01,103.42,20.69,49.39,11558.45,39.38,Critical
CHRO_0448,5.28,2244.68,7819.67,1805.85,24833.4,60.36,77.84,123.7,29101.29,37.2,Critical
CHRO_0449,3.21,1788.05,5845.79,2063.65,24818.28,98.14,35.33,31.89,34365.28,28.13,Critical
CHRO_0450,3.7,2923.26,8399.73,2025.14,22145.87,182.75,90.51,89.9,26263.39,30.78,Critical
CHRO_0451,5.08,3187.91,6071.56,3311.75,24933.29,138.58,57.07,69.79,31294.02,27.54,Critical
CHRO_0452,4.88,2513.19,6577.03,1905.98,14020.74,63.39,102.8,107.49,13098.31,33.59,Critical
CHRO_0453,4.03,1810.22,8549.71,2514.08,19222.27,95.87,20.62,133.54,22145.08,35.06,Critical
CHRO_0454,5.14,3161.07,4919.0,3284.57,12436.53,174.92,104.34,65.91,15914.74,30.52,Critical
CHRO_0455,5.1,2771.45,4186.41,2460.17,23391.19,105.5,82.32,112.36,27569.45,32.28,Critical
CHRO_0456,5.14,3200.76,6357.18,2502.93,13285.68,141.32,116.34,54.76,15256.89,32.44,Critical
CHRO_0457,4.64,1863.07,6777.09,3741.37,11328.96,77.33,27.17,91.2,15150.32,34.84,Critical
CHRO_0458,5.12,1808.72,4169.7,3481.4,12589.41,162.34,92.98,147.75,11714.7,34.54,Critical
CHRO_0459,4.81,1906.49,6458.42,1848.57,13087.28,30.83,31.03,66.9,13310.91,34.98,Critical
CHRO_0460,3.78,2041.7,5826.68,2050.35,11580.04,165.16,24.88,107.07,15222.12,34.01,Critical
CHRO_0461,4.32,2099.8,4529.04,1684.34,11488.38,64.91,56.15,77.34,11272.97,33.9,Critical
CHRO_0462,3.53,2970.22,5357.08,1841.58,22427.12,154.39,41.32,123.4,23084.3,35.79,Critical
CHRO_0463,4.84,3253.98,4028.29,3973.62,12508.55,149.01,102.62,77.47,14605.03,29.74,Critical
CHRO_0464,3.85,1607.36,4745.84,2982.32,12835.82,137.75,45.66,80.24,12709.77,33.94,Critical
CHRO_0465,3.26,1830.89,7413.19,2833.58,22849.89,190.72,35.08,65.93,29339.21,27.66,Critical
CHRO_0466,4.12,1820.54,6773.8,3182.58,24870.43,152.25,75.75,34.72,23760.61,30.52,Critical
CHRO_0467,3.01,2634.87,7248.8,2560.85,17993.88,93.89,27.62,133.17,23085.09,32.43,Critical
CHRO_0468,4.55,1928.86,6671.68,3690.42,10131.97,83.3,26.04,41.46,9690.46,36.1,Critical
CHRO_0469,3.69,1753.31,5010.93,2889.53,16489.17,83.46,102.4,32.03,16193.66,37.86,Critical
CHRO_0470,5.37,3214.61,7596.88,1789.16,24915.42,111.99,115.42,51.61,24736.56,39.35,Critical
CHRO_0471,3.87,2262.68,4689.88,3623.53,18760.75,72.69,78.77,58.33,24092.51,28.31,Critical
CHRO_0472,3.9,3393.57,7943.52,3683.0,14741.9,135.6,26.01,104.34,14903.3,28.86,Critical
CHRO_0473,3.87,2774.12,4352.81,2476.77,13789.95,147.63,107.83,70.29,15363.56,40.24,Critical
CHRO_0474,3.12,2943.88,8774.4,2744.08,11142.42,100.48,73.64,47.27,13225.5,28.37,Critical
CHRO_0475,3.53,3338.77,4085.29,3434.88,18580.17,44.4,119.23,55.32,18509.64,29.96,Critical
CHRO_0476,4.19,2840.4,5916.59,2966.44,21344.12,81.06,110.15,143.58,27914.08,29.56,Critical
CHRO_0477,4.22,2022.7,7989.81,1940.72,14332.59,69.54,113.65,131.14,16186.72,41.48,Critical
CHRO_0478,3.78,2839.47,4595.91,1790.85,14069.49,182.2,70.08,51.37,15155.55,28.02,Critical
CHRO_0479,4.06,2291.1,7442.83,3524.62,20399.95,45.71,52.81,62.63,28509.41,38.69,Critical
CHRO_0480,3.65,1723.55,6107.09,1998.02,20453.73,198.3,33.46,20.51,27191.46,39.96,Critical
CHRO_0481,4.89,2906.84,5608.55,1889.09,16694.23,53.61,73.08,66.12,19908.37,41.76,Critical
CHRO_0482,3.55,2726.59,7315.71,3599.47,22354.82,86.17,37.56,34.65,27693.25,41.29,Critical
CHRO_0483,5.41,2205.92,5832.95,2864.94,17457.22,53.21,110.84,26.01,17013.87,27.47,Critical
CHRO_0484,3.32,2449.33,4549.07,1859.29,14604.42,117.9,93.5,120.95,16035.79,27.06,Critical
CHRO_0485,3.66,1749.46,7780.98,3570.14,23512.11,177.39,49.63,84.89,27615.97,37.59,Critical
