Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Chromium (mg/L),Sulfides (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
BEAM_0243,11.81,3790.55,5505.06,6164.45,8463.67,2.58,142.61,202.17,10668.39,38.57,Critical
BEAM_0244,11.68,4967.89,7519.29,3056.66,16184.22,2.32,317.03,261.75,16685.85,31.23,Critical
BEAM_0245,10.69,4045.38,6490.96,7266.19,14102.72,4.57,124.4,297.93,15497.43,34.73,Critical
BEAM_0246,11.79,3455.83,8695.22,5085.78,9868.83,4.85,420.44,199.47,9161.15,40.32,Critical
BEAM_0247,10.65,4346.55,5411.82,6806.34,16445.77,2.3,321.84,259.4,22783.04,26.28,Critical
BEAM_0248,10.76,4592.44,9749.84,4361.82,12451.27,0.64,111.47,233.0,15713.95,37.11,Critical
BEAM_0249,12.27,2859.92,7965.32,4252.89,14253.08,3.22,263.11,283.78,16309.44,40.68,Critical
BEAM_0250,11.96,4815.96,10303.91,4123.46,14896.64,1.27,216.25,105.36,17104.13,32.94,Critical
BEAM_0251,12.31,3779.39,7518.41,6116.76,11415.33,4.2,135.63,104.68,10810.61,39.87,Critical
BEAM_0252,11.04,4984.19,6063.33,4620.84,16933.26,3.21,297.92,90.96,21936.39,31.33,Critical
BEAM_0253,12.01,3748.42,9316.69,4626.4,8750.47,3.02,397.4,194.02,10505.64,37.16,Critical
BEAM_0254,10.59,2671.06,9297.05,3678.1,10702.88,0.32,186.11,52.9,14011.71,35.4,Critical
BEAM_0255,11.59,2016.85,10950.87,3000.34,15873.18,1.17,428.08,82.28,18629.87,26.47,Critical
BEAM_0256,11.61,2399.02,10642.73,4181.23,9159.37,0.25,329.66,215.49,12341.48,26.99,Critical
BEAM_0257,11.28,2489.29,8515.44,4192.09,12110.38,1.91,376.0,235.48,13470.75,29.9,Critical
BEAM_0258,12.09,7330.79,26397.87,10081.41,15838.96,5.63,467.48,116.68,21701.44,32.85,Critical
BEAM_0259,11.34,4206.29,10725.85,6636.36,16130.98,3.75,159.86,243.1,16055.87,27.59,Critical
BEAM_0260,12.3,3794.71,6235.41,6181.06,11328.48,0.79,419.79,77.5,15647.2,38.35,Critical
BEAM_0261,11.92,2717.45,10317.14,3112.75,13538.69,1.62,432.92,240.33,15487.17,33.56,Critical
BEAM_0262,10.65,2704.01,9950.73,3328.19,15872.54,4.9,131.63,164.47,18880.57,39.01,Critical
BEAM_0263,10.8,3080.38,10849.15,5590.93,9634.76,4.36,474.45,234.92,13361.79,40.82,Critical
BEAM_0264,10.74,3227.76,9178.22,6661.93,13350.64,3.28,146.72,151.57,12061.35,36.43,Critical
BEAM_0265,10.83,3211.9,8490.54,6331.9,15632.4,3.6,327.13,182.19,20766.86,39.87,Critical
BEAM_0266,10.62,2810.43,11451.59,5963.26,9346.61,0.45,137.77,242.46,9449.36,29.89,Critical
BEAM_0267,10.76,3798.97,8597.15,4407.71,14581.24,3.91,491.84,169.68,16134.03,30.67,Critical
BEAM_0268,12.07,4916.64,9202.97,6211.58,14891.36,2.17,188.14,114.03,17997.69,36.2,Critical
BEAM_0269,11.42,2130.02,11140.64,4221.57,13810.32,3.72,173.74,168.32,12438.53,26.76,Critical
BEAM_0270,11.0,3976.17,11206.73,5122.43,8250.38,1.53,482.8,77.8,10542.78,37.96,Critical
BEAM_0271,11.68,4792.67,9495.05,7832.53,16261.32,3.99,480.42,204.26,17256.1,27.66,Critical
BEAM_0272,11.89,3569.84,7698.14,7748.73,17124.28,1.95,478.2,158.01,17176.85,35.93,Critical
BEAM_0273,10.69,2458.0,10699.91,7095.53,10406.14,3.76,489.43,289.46,11678.41,39.82,Critical
BEAM_0274,11.61,3694.37,6674.89,4921.06,10148.73,3.74,356.24,251.12,12279.35,30.43,Critical
BEAM_0275,12.41,3952.13,8334.36,6887.87,10546.27,4.07,235.32,68.66,13619.87,29.06,Critical
BEAM_0276,11.79,2809.36,9798.14,3630.49,14239.08,1.04,301.34,268.18,16199.96,38.35,Critical
BEAM_0277,10.79,3971.46,6063.86,6842.83,15140.61,2.07,288.02,92.1,18437.64,40.6,Critical
BEAM_0278,11.62,2945.47,7866.12,4091.39,12417.6,2.53,476.3,157.48,16529.4,28.67,Critical
BEAM_0279,11.59,3772.34,9156.04,5510.76,15671.47,0.95,127.24,85.68,18517.66,30.0,Critical
BEAM_0280,11.98,2188.57,11362.96,7758.56,15856.51,4.4,251.34,89.9,15856.1,34.02,Critical
BEAM_0281,11.82,3706.37,5734.57,6636.21,15889.95,0.24,283.56,159.45,14835.01,28.83,Critical
BEAM_0282,12.13,3753.92,6532.33,5292.01,16546.19,0.6,482.19,85.36,17296.94,28.9,Critical
BEAM_0283,11.44,2931.69,11919.56,3077.02,11215.37,3.01,236.01,163.94,12478.33,27.38,Critical
BEAM_0284,11.8,4502.03,8694.79,3747.92,12812.74,0.17,462.99,110.15,17312.32,35.35,Critical
BEAM_0285,12.47,4547.97,5077.62,3075.59,15434.4,2.63,402.15,197.42,15683.52,38.59,Critical
BEAM_0286,10.56,7777.71,33166.27,16059.42,8438.61,3.48,295.57,160.52,7706.42,31.37,Critical
BEAM_0287,11.75,2869.09,9001.82,6520.47,11833.21,1.47,210.0,279.53,14463.0,38.04,Critical
BEAM_0288,11.64,3891.38,6935.63,7464.18,13011.95,4.05,307.21,79.08,12438.27,33.43,Critical
BEAM_0289,11.36,4739.89,5922.1,6432.78,17181.4,2.11,453.99,86.08,16368.26,29.73,Critical
BEAM_0290,11.54,7305.67,30029.47,18777.1,9118.81,12.6,144.93,274.45,12573.14,35.35,Critical
BEAM_0291,10.82,3505.24,7864.53,7331.93,9309.92,4.47,200.11,201.42,10147.34,40.92,Critical
BEAM_0292,10.9,3507.62,6598.02,7006.14,10710.54,4.77,469.76,168.8,9708.74,41.45,Critical
BEAM_0293,11.87,8659.63,24190.64,8482.03,9575.37,10.89,119.58,225.58,13021.44,37.34,Critical
BEAM_0294,10.89,2023.5,8201.14,4205.21,10271.29,2.58,250.16,176.01,10627.06,35.76,Critical
BEAM_0295,11.74,2626.75,8972.31,5226.08,17694.26,3.64,172.76,270.51,20145.11,39.55,Critical
BEAM_0296,12.16,2052.05,6635.63,7555.46,15697.45,0.76,184.92,204.66,16315.11,29.27,Critical
BEAM_0297,12.47,3375.86,8635.94,6261.19,8757.35,2.04,462.17,285.8,10050.21,40.28,Critical
BEAM_0298,11.5,4956.83,10510.32,7151.55,9864.32,0.12,301.98,295.7,13648.56,35.83,Critical
BEAM_0299,10.87,2026.92,8475.45,4509.74,11367.89,4.18,135.74,72.68,12747.04,32.62,Critical
BEAM_0300,10.63,3636.5,8024.21,7965.29,8660.86,0.68,163.37,131.22,10672.33,41.46,Critical
BEAM_0301,12.32,3326.31,5496.46,6224.69,12176.78,0.21,426.95,182.31,13625.04,37.58,Critical
BEAM_0302,12.22,4796.7,7321.36,3919.13,11303.08,4.88,139.39,287.57,13668.06,26.15,Critical
BEAM_0303,12.22,4043.55,6012.38,4706.75,16728.83,3.67,227.46,248.55,17187.25,34.79,Critical
BEAM_0304,12.37,8621.73,23815.7,17301.46,10037.37,9.16,468.02,212.96,12553.64,41.4,Critical
BEAM_0305,11.87,2543.09,8241.49,6689.15,11425.8,0.67,108.37,217.18,10473.32,33.81,Critical
BEAM_0306,12.27,4471.99,10035.66,7298.75,15484.35,0.19,288.49,53.67,18233.36,29.78,Critical
BEAM_0307,11.38,2612.06,10734.83,3921.6,11263.68,0.17,223.83,56.56,12671.56,26.43,Critical
BEAM_0308,11.28,3819.63,11370.14,5768.3,13150.91,0.33,249.7,148.4,13964.08,40.23,Critical
BEAM_0309,11.29,2632.79,10495.12,7062.63,11454.1,4.12,382.27,77.5,12417.04,39.63,Critical
BEAM_0310,11.25,4595.23,8118.2,5823.11,11893.89,3.11,309.61,260.63,16457.34,30.63,Critical
BEAM_0311,10.81,2982.6,9987.31,4053.73,11219.28,4.68,401.35,288.38,10583.69,33.8,Critical
BEAM_0312,12.31,3318.34,9825.35,3851.3,10467.58,2.18,225.52,210.97,13746.19,31.73,Critical
BEAM_0313,12.03,2840.48,7821.6,3177.83,9446.16,0.65,330.77,206.91,8763.12,34.94,Critical
BEAM_0314,12.01,3512.38,8231.76,6171.43,11824.97,3.08,469.84,263.72,15004.36,39.98,Critical
BEAM_0315,11.1,8225.38,15830.67,14522.11,12877.87,1.1,328.15,176.23,14932.94,26.51,Critical
BEAM_0316,11.26,3211.01,9975.52,5097.98,14065.84,1.41,121.53,223.57,17363.0,27.33,Critical
BEAM_0317,10.55,2007.36,5909.24,4059.71,16570.17,2.22,360.87,292.44,18575.31,38.78,Critical
BEAM_0318,11.27,4224.4,6848.57,7439.13,8521.95,2.32,495.44,85.93,8101.28,31.31,Critical
BEAM_0319,10.77,4033.29,9301.03,5630.8,17702.98,1.65,277.62,165.83,22173.65,29.64,Critical
BEAM_0320,12.01,2555.94,11839.31,7762.15,11995.26,4.41,257.72,185.3,15280.09,38.14,Critical
BEAM_0321,12.27,3385.3,9156.21,5849.44,13055.68,3.5,203.83,66.32,15136.1,32.85,Critical
BEAM_0322,11.55,3838.7,7554.49,4534.86,14757.22,2.06,433.25,240.57,19932.21,27.54,Critical
BEAM_0323,10.82,8560.14,29416.17,9183.11,8242.9,6.61,411.27,280.29,8612.59,34.16,Critical
BEAM_0324,12.46,2697.0,8191.51,7037.57,10661.2,2.09,376.18,162.47,14680.87,39.6,Critical
BEAM_0325,11.08,2001.67,8753.62,7266.3,17091.77,0.7,456.56,174.42,23750.74,38.83,Critical
BEAM_0326,10.83,3580.96,11168.94,7067.3,17681.13,4.19,496.46,181.15,21184.36,27.12,Critical
BEAM_0327,11.29,2946.52,11419.15,4656.13,16861.16,1.27,332.8,183.66,16005.13,31.07,Critical
BEAM_0328,12.47,3783.44,10785.9,6597.41,17003.29,1.79,188.43,67.88,22459.26,34.37,Critical
BEAM_0329,11.94,2192.23,10925.79,5913.48,9177.94,2.54,338.84,135.19,11523.44,35.3,Critical
BEAM_0330,12.18,4590.45,5435.7,6232.4,15226.11,0.8,453.38,264.12,14765.46,40.13,Critical
BEAM_0331,11.79,4360.35,10589.86,3809.16,8626.72,3.22,234.9,115.11,8324.2,39.75,Critical
BEAM_0332,11.64,4510.13,8897.26,3242.57,10195.11,4.1,176.5,278.08,10805.56,32.76,Critical
BEAM_0333,11.82,4400.18,10359.13,7081.93,13096.28,1.68,185.97,289.8,15543.45,41.5,Critical
BEAM_0334,11.49,3125.45,9279.31,7965.54,16647.14,2.11,117.2,152.17,21297.34,26.03,Critical
BEAM_0335,12.17,2781.0,7563.05,7603.42,11741.26,2.44,277.56,140.73,11045.41,32.78,Critical
BEAM_0336,11.49,2654.92,10779.56,5472.88,10385.69,0.59,331.13,169.64,13061.17,41.81,Critical
BEAM_0337,10.9,4199.48,8020.57,4976.56,10889.68,1.85,147.14,163.85,12999.97,30.47,Critical
BEAM_0338,11.41,3416.12,9617.2,5917.64,17434.86,2.68,342.94,182.65,18699.77,28.6,Critical
BEAM_0339,10.53,2666.17,8908.13,3137.29,11178.66,0.3,374.63,178.36,15048.21,36.07,Critical
BEAM_0340,11.91,12731.49,18370.31,7442.61,13848.43,3.74,326.56,285.3,19340.45,33.55,Critical
BEAM_0341,11.9,4547.23,9323.62,5968.37,11285.97,3.17,429.86,131.71,12757.77,36.28,Critical
BEAM_0342,12.06,3912.86,6100.49,5649.11,12353.77,3.26,358.4,74.35,11974.86,27.4,Critical
BEAM_0343,10.69,5322.71,9980.04,17390.55,13686.54,13.1,292.24,276.67,17948.68,33.97,Critical
BEAM_0344,11.03,4178.3,7155.84,4273.88,15391.84,3.72,429.55,262.44,18060.46,30.13,Critical
BEAM_0345,11.71,2896.77,10550.21,3594.63,11263.8,0.29,278.18,85.01,15615.42,31.69,Critical
BEAM_0346,12.08,4486.04,5644.23,6343.17,11442.57,1.56,401.76,113.57,12071.01,38.11,Critical
BEAM_0347,11.2,3177.32,10186.8,3692.33,14928.73,1.68,437.64,204.59,13493.14,28.11,Critical
BEAM_0348,12.0,2659.38,5119.34,6692.17,14725.77,1.19,350.36,206.8,20169.78,27.56,Critical
BEAM_0349,10.84,2906.43,10365.06,5359.44,11681.88,1.97,303.23,131.23,14495.64,26.4,Critical
BEAM_0350,11.7,3081.36,8352.3,6765.02,8354.9,1.16,304.58,204.32,8292.85,29.12,Critical
BEAM_0351,11.75,4171.3,8149.35,5229.55,12001.66,1.34,494.24,206.47,12939.35,30.09,Critical
BEAM_0352,11.0,2952.36,8882.83,5908.38,14617.12,0.22,330.73,195.37,19873.92,29.7,Critical
BEAM_0353,10.59,4837.22,8943.35,3520.14,11261.78,2.02,407.19,116.08,15483.36,35.16,Critical
BEAM_0354,10.69,3522.6,9086.22,7793.75,17121.16,4.71,358.81,210.69,21269.84,26.78,Critical
BEAM_0355,11.03,2763.96,10468.13,3852.86,15437.71,2.15,208.37,275.97,16226.24,38.38,Critical
BEAM_0356,12.02,3129.42,7281.42,3017.56,12630.8,0.97,104.36,203.95,12160.72,30.9,Critical
BEAM_0357,11.93,4235.12,11663.83,7540.59,13151.43,4.73,236.93,187.63,15414.94,26.36,Critical
BEAM_0358,10.57,2714.18,11519.04,7521.38,14365.85,0.43,481.01,66.52,16561.65,35.93,Critical
BEAM_0359,11.92,4776.54,7405.26,4870.44,13434.72,1.32,319.17,136.99,18333.67,30.93,Critical
BEAM_0360,11.77,3156.52,11901.28,7458.86,11180.19,0.13,218.49,173.41,11942.21,36.54,Critical
BEAM_0361,11.16,7519.12,25012.77,13186.77,13921.56,7.51,203.57,87.45,14995.38,31.1,Critical
BEAM_0362,11.1,2744.25,5307.2,7313.72,12778.9,1.55,111.17,205.73,13407.77,36.42,Critical
BEAM_0363,10.72,3553.92,5958.81,6270.65,15363.64,4.03,417.31,269.46,20446.93,38.96,Critical
BEAM_0364,11.0,4626.64,8400.23,3676.07,16096.46,4.07,275.34,228.39,15355.33,27.95,Critical
BEAM_0365,11.3,2710.08,11056.12,7322.81,9399.44,1.62,280.23,80.83,9020.73,33.59,Critical
BEAM_0366,11.71,2505.87,6073.78,6498.3,17166.44,0.11,406.05,52.75,23526.09,31.56,Critical
BEAM_0367,12.04,3567.65,7578.17,4932.3,14855.01,4.43,423.28,136.16,19031.96,28.71,Critical
BEAM_0368,10.5,4067.43,5589.18,5018.61,16189.56,1.98,121.12,54.49,21913.62,39.11,Critical
BEAM_0369,11.81,2025.43,10349.65,5161.66,8830.24,3.8,377.45,103.14,9380.6,41.39,Critical
BEAM_0370,10.73,4447.14,9554.91,4122.36,13692.81,2.92,118.81,222.14,12672.49,34.98,Critical
BEAM_0371,10.59,4361.16,11776.49,3339.81,16785.88,3.94,264.25,93.26,21334.67,37.76,Critical
BEAM_0372,11.83,2936.06,8180.9,3061.56,11379.24,2.49,203.08,190.86,11764.5,36.37,Critical
BEAM_0373,11.66,4591.9,6360.55,6796.68,16740.9,0.31,266.93,136.88,15255.84,38.37,Critical
BEAM_0374,12.26,4297.55,10072.32,4770.77,10448.77,2.54,140.25,209.79,12590.97,40.43,Critical
BEAM_0375,12.31,4898.36,5477.24,6624.88,11133.74,3.68,324.06,295.53,12649.07,27.9,Critical
BEAM_0376,11.76,3321.84,7321.81,6023.3,16482.73,1.29,369.88,233.8,22768.55,29.47,Critical
BEAM_0377,11.53,4101.44,5342.99,7350.22,11410.63,3.41,261.68,274.45,14874.22,33.48,Critical
BEAM_0378,12.4,4307.28,8029.93,7434.44,13292.04,2.84,143.89,273.36,14568.23,33.68,Critical
BEAM_0379,12.48,4477.27,5806.23,6866.93,10355.46,0.91,428.18,184.33,11763.17,27.73,Critical
BEAM_0380,10.69,3201.91,11585.82,4098.19,15208.07,2.72,320.83,287.79,20226.34,39.59,Critical
BEAM_0381,10.6,4964.71,11608.99,3543.73,13504.96,0.23,142.64,266.77,12445.1,30.14,Critical
BEAM_0382,11.48,2783.62,11535.98,4621.86,15147.17,3.89,119.53,146.24,15121.95,30.1,Critical
BEAM_0383,11.32,2166.97,9284.04,3958.19,8846.88,2.29,236.19,293.74,11504.96,30.33,Critical
BEAM_0384,11.68,3603.95,6293.15,6823.21,15007.54,0.73,389.92,207.16,13580.25,26.83,Critical
BEAM_0385,11.59,2272.2,9248.9,3864.27,14869.29,1.91,396.59,97.89,18240.75,41.56,Critical
BEAM_0386,11.48,2837.5,7203.94,3949.87,13731.77,2.61,319.96,220.84,12481.56,28.01,Critical
BEAM_0387,10.93,4250.13,16193.63,12670.59,14499.56,1.86,114.26,112.33,18221.52,33.14,Critical
BEAM_0388,10.82,4892.76,11576.61,6738.79,14472.67,1.2,146.72,283.64,15056.2,29.03,Critical
BEAM_0389,12.35,2468.76,7086.4,3890.56,8147.88,1.0,281.68,182.68,8016.74,37.47,Critical
BEAM_0390,11.57,3801.63,7235.25,3993.11,15966.93,1.83,308.76,235.37,21358.39,33.18,Critical
BEAM_0391,12.44,3582.88,10555.22,3385.53,8928.87,3.11,254.15,241.01,10588.79,35.89,Critical
BEAM_0392,10.84,3655.32,8812.89,6687.59,15031.0,3.15,163.6,292.2,18106.11,28.62,Critical
BEAM_0393,12.11,2423.5,6896.39,5814.75,9522.34,0.53,372.07,60.4,10239.24,29.93,Critical
BEAM_0394,12.37,3737.35,5484.57,5047.81,11738.35,0.81,393.23,96.8,15541.19,41.01,Critical
BEAM_0395,10.67,3981.57,9384.47,5561.82,14369.11,4.53,402.58,211.37,16005.36,29.87,Critical
BEAM_0396,10.91,2651.0,11049.44,3599.12,9159.72,0.2,390.58,51.34,12457.59,41.54,Critical
BEAM_0397,10.97,2122.41,11746.7,4046.24,13359.51,3.28,337.08,261.49,15255.57,34.35,Critical
BEAM_0398,12.5,3682.23,6384.25,3838.65,16676.78,1.86,478.82,251.39,22885.83,34.99,Critical
BEAM_0399,10.58,4552.62,9056.73,7338.84,10842.48,4.3,180.23,120.53,10543.47,28.22,Critical
BEAM_0400,10.71,3605.09,9729.49,4057.52,17149.5,0.59,143.63,270.97,21380.8,28.92,Critical
BEAM_0401,12.47,2098.72,5759.57,4410.28,15345.29,3.6,418.91,186.29,18410.97,31.52,Critical
BEAM_0402,11.27,2289.58,5830.38,6485.69,8248.37,2.32,364.87,170.61,7707.81,38.28,Critical
BEAM_0403,11.45,2877.8,6190.25,6072.7,17241.66,1.4,449.84,215.87,15675.17,39.59,Critical
BEAM_0404,11.29,4534.46,6392.87,5592.86,10050.34,2.5,468.8,176.39,14035.2,30.33,Critical
BEAM_0405,11.71,4900.61,10283.03,6459.49,15428.67,1.72,216.29,86.17,18540.36,40.76,Critical
BEAM_0406,12.03,4958.14,11942.73,5170.35,13167.82,4.14,406.22,243.73,15522.04,35.39,Critical
BEAM_0407,12.19,4830.88,10440.88,6857.33,9583.77,4.29,478.06,118.13,9542.87,28.64,Critical
BEAM_0408,10.55,8946.47,21611.25,9611.16,15291.85,14.22,380.62,216.47,17720.04,26.98,Critical
BEAM_0409,12.03,3788.05,5786.7,7109.5,14773.43,0.48,342.87,96.81,17408.25,29.99,Critical
BEAM_0410,11.78,4328.47,5347.67,3367.12,17978.14,3.45,223.63,109.47,19944.98,41.13,Critical
BEAM_0411,11.88,4981.12,8852.78,5112.61,10050.71,2.74,357.57,178.81,9719.24,28.69,Critical
BEAM_0412,12.08,2641.75,5737.19,3818.72,16987.25,3.15,408.79,107.3,20631.51,29.1,Critical
BEAM_0413,11.54,2219.62,8619.29,4143.95,10212.33,2.53,329.03,225.47,10744.79,30.61,Critical
BEAM_0414,10.67,2952.58,7422.29,5467.01,12161.46,3.52,281.11,260.15,14172.85,35.4,Critical
BEAM_0415,11.89,4025.53,11538.93,6702.56,17553.9,1.78,489.18,199.74,18518.54,28.21,Critical
BEAM_0416,11.54,4887.92,10890.66,6733.42,8544.42,3.89,375.1,259.39,8138.08,32.3,Critical
BEAM_0417,11.17,4316.6,10319.41,5500.09,11637.15,0.61,160.67,52.62,14980.55,40.73,Critical
BEAM_0418,10.57,4385.64,6933.01,5574.24,14931.5,1.74,492.96,296.4,18455.66,41.74,Critical
BEAM_0419,10.74,2036.22,10959.95,6462.28,11120.18,2.67,259.35,163.38,13177.22,34.27,Critical
BEAM_0420,11.73,2997.0,8935.63,7315.49,11615.12,1.48,295.54,130.19,15700.33,35.71,Critical
BEAM_0421,11.98,2090.92,5686.41,5015.98,12171.97,0.42,417.8,190.95,13993.62,36.81,Critical
BEAM_0422,11.89,2992.6,8332.53,5905.79,8044.41,0.79,255.95,61.21,7458.52,34.23,Critical
BEAM_0423,11.73,2727.47,11270.88,7045.72,16593.21,2.34,426.32,217.13,15711.54,26.22,Critical
BEAM_0424,12.38,3618.54,10136.42,3808.27,14981.93,3.29,460.68,125.89,16207.27,35.83,Critical
BEAM_0425,12.26,2806.03,5669.69,4626.35,14384.68,4.99,169.4,252.81,14562.38,34.23,Critical
BEAM_0426,12.0,2323.95,10581.97,3391.4,11245.85,0.26,437.44,200.55,11052.76,27.87,Critical
BEAM_0427,11.45,2021.92,10545.15,7843.55,8352.18,2.97,344.61,52.56,10714.46,30.15,Critical
BEAM_0428,11.81,2630.32,5613.74,4253.32,16772.52,3.82,296.27,79.03,16861.99,41.39,Critical
BEAM_0429,10.78,2862.63,8876.12,4849.44,10691.23,3.43,162.62,168.05,10240.43,30.6,Critical
BEAM_0430,11.22,3919.11,8206.18,4423.64,14840.6,2.42,389.35,146.39,18743.47,35.11,Critical
BEAM_0431,10.99,3631.89,5946.56,3045.9,14911.41,0.97,336.87,166.5,16671.76,31.02,Critical
BEAM_0432,11.54,4916.78,10362.68,5068.87,16723.12,2.68,494.34,292.68,15286.93,28.79,Critical
BEAM_0433,12.18,3093.07,6726.15,5683.36,14718.03,1.65,444.05,175.23,14950.57,36.8,Critical
BEAM_0434,11.44,2453.58,5508.77,6021.2,8644.41,4.87,181.57,296.64,9167.23,40.83,Critical
BEAM_0435,11.77,2288.04,6795.05,4960.2,12200.16,2.86,337.91,127.64,11521.63,37.05,Critical
BEAM_0436,11.43,4051.39,8978.14,3031.55,16023.21,3.86,261.35,245.39,14556.93,32.82,Critical
BEAM_0437,11.35,2588.72,6534.87,3240.0,14578.49,4.8,470.49,100.11,17063.94,38.71,Critical
BEAM_0438,11.16,2525.82,5146.39,6692.38,10707.8,1.02,459.52,256.76,13892.27,26.9,Critical
BEAM_0439,12.36,3350.91,6787.33,6657.59,8371.82,0.82,269.36,292.91,7676.2,26.99,Critical
BEAM_0440,10.73,2894.51,6831.26,3851.17,15043.85,3.66,256.61,184.89,17892.78,39.16,Critical
BEAM_0441,11.34,4711.06,10702.28,5717.77,10894.22,3.68,379.85,86.63,14733.87,29.05,Critical
BEAM_0442,10.63,2010.17,10371.79,3016.17,10482.65,4.86,141.35,197.07,9732.04,33.4,Critical
BEAM_0443,11.74,3593.93,9689.68,3759.11,15035.98,0.25,218.48,281.86,14912.63,28.47,Critical
BEAM_0444,11.32,3302.93,6978.11,3947.43,10341.11,3.43,145.75,79.23,10126.29,40.48,Critical
BEAM_0445,12.2,4847.71,11565.79,3311.4,16146.97,1.8,424.89,286.65,20245.22,39.53,Critical
BEAM_0446,11.62,3572.91,11638.78,5131.8,8963.78,1.16,370.59,151.57,11531.53,34.55,Critical
BEAM_0447,10.77,3985.75,11649.76,5562.04,16801.29,4.86,213.98,181.46,15280.14,34.34,Critical
BEAM_0448,10.93,3239.85,5451.1,6916.27,13743.12,3.25,256.61,74.55,14889.02,35.69,Critical
BEAM_0449,11.62,11087.98,23284.5,16198.43,14781.96,9.37,125.02,192.55,19348.88,31.45,Critical
BEAM_0450,10.66,3702.75,7858.43,4845.14,9414.31,3.36,277.14,140.49,12906.98,32.24,Critical
BEAM_0451,10.85,2186.21,11906.98,4878.36,16407.23,0.47,299.19,149.87,16942.23,37.9,Critical
BEAM_0452,11.8,2209.6,6995.5,4334.07,17132.99,1.22,305.19,290.03,23919.85,34.08,Critical
BEAM_0453,11.25,3341.33,6541.9,7973.13,11173.61,0.89,147.66,267.98,11462.03,31.14,Critical
BEAM_0454,11.11,4249.69,11125.37,4302.29,9427.04,3.61,287.65,72.8,10454.7,27.06,Critical
BEAM_0455,12.46,4726.05,11667.48,7276.98,8168.24,0.71,369.14,85.45,9210.39,29.25,Critical
BEAM_0456,10.8,2317.63,10877.13,7189.89,12891.93,3.11,192.31,279.24,15297.45,36.21,Critical
BEAM_0457,11.4,4020.76,9528.04,7870.19,13997.14,0.91,386.56,124.26,14173.34,33.4,Critical
BEAM_0458,11.58,2118.64,9102.05,6365.53,17095.26,2.76,140.08,194.3,22727.83,36.76,Critical
BEAM_0459,12.19,2406.53,8532.33,5737.6,16373.97,1.69,387.11,198.75,17261.81,35.35,Critical
BEAM_0460,12.16,3453.34,5094.17,4122.66,12114.31,3.44,468.64,140.25,12410.07,27.61,Critical
BEAM_0461,11.97,11187.15,26041.45,20186.01,12480.52,2.64,232.59,93.29,17089.74,40.42,Critical
BEAM_0462,11.09,2091.51,8620.13,6219.49,12677.45,4.89,378.13,197.6,16328.73,34.49,Critical
BEAM_0463,12.24,3398.27,5729.22,3989.8,12468.3,2.26,470.71,157.85,11734.27,33.66,Critical
BEAM_0464,11.93,2686.36,11102.51,3037.41,15046.93,1.32,391.69,201.65,20328.3,27.41,Critical
BEAM_0465,11.48,3823.04,11053.83,3076.76,15946.71,2.44,458.48,74.42,16174.3,33.87,Critical
BEAM_0466,11.87,2386.74,9249.8,5178.21,11465.46,3.6,326.31,72.51,12542.14,26.59,Critical
BEAM_0467,11.26,4771.88,9404.81,6564.14,10933.51,3.45,483.73,234.69,14523.96,28.35,Critical
BEAM_0468,11.49,2602.18,9109.34,6141.12,8607.18,4.88,401.34,212.85,9151.76,31.86,Critical
BEAM_0469,10.63,2374.08,7614.89,6853.43,15347.55,1.04,213.33,64.97,19333.35,40.87,Critical
BEAM_0470,11.36,2795.98,6623.19,6914.48,14523.78,4.93,480.59,68.27,14382.19,28.33,Critical
BEAM_0471,11.51,3206.48,10524.88,3991.26,9009.19,3.19,171.35,252.38,9298.79,32.23,Critical
BEAM_0472,11.19,7159.41,12908.28,10617.08,12098.57,12.51,426.75,263.3,14664.53,30.03,Critical
BEAM_0473,10.61,4136.37,8240.21,3293.78,12425.34,4.74,171.19,209.7,13837.86,31.27,Critical
BEAM_0474,10.8,3137.29,5185.7,4861.17,13654.36,1.73,161.13,157.95,14728.69,41.74,Critical
BEAM_0475,11.63,3372.51,11720.08,6919.29,11526.51,2.38,306.42,101.72,11137.39,28.47,Critical
BEAM_0476,11.23,2277.87,6380.43,3513.02,8157.46,2.03,278.12,236.61,9654.48,39.73,Critical
BEAM_0477,11.87,4453.37,8960.25,5647.26,17670.65,2.12,309.98,224.77,20198.64,32.69,Critical
BEAM_0478,11.84,2144.31,11011.54,7886.71,14134.17,2.4,281.3,190.67,17878.14,30.79,Critical
BEAM_0479,11.13,2412.81,10092.38,4863.51,16362.15,2.46,145.57,299.97,21414.17,30.31,Critical
BEAM_0480,10.66,2096.53,10509.39,3533.88,10568.06,0.58,484.58,132.91,10758.36,37.48,Critical
BEAM_0481,11.8,3028.82,8918.28,6133.78,12139.86,4.03,399.93,263.67,11497.8,35.34,Critical
BEAM_0482,11.96,2051.35,9251.71,4800.68,16839.15,4.16,200.71,248.6,16301.84,38.51,Critical
BEAM_0483,11.87,4478.36,8660.03,6860.35,15309.91,0.38,305.99,190.19,20691.17,34.8,Critical
BEAM_0484,12.3,2717.88,8026.86,5633.05,11494.5,1.77,164.41,93.1,15234.16,37.81,Critical
BEAM_0485,11.38,4330.43,6048.5,4047.54,13888.81,0.61,367.98,130.16,18713.9,36.06,Critical
