Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PULP_RECY_0398,8.2,3992.14,1463.53,2609.85,3911.45
PULP_RECY_0399,7.4,5399.31,2275.87,3190.91,2184.32
PULP_RECY_0400,7.65,4426.47,1265.65,2051.6,2645.46
PULP_RECY_0401,7.31,3357.36,2335.45,4630.15,1820.07
PULP_RECY_0402,7.93,4486.2,2179.7,3486.99,2228.86
PULP_RECY_0403,7.35,4023.19,1960.18,4325.93,2617.56
PULP_RECY_0404,7.03,4151.6,2144.07,4136.94,3355.59
PULP_RECY_0405,6.95,5734.86,1891.55,3824.78,3185.52
PULP_RECY_0406,7.16,4075.75,2328.39,4309.03,3171.75
PULP_RECY_0407,8.42,4629.45,1042.73,2897.45,3470.85
PULP_RECY_0408,6.83,5819.06,1627.6,4494.64,3675.64
PULP_RECY_0409,6.72,5852.53,1195.57,2681.53,2575.16
PULP_RECY_0410,8.15,5186.33,1620.22,2850.08,2354.31
PULP_RECY_0411,7.85,3623.34,2124.85,2346.28,2170.34
PULP_RECY_0412,7.54,4551.89,1466.23,2997.46,2128.93
PULP_RECY_0413,7.17,3691.47,2350.13,4977.37,1550.51
PULP_RECY_0414,7.05,5544.98,1371.1,3890.07,3600.69
PULP_RECY_0415,8.24,4620.18,1533.56,3300.08,1977.62
PULP_RECY_0416,6.8,5622.44,2397.13,2057.34,3794.16
PULP_RECY_0417,6.88,5551.54,1542.35,2989.94,2596.35
PULP_RECY_0418,7.76,5842.67,1321.58,2150.57,2767.8
PULP_RECY_0419,7.75,5987.84,1725.88,4101.7,3131.57
PULP_RECY_0420,6.56,3003.23,1454.29,3656.94,3369.86
PULP_RECY_0421,7.68,3604.89,1395.53,4684.88,1883.12
PULP_RECY_0422,7.64,5047.68,2018.16,3288.93,3934.73
PULP_RECY_0423,7.1,3180.52,1427.06,2767.03,2398.13
PULP_RECY_0424,7.9,5007.05,1684.95,3037.62,2972.39
PULP_RECY_0425,7.2,5797.2,1593.93,2129.48,3234.92
PULP_RECY_0426,8.25,4293.23,1230.81,3921.38,2445.11
PULP_RECY_0427,7.45,5389.7,1757.22,3151.29,3199.31
PULP_RECY_0428,7.32,4934.8,2067.33,4085.91,3266.06
PULP_RECY_0429,8.45,4812.54,2176.12,2146.59,1505.79
PULP_RECY_0430,6.73,4304.09,1270.4,2516.15,2429.78
PULP_RECY_0431,6.68,4353.33,2113.7,2889.8,2318.84
PULP_RECY_0432,7.48,5448.64,2090.34,3419.06,3761.0
PULP_RECY_0433,7.08,3116.74,1920.38,3343.96,2866.98
PULP_RECY_0434,6.55,5316.31,2414.94,3012.25,3073.85
PULP_RECY_0435,7.12,4378.5,2429.17,4941.46,3302.01
PULP_RECY_0436,7.73,4081.02,1182.34,3525.73,1725.46
PULP_RECY_0437,7.78,3472.49,1659.1,3844.52,3676.88
PULP_RECY_0438,8.49,4534.73,1361.61,2508.61,1527.07
PULP_RECY_0439,6.76,5809.22,1328.11,4048.81,1887.05
PULP_RECY_0440,8.12,5998.11,1701.13,4839.75,2794.06
PULP_RECY_0441,7.45,4227.41,1066.56,4049.53,2540.39
PULP_RECY_0442,7.7,3911.3,2026.34,2752.78,3356.2
PULP_RECY_0443,7.39,3309.6,1374.41,2793.27,3291.83
PULP_RECY_0444,8.38,4008.9,1538.04,2181.51,2530.83
PULP_RECY_0445,6.68,3237.42,2408.82,4126.23,1682.05
PULP_RECY_0446,7.38,5390.45,2482.23,2914.63,2039.98
PULP_RECY_0447,8.05,5859.78,1378.07,4478.8,2853.53
PULP_RECY_0448,8.43,5752.11,2239.45,3952.2,3821.96
PULP_RECY_0449,6.71,5596.52,1941.25,3780.39,1513.3
PULP_RECY_0450,8.26,5331.97,2402.28,3270.81,2854.02
PULP_RECY_0451,7.52,5550.14,1322.51,3737.45,2276.42
PULP_RECY_0452,7.82,5335.75,1325.54,4856.9,1502.18
PULP_RECY_0453,6.51,5142.93,1150.32,2643.22,2684.54
PULP_RECY_0454,8.01,5856.37,1783.99,3611.1,3272.76
PULP_RECY_0455,7.96,5378.85,2244.71,2794.43,1690.54
PULP_RECY_0456,6.82,5247.41,1566.41,2851.33,3995.59
PULP_RECY_0457,8.36,5893.88,2035.36,4686.95,3968.24
PULP_RECY_0458,7.44,3370.24,1440.56,4961.14,2747.63
PULP_RECY_0459,8.32,4163.99,1439.1,2350.26,2933.32
PULP_RECY_0460,7.18,5830.04,1436.9,4406.48,2902.5
PULP_RECY_0461,7.71,4871.22,1800.94,3413.09,2131.65
PULP_RECY_0462,6.77,4531.12,2442.8,3466.26,3332.65
PULP_RECY_0463,7.46,4844.69,1542.17,4616.56,1859.74
PULP_RECY_0464,8.26,3634.05,1398.64,2543.0,3530.32
PULP_RECY_0465,6.88,3636.1,1647.21,3893.53,2904.73
PULP_RECY_0466,7.69,3454.65,2412.13,2974.26,2700.09
PULP_RECY_0467,7.7,4861.82,2444.94,2949.17,2257.18
PULP_RECY_0468,7.49,4643.16,2035.44,3925.55,2663.97
PULP_RECY_0469,6.59,3083.87,1538.78,4003.23,2444.43
PULP_RECY_0470,7.03,3601.66,1497.25,2023.79,1835.77
PULP_RECY_0471,8.06,3505.82,1172.16,3451.62,3119.46
PULP_RECY_0472,7.03,5004.29,1611.65,2174.08,3514.8
PULP_RECY_0473,7.64,5096.06,1546.52,4575.67,2964.88
PULP_RECY_0474,6.73,3913.05,2308.26,4382.05,3361.08
PULP_RECY_0475,7.46,3535.61,2095.7,2821.24,1899.54
PULP_RECY_0476,8.08,5466.53,1181.32,2195.2,3421.6
PULP_RECY_0477,7.93,5925.57,1237.08,4155.93,2108.28
PULP_RECY_0478,6.87,5120.61,2100.43,2122.28,3456.02
PULP_RECY_0479,7.25,4357.94,1435.59,4826.67,2413.44
PULP_RECY_0480,6.81,5380.97,2374.29,3007.31,1724.43
PULP_RECY_0481,8.08,5708.94,1052.02,3264.54,2620.92
PULP_RECY_0482,7.62,3708.86,2238.19,4253.35,2081.9
PULP_RECY_0483,6.85,3923.95,2436.87,3484.49,2930.98
PULP_RECY_0484,8.09,5743.55,2162.73,3838.23,2232.75
PULP_RECY_0485,8.38,3217.52,1914.19,2329.34,2252.86
PULP_RECY_0486,7.51,4754.61,1452.68,2130.67,3227.36
PULP_RECY_0487,6.97,3641.08,2488.04,4476.03,2085.61
PULP_RECY_0488,8.09,5188.54,1146.21,4270.33,3895.72
PULP_RECY_0489,6.92,3424.87,2029.92,3593.59,2711.66
PULP_RECY_0490,7.64,5000.49,1877.49,2805.14,3917.41
PULP_RECY_0491,8.37,3106.54,2300.92,3358.73,1697.4
PULP_RECY_0492,7.12,5017.36,1869.43,3422.47,3015.22
PULP_RECY_0493,8.5,4480.81,1645.36,4120.43,3933.93
PULP_RECY_0494,7.26,4704.62,1281.36,3423.59,2967.12
PULP_RECY_0495,8.25,4091.5,1642.32,3859.59,3597.73
PULP_RECY_0496,6.89,4377.3,2043.01,2428.29,2331.26
PULP_RECY_0497,6.53,4122.39,1007.6,3534.86,1640.67
PULP_RECY_0498,8.01,3516.99,2099.84,3729.45,1553.97
PULP_RECY_0499,7.72,5921.57,1054.05,3731.1,3705.77
PULP_RECY_0500,8.32,5112.4,1880.58,3208.49,3459.86
PULP_RECY_0501,7.9,5235.63,1296.37,3756.89,2199.73
PULP_RECY_0502,6.76,4237.62,1038.62,3657.82,2011.1
PULP_RECY_0503,6.8,5026.87,1074.18,3670.13,3658.69
PULP_RECY_0504,7.86,3898.67,1273.49,3092.69,2249.02
