Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Oil & Grease (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
MEAT_0259,6.62,3269.5,10825.58,1893.7,6316.79,1486.45,69.5,6492.34,24.39,Critical
MEAT_0260,7.06,3619.15,11422.72,2330.53,2963.25,792.97,229.46,2702.06,35.0,Critical
MEAT_0261,6.57,5901.28,9021.3,1990.48,5849.53,1438.41,170.41,7254.35,39.85,Critical
MEAT_0262,7.21,4260.43,7231.72,3655.89,4631.89,1203.8,181.34,3857.62,37.8,Critical
MEAT_0263,6.67,5351.02,29938.92,5994.15,4364.28,1057.53,205.07,3585.39,27.42,Critical
MEAT_0264,7.04,4983.48,9425.13,1761.01,3685.66,1277.78,213.62,3922.89,39.23,Critical
MEAT_0265,6.51,4605.84,10508.97,3214.38,4137.91,1346.87,204.89,3555.88,30.73,Critical
MEAT_0266,6.75,2535.78,9075.58,3831.51,5921.45,1789.18,111.89,5621.71,24.98,Critical
MEAT_0267,6.97,5379.89,7846.45,3930.0,5329.4,719.55,188.33,4902.05,25.27,Critical
MEAT_0268,7.8,3634.71,5050.36,2881.15,3073.74,795.92,192.8,2554.57,37.28,Critical
MEAT_0269,6.88,4806.93,5171.08,2378.65,5259.25,1472.03,173.81,6795.35,34.04,Critical
MEAT_0270,6.83,5027.11,7747.02,2622.27,3571.89,1573.51,90.52,3983.33,25.91,Critical
MEAT_0271,7.79,5768.91,7069.51,3872.16,3976.78,570.34,226.78,4013.74,34.73,Critical
MEAT_0272,6.82,6772.59,23449.99,3947.3,2723.17,1147.59,62.61,2549.77,36.93,Critical
MEAT_0273,6.75,4315.07,9039.59,3048.4,6574.1,876.78,175.01,5791.78,37.09,Critical
MEAT_0274,8.0,4231.29,8913.72,2952.67,6108.3,1583.91,224.8,7115.56,32.56,Critical
MEAT_0275,7.65,4227.83,11190.93,3254.51,6753.61,1138.4,229.56,7566.45,37.35,Critical
MEAT_0276,7.13,5238.07,8163.81,2904.99,5572.99,764.69,125.13,6605.31,24.83,Critical
MEAT_0277,7.86,5987.65,7303.31,1600.93,3394.25,1799.65,75.3,3658.2,29.62,Critical
MEAT_0278,7.39,5362.3,6920.1,3797.92,4690.57,480.05,215.55,4595.09,34.99,Critical
MEAT_0279,6.54,5841.46,5448.19,3142.83,5680.84,1644.1,93.53,6912.51,29.48,Critical
MEAT_0280,7.37,5116.26,8240.55,1749.29,2541.05,975.89,124.52,2661.88,38.43,Critical
MEAT_0281,6.69,2803.2,10102.44,3995.41,3833.76,1297.88,108.58,4416.61,30.32,Critical
MEAT_0282,7.45,3167.12,7201.06,3070.33,3256.13,444.53,167.31,2839.82,37.98,Critical
MEAT_0283,7.34,5789.56,9509.85,2108.07,6179.32,1402.92,230.18,6653.06,38.81,Critical
MEAT_0284,7.91,2537.42,10682.04,1925.82,3517.67,1505.17,229.78,3614.96,39.49,Critical
MEAT_0285,7.58,3565.29,6061.85,2083.02,5699.0,836.46,149.83,5235.94,24.74,Critical
MEAT_0286,7.01,10529.65,23460.65,4302.98,4911.19,875.65,149.2,5392.93,38.04,Critical
MEAT_0287,7.24,5538.4,11593.27,3986.8,5162.3,1288.81,169.78,5966.87,31.13,Critical
MEAT_0288,7.91,2857.47,8902.13,3103.9,2727.74,618.82,92.29,3426.03,34.95,Critical
MEAT_0289,7.76,5948.06,11078.11,2798.32,4414.48,361.58,111.89,3664.57,35.18,Critical
MEAT_0290,7.23,5968.92,10843.15,3437.27,6645.16,1787.78,122.28,7117.62,28.93,Critical
MEAT_0291,6.78,5918.2,7436.17,2960.1,3612.78,1287.46,126.81,4094.62,29.44,Critical
MEAT_0292,7.64,3591.05,10271.59,3857.85,6136.24,1748.03,129.25,6305.61,28.6,Critical
MEAT_0293,7.21,3132.3,10091.34,1611.94,6999.86,450.81,139.56,8934.9,35.2,Critical
MEAT_0294,7.34,2520.15,5122.13,2743.84,6087.77,1514.09,79.09,6575.68,25.0,Critical
MEAT_0295,7.7,3493.83,10055.81,3480.51,6497.68,1584.09,96.68,7734.32,38.98,Critical
MEAT_0296,7.93,5455.71,7014.66,1516.13,3832.99,1395.75,87.23,3640.42,24.41,Critical
MEAT_0297,7.94,5839.53,11736.43,1616.44,5647.23,1264.79,55.67,7230.75,26.08,Critical
MEAT_0298,7.24,3143.11,9594.5,2455.55,6451.21,1385.16,199.26,5887.03,27.62,Critical
MEAT_0299,6.72,4119.56,6411.03,3605.69,5257.61,1248.33,122.74,5265.41,37.38,Critical
MEAT_0300,7.14,3335.56,10255.93,1811.34,2857.78,363.08,210.1,2451.54,37.36,Critical
MEAT_0301,6.74,5674.58,5309.93,2929.4,6756.91,1066.18,191.17,8566.6,39.22,Critical
MEAT_0302,7.99,4787.54,10105.73,2956.92,3843.92,366.58,154.83,3106.87,34.09,Critical
MEAT_0303,7.94,3462.43,9270.41,2678.36,2929.11,1042.89,181.61,3352.89,35.82,Critical
MEAT_0304,6.65,3713.42,5644.24,2022.63,2593.96,840.4,197.03,3314.8,24.89,Critical
MEAT_0305,6.6,5790.26,8017.24,1696.18,6105.11,1084.49,244.83,7618.98,30.45,Critical
MEAT_0306,6.88,2535.69,8604.01,2081.22,5223.79,908.72,210.76,5894.82,29.78,Critical
MEAT_0307,7.17,4745.33,11434.16,2759.44,6574.82,1111.84,94.09,5407.02,28.94,Critical
MEAT_0308,7.14,5029.03,11788.51,2613.13,2833.64,877.01,91.03,3257.17,34.21,Critical
MEAT_0309,8.0,5841.77,6612.33,3886.86,4044.22,530.82,114.06,3332.22,26.53,Critical
MEAT_0310,6.75,4432.61,10331.81,3004.8,2725.12,371.86,140.63,2843.35,39.79,Critical
MEAT_0311,7.17,4940.68,9740.69,3199.56,2705.66,379.34,101.76,3351.64,24.23,Critical
MEAT_0312,7.41,3887.09,11466.27,3783.61,2834.52,415.05,105.64,2304.58,28.76,Critical
MEAT_0313,6.9,2763.45,5530.42,2872.97,4457.09,823.25,98.17,5634.39,34.18,Critical
MEAT_0314,7.89,5764.92,8699.11,3310.16,5416.72,1681.28,120.85,5983.54,39.96,Critical
MEAT_0315,7.66,3163.42,8266.36,3026.05,2505.05,734.24,99.76,2423.34,31.04,Critical
MEAT_0316,7.94,3346.99,7362.17,1841.22,5756.0,597.96,184.98,6609.87,36.09,Critical
MEAT_0317,6.81,2780.31,8266.22,3234.86,3423.77,1061.4,161.5,3372.93,30.29,Critical
MEAT_0318,7.9,2834.2,6008.38,2468.06,5591.88,1051.79,108.63,6605.12,27.39,Critical
MEAT_0319,7.1,4418.65,10855.19,1766.96,5874.39,1276.29,246.55,5777.13,30.17,Critical
MEAT_0320,7.59,5559.9,8496.66,3385.57,2701.72,504.59,112.6,3150.25,28.83,Critical
MEAT_0321,6.91,4539.45,8132.24,3131.68,6114.07,1477.85,222.23,6775.79,24.21,Critical
MEAT_0322,7.6,3619.07,10999.09,1819.95,2855.66,1112.83,90.81,3669.92,36.33,Critical
MEAT_0323,7.96,10744.06,8720.04,4067.2,6632.23,1101.53,89.65,6958.27,39.08,Critical
MEAT_0324,7.0,3915.9,11376.27,2062.02,5611.79,508.39,236.85,6291.87,29.84,Critical
MEAT_0325,7.93,3529.02,10077.34,1659.34,4381.94,1731.35,208.74,5118.31,31.4,Critical
MEAT_0326,7.12,2994.65,6132.93,2812.67,2505.29,1656.83,246.84,3238.57,38.73,Critical
MEAT_0327,7.46,4461.83,6297.68,3083.33,6707.71,650.14,181.52,6149.15,33.9,Critical
MEAT_0328,7.13,4532.58,7795.28,3491.53,2543.64,1708.93,207.77,3112.6,30.95,Critical
MEAT_0329,7.67,2851.22,10134.39,2095.39,4006.02,459.59,220.12,4607.2,33.94,Critical
MEAT_0330,6.9,2711.23,10426.45,2711.03,4319.54,726.25,70.03,4149.98,24.69,Critical
MEAT_0331,6.9,5387.08,11793.45,3244.01,4852.05,816.61,165.3,3910.65,38.09,Critical
MEAT_0332,6.76,5233.39,11294.96,3877.89,6732.2,1280.68,91.61,5639.4,37.22,Critical
MEAT_0333,6.55,3204.86,7888.82,1853.57,3733.81,1236.9,166.04,3189.81,38.59,Critical
MEAT_0334,7.45,4111.35,10444.61,1543.38,6457.51,505.4,65.58,7894.37,27.75,Critical
MEAT_0335,7.04,2598.9,11221.85,1527.79,4537.24,1331.86,78.96,4674.75,25.72,Critical
MEAT_0336,6.93,3590.23,8267.1,3687.66,5332.17,1221.98,59.7,6126.39,26.75,Critical
MEAT_0337,7.22,5111.07,6775.63,2902.97,4086.21,663.46,172.9,5004.3,38.28,Critical
MEAT_0338,7.98,5671.93,6642.07,1770.07,6140.38,397.54,78.13,6404.61,30.96,Critical
MEAT_0339,6.7,4790.83,5014.55,3449.21,3412.15,791.22,234.25,3687.86,24.99,Critical
MEAT_0340,7.17,4137.7,10842.75,2821.85,4439.99,1442.13,172.28,4605.84,25.83,Critical
MEAT_0341,7.85,3182.22,8906.15,2070.41,2919.67,376.54,80.54,3252.82,31.16,Critical
MEAT_0342,6.68,4060.61,8794.6,2574.72,4817.87,1327.01,86.97,5880.85,36.7,Critical
MEAT_0343,6.57,3152.63,11377.54,3594.02,6944.66,1042.08,114.64,7556.6,29.23,Critical
MEAT_0344,7.84,3225.44,11345.07,1926.59,3099.82,763.87,87.16,2485.14,29.89,Critical
MEAT_0345,7.75,3317.68,5540.3,2410.44,4315.98,816.69,102.17,3506.61,35.08,Critical
MEAT_0346,7.61,2849.41,8634.87,3663.92,3027.87,587.18,141.26,3169.81,27.89,Critical
MEAT_0347,6.85,3561.98,10714.85,2515.26,5644.1,1364.78,53.34,7305.58,33.03,Critical
MEAT_0348,6.75,5204.93,8851.69,2298.45,3328.58,948.92,235.48,3176.77,31.01,Critical
MEAT_0349,7.04,4794.13,7047.94,2874.47,6315.32,443.5,146.93,6295.53,32.04,Critical
MEAT_0350,7.72,5279.24,6031.44,3014.46,3999.57,465.27,239.2,3727.36,28.32,Critical
MEAT_0351,7.61,3335.64,11905.48,2392.54,4133.65,590.86,95.81,3417.78,34.18,Critical
MEAT_0352,7.44,3138.12,10633.14,3728.33,5804.95,1348.68,63.61,6979.56,39.08,Critical
MEAT_0353,7.32,3276.2,7380.84,1569.0,5967.62,1353.98,197.9,4942.86,36.3,Critical
MEAT_0354,7.91,5889.64,8049.69,2901.57,4895.25,1227.11,164.73,5620.6,26.75,Critical
MEAT_0355,6.83,5759.23,10207.13,2905.8,3290.36,1089.15,101.8,4090.73,31.35,Critical
MEAT_0356,6.79,2933.44,8746.52,1600.73,5344.69,1718.44,154.68,6151.44,33.69,Critical
MEAT_0357,7.63,4855.33,9224.83,2549.45,4190.09,1264.19,136.56,4064.36,33.13,Critical
MEAT_0358,7.1,5770.78,9027.22,3848.25,3672.36,722.07,82.23,3825.11,39.41,Critical
MEAT_0359,6.6,3401.67,9424.11,1660.27,4156.12,814.74,166.72,5244.33,31.92,Critical
MEAT_0360,6.83,3163.68,5809.12,3893.08,6724.31,1397.06,195.23,7511.81,37.13,Critical
MEAT_0361,6.8,5565.82,24642.54,4740.2,6107.4,597.03,126.87,7146.21,29.61,Critical
MEAT_0362,7.65,5302.43,6022.27,2637.5,4380.16,342.8,89.24,5446.63,31.27,Critical
MEAT_0363,7.85,4170.3,11893.74,2142.13,3117.44,874.58,216.67,3598.58,25.55,Critical
MEAT_0364,7.86,5047.32,5943.79,3750.18,4040.42,771.41,218.53,3758.05,38.29,Critical
MEAT_0365,7.35,5931.73,10421.81,2554.61,6982.23,504.45,66.84,7387.62,26.55,Critical
MEAT_0366,7.88,4676.14,7693.23,2614.78,4606.18,1601.38,127.93,4811.6,36.95,Critical
MEAT_0367,6.55,5969.22,11273.29,2906.43,3486.12,385.08,71.28,3983.42,36.69,Critical
MEAT_0368,7.19,5232.57,6767.74,2747.8,5221.12,387.84,75.76,4876.31,27.11,Critical
MEAT_0369,7.61,7586.95,16385.87,5580.12,3295.63,1412.42,85.11,4158.33,25.02,Critical
MEAT_0370,7.44,6023.24,23561.54,6746.49,6653.23,541.16,220.23,6817.48,32.92,Critical
MEAT_0371,6.83,2777.79,9387.57,2551.07,5189.49,1003.82,153.81,6456.79,33.99,Critical
MEAT_0372,7.08,5268.76,11325.79,2663.08,6868.06,1121.26,146.87,8240.9,25.87,Critical
MEAT_0373,7.45,3404.17,8761.6,1757.01,6716.61,1011.26,141.61,7266.96,25.59,Critical
MEAT_0374,6.63,4580.89,9340.03,2020.86,5899.99,1336.47,108.41,5939.89,36.35,Critical
MEAT_0375,6.57,3573.03,5529.75,2707.51,6472.34,1325.25,180.25,5289.67,26.3,Critical
MEAT_0376,7.09,4346.13,6023.15,3077.86,3857.73,1374.19,96.64,3394.76,26.15,Critical
MEAT_0377,6.75,12222.79,19773.27,6514.61,5569.34,1334.09,86.89,5714.3,30.86,Critical
MEAT_0378,7.91,5487.66,11476.22,1545.66,5938.52,1570.57,248.07,5835.59,27.03,Critical
MEAT_0379,7.7,3663.38,10264.76,3240.7,4962.48,476.27,88.0,4869.06,24.67,Critical
MEAT_0380,7.05,3251.38,7425.53,2284.56,3384.72,654.66,226.18,4251.99,28.34,Critical
MEAT_0381,7.38,9546.92,9823.74,5319.87,3332.82,306.62,240.51,3022.11,30.9,Critical
MEAT_0382,6.51,5132.1,7488.57,3442.06,3423.94,1302.62,128.32,3804.59,27.65,Critical
MEAT_0383,7.24,5703.78,11716.98,6582.46,4083.87,470.52,138.44,4086.64,34.6,Critical
MEAT_0384,6.71,2575.46,5173.52,1621.31,4502.16,981.89,146.83,4876.87,26.36,Critical
MEAT_0385,7.37,3594.79,8227.73,3973.45,4330.63,622.17,162.81,5267.93,24.31,Critical
MEAT_0386,6.96,4017.44,6503.56,2262.12,4944.16,646.33,242.74,4599.55,35.73,Critical
MEAT_0387,6.88,5164.26,7513.22,2122.54,5377.93,1395.83,68.41,4700.45,32.14,Critical
MEAT_0388,6.56,2914.58,11482.86,3348.72,6679.78,564.9,131.64,7422.47,34.2,Critical
MEAT_0389,7.23,3388.99,7512.64,1918.31,2612.51,396.3,108.98,2322.97,26.52,Critical
MEAT_0390,6.85,5952.03,7960.01,3595.74,5587.12,1001.06,231.48,7107.55,26.92,Critical
MEAT_0391,6.74,3280.24,7531.15,2910.14,6420.49,1277.49,76.79,6846.73,27.39,Critical
MEAT_0392,7.81,3194.55,5675.39,3061.63,3286.03,623.09,154.93,2744.63,38.4,Critical
MEAT_0393,7.62,4894.61,8615.2,1772.97,4204.28,646.9,203.27,4392.49,32.93,Critical
MEAT_0394,7.34,4008.47,6405.34,2483.65,6360.21,848.28,136.95,7246.83,37.56,Critical
MEAT_0395,7.35,3159.08,5799.28,2942.64,5105.97,721.66,212.68,5791.7,35.42,Critical
MEAT_0396,7.67,4343.78,9613.0,3582.39,3173.02,1791.19,243.09,3514.7,26.06,Critical
MEAT_0397,7.6,5898.09,7669.83,3723.16,4840.13,556.59,78.91,5039.91,26.2,Critical
MEAT_0398,7.78,8915.16,12162.03,4064.8,6347.71,698.73,139.95,5812.03,38.6,Critical
MEAT_0399,7.35,4442.3,7429.9,2735.04,4104.51,309.64,237.83,3578.62,36.63,Critical
MEAT_0400,7.24,3649.57,8583.61,2065.01,3461.63,1340.35,139.11,3623.62,34.19,Critical
MEAT_0401,7.19,4395.98,11732.58,2747.9,3157.4,1510.33,120.24,3011.85,27.77,Critical
MEAT_0402,7.72,4498.83,7022.19,2373.51,4470.62,512.26,226.7,4841.77,32.72,Critical
MEAT_0403,6.55,4928.2,7457.04,2432.03,6760.96,799.96,174.84,7798.59,32.41,Critical
MEAT_0404,7.34,5759.46,10611.36,1814.69,4328.7,1064.53,228.0,4260.76,27.97,Critical
MEAT_0405,6.73,5602.95,8444.7,3759.26,4864.17,614.27,248.14,5628.58,25.83,Critical
MEAT_0406,7.29,4947.37,9021.71,3276.55,6899.41,792.36,92.91,7690.66,33.39,Critical
MEAT_0407,7.64,3889.84,6989.39,2517.17,6908.02,1308.21,74.62,8836.82,32.19,Critical
MEAT_0408,6.9,2682.33,8569.18,3440.85,6943.26,1695.58,54.68,5614.83,27.76,Critical
MEAT_0409,7.51,3656.94,9691.3,3319.48,4365.77,1796.65,90.27,3593.95,32.62,Critical
MEAT_0410,7.29,4914.5,8082.99,3464.76,4286.4,748.7,66.08,3568.79,38.39,Critical
MEAT_0411,6.81,3677.91,11441.57,2546.11,4889.12,1592.71,193.87,4044.14,32.98,Critical
MEAT_0412,7.41,5320.12,11730.08,3344.08,6141.81,802.25,147.91,5561.0,38.36,Critical
MEAT_0413,7.3,4680.15,6506.09,2743.15,5465.17,1698.08,173.37,5902.33,25.64,Critical
MEAT_0414,7.32,4414.33,11647.2,1769.8,3816.27,1359.28,139.17,3730.4,35.13,Critical
MEAT_0415,7.9,2895.47,6389.89,3425.77,6443.88,594.6,111.96,5498.25,39.4,Critical
MEAT_0416,7.41,3679.56,7597.5,3737.23,4775.54,1448.86,235.32,6035.6,31.08,Critical
MEAT_0417,7.81,3377.67,7313.83,3380.03,5490.43,307.11,82.61,6677.2,25.52,Critical
MEAT_0418,6.72,4996.91,8007.75,3454.66,3464.4,1444.65,226.08,4017.61,36.59,Critical
MEAT_0419,6.95,3967.47,6511.69,3589.39,3584.31,1517.6,233.44,4342.65,39.72,Critical
MEAT_0420,7.95,5126.88,7407.25,3501.37,3678.75,1078.88,100.28,3149.17,31.83,Critical
MEAT_0421,7.02,5962.66,6228.04,2935.96,3273.33,645.41,193.08,2670.72,33.1,Critical
MEAT_0422,7.09,3809.47,6291.48,2648.37,5262.07,1264.65,90.46,5685.83,36.69,Critical
MEAT_0423,6.96,5271.55,6633.78,3517.74,4093.83,1229.95,70.43,4386.8,33.97,Critical
MEAT_0424,7.93,3311.68,6107.56,2271.77,3880.53,1251.79,85.1,4343.97,26.17,Critical
MEAT_0425,7.88,4931.78,7335.19,3780.56,3574.03,691.7,191.93,4118.8,35.71,Critical
MEAT_0426,6.66,5033.81,7398.99,1681.4,3382.44,1256.4,204.27,2862.47,31.73,Critical
MEAT_0427,7.42,4203.85,10187.51,2100.43,2813.84,986.73,184.95,3198.74,35.45,Critical
MEAT_0428,7.34,4454.66,6648.44,1870.64,5920.68,1196.06,80.08,5796.73,27.25,Critical
MEAT_0429,7.15,5212.25,6164.08,2551.07,2973.16,1546.84,127.37,2669.55,32.4,Critical
MEAT_0430,6.88,5755.33,10883.69,2330.25,5826.67,696.91,87.62,6075.61,30.46,Critical
MEAT_0431,7.07,5696.7,10418.22,3479.07,4912.57,1430.84,58.83,4000.18,28.36,Critical
MEAT_0432,7.01,5892.69,7210.03,1687.75,2627.26,1035.06,240.25,2904.24,39.47,Critical
MEAT_0433,6.6,5303.45,9144.08,3136.25,4911.19,1520.27,62.9,5734.75,32.58,Critical
MEAT_0434,7.88,3217.52,8326.27,2662.2,4095.45,528.78,224.9,3537.27,38.66,Critical
MEAT_0435,7.02,4326.98,9786.33,2781.21,2629.61,598.0,125.82,3330.45,36.02,Critical
MEAT_0436,6.64,5886.3,10892.87,3638.28,5075.98,656.77,163.47,5609.86,26.28,Critical
MEAT_0437,7.87,5261.11,9919.87,3552.5,6406.93,1722.02,240.51,5204.88,27.86,Critical
MEAT_0438,6.59,4808.24,8231.39,3369.39,2622.42,1157.94,194.8,2979.79,36.29,Critical
MEAT_0439,7.65,3252.81,8973.63,3461.87,5799.21,826.78,173.6,6695.61,28.33,Critical
MEAT_0440,6.67,3999.14,10014.08,3967.71,5654.46,621.86,143.96,5859.78,32.57,Critical
MEAT_0441,7.18,3244.89,7071.96,3534.54,5226.98,621.7,186.64,6216.61,37.14,Critical
MEAT_0442,6.74,5286.52,10276.58,1880.7,6774.45,1738.78,160.29,6256.75,32.91,Critical
MEAT_0443,7.23,2952.2,10030.4,3782.97,4201.95,915.01,226.91,4677.02,32.02,Critical
MEAT_0444,7.98,3613.48,5116.58,2389.88,2746.19,1782.11,198.04,2447.47,34.05,Critical
MEAT_0445,7.96,4265.83,7833.35,3010.16,4182.08,485.54,164.31,5187.32,29.46,Critical
MEAT_0446,7.99,3328.4,9174.91,2151.78,6087.91,502.33,189.29,6823.93,32.05,Critical
MEAT_0447,6.69,4202.73,10530.09,1889.19,5599.06,779.96,190.59,5906.93,32.39,Critical
MEAT_0448,6.92,2794.08,7182.83,1622.65,6605.95,412.39,142.9,7245.11,37.88,Critical
MEAT_0449,6.6,5910.65,6871.46,3469.88,6722.31,1662.15,187.9,7356.89,25.03,Critical
MEAT_0450,7.25,4431.05,6547.67,2429.14,3248.13,1633.5,196.47,3042.19,36.36,Critical
MEAT_0451,6.52,5321.71,11637.44,3954.6,4415.78,372.49,165.01,5159.53,24.23,Critical
MEAT_0452,6.83,5312.92,11247.7,3264.66,3539.94,978.86,197.2,4000.69,35.74,Critical
MEAT_0453,7.63,5791.18,11783.11,2043.94,6805.36,627.6,121.6,7122.07,30.85,Critical
MEAT_0454,7.29,3624.12,6382.06,2255.0,4677.84,951.33,249.93,4429.26,25.51,Critical
MEAT_0455,6.79,10147.98,18719.88,4599.33,2630.87,1661.79,191.87,2671.8,27.97,Critical
MEAT_0456,6.98,2669.93,6068.87,1903.14,6130.52,671.57,69.5,7158.81,26.02,Critical
MEAT_0457,7.24,4677.04,5495.62,3475.21,5530.17,1504.45,245.13,4641.43,27.73,Critical
MEAT_0458,7.44,3774.4,8125.09,2141.24,5572.34,684.94,160.54,4691.85,25.29,Critical
MEAT_0459,6.76,5529.3,8946.76,3776.46,3958.09,1592.94,94.02,4404.43,31.34,Critical
MEAT_0460,6.73,3503.07,10810.86,1698.54,6410.16,703.18,56.57,7332.15,38.19,Critical
MEAT_0461,6.89,2917.81,10645.58,3605.85,4277.98,353.44,205.88,4601.09,28.26,Critical
MEAT_0462,7.69,4380.66,10821.6,2769.94,4129.15,1027.32,174.8,4593.12,36.75,Critical
MEAT_0463,7.58,4754.99,9702.67,3099.42,3780.34,909.88,94.61,3133.79,32.32,Critical
MEAT_0464,7.52,5767.75,5697.61,3115.96,6073.86,1737.24,140.07,6962.52,37.48,Critical
MEAT_0465,6.78,5103.64,8309.18,1990.68,6143.96,732.54,64.53,5982.06,30.24,Critical
MEAT_0466,7.84,5312.3,6746.06,3043.78,5851.89,1220.02,187.45,7287.53,35.93,Critical
MEAT_0467,7.64,5892.61,9057.64,1517.84,4427.17,638.89,238.8,5522.32,27.12,Critical
MEAT_0468,6.53,5348.75,10776.71,2970.64,5480.69,492.14,139.83,5767.62,28.53,Critical
MEAT_0469,7.9,2567.16,10216.41,2654.16,6148.14,1382.72,235.16,5203.02,32.82,Critical
MEAT_0470,7.75,2960.44,8678.55,3907.13,5574.01,1355.29,95.74,5809.68,28.43,Critical
MEAT_0471,7.24,4355.36,5872.87,3234.58,5335.86,1600.09,217.48,4560.92,33.19,Critical
MEAT_0472,6.61,5011.09,8280.06,3389.62,5518.47,1710.55,123.84,4590.74,30.5,Critical
MEAT_0473,6.65,3121.33,6613.28,1609.15,3519.24,440.77,198.56,3432.49,25.37,Critical
MEAT_0474,7.84,2641.12,5335.45,2283.33,3670.84,1545.54,147.03,3213.62,39.26,Critical
MEAT_0475,6.81,5703.8,7721.03,1613.06,4573.34,358.88,182.18,4622.22,25.83,Critical
MEAT_0476,6.95,5886.36,6168.96,3014.11,5422.23,895.88,76.01,4398.39,37.42,Critical
MEAT_0477,6.6,4778.98,7023.76,3394.86,2858.88,1004.86,156.02,3186.99,25.93,Critical
MEAT_0478,7.48,3682.39,6870.71,3577.3,3579.61,517.8,68.39,3920.12,26.07,Critical
MEAT_0479,7.28,4009.75,10871.58,2303.44,5674.61,639.88,193.69,4956.38,27.09,Critical
MEAT_0480,7.66,3443.56,11308.0,2046.31,5202.91,899.21,161.32,4966.32,24.46,Critical
MEAT_0481,7.8,4846.27,6732.63,1873.14,4277.44,826.36,209.05,3960.91,35.25,Critical
MEAT_0482,7.45,5408.47,5081.79,3794.99,5490.85,1573.7,162.32,5940.48,25.74,Critical
MEAT_0483,6.71,3015.4,8543.5,2827.41,2679.05,935.32,178.6,3189.16,28.19,Critical
MEAT_0484,7.52,5819.97,7253.63,3521.61,3327.58,966.03,104.45,3941.01,36.56,Critical
MEAT_0485,6.92,4554.91,7684.93,1711.28,6127.14,964.59,190.7,5561.1,29.44,Critical
MEAT_0486,7.7,4854.29,7995.58,2883.89,3889.98,1528.23,234.23,3427.77,34.43,Critical
MEAT_0487,7.4,2871.36,7185.72,2903.61,6483.92,1424.34,166.81,6191.13,32.14,Critical
MEAT_0488,6.68,5767.21,7938.25,1920.21,3783.14,1460.04,224.5,3847.9,28.24,Critical
MEAT_0489,7.38,2905.92,5768.94,2510.3,5340.94,1588.35,177.37,4917.15,38.39,Critical
MEAT_0490,7.76,4643.04,7176.13,2129.47,4537.58,1337.99,87.41,5072.45,35.81,Critical
MEAT_0491,7.86,8478.91,14492.55,5175.79,5158.34,1748.5,72.97,4337.92,30.55,Critical
MEAT_0492,6.97,5704.08,10255.51,2942.41,5004.4,1531.76,175.56,4279.44,32.17,Critical
MEAT_0493,7.18,3992.35,11937.65,1754.15,4012.84,1013.86,138.71,4520.53,39.96,Critical
MEAT_0494,6.94,5530.3,9713.81,3855.0,5947.76,1084.29,142.59,4929.13,25.39,Critical
MEAT_0495,7.37,5140.24,5091.86,1714.33,4290.79,1573.27,86.02,3586.53,39.45,Critical
MEAT_0496,7.43,3423.05,9254.8,1711.69,2936.69,640.36,145.54,2725.19,24.67,Critical
MEAT_0497,6.69,3833.97,6077.51,1619.18,3556.31,1489.37,92.76,2996.13,35.04,Critical
MEAT_0498,6.8,2820.22,7158.68,3396.86,6154.31,1412.59,75.9,5491.59,31.37,Critical
MEAT_0499,6.71,4368.26,6269.8,2829.99,6703.11,1244.73,215.82,8178.15,32.89,Critical
MEAT_0500,7.56,4841.04,11211.91,2102.39,2596.32,1101.06,158.73,3350.9,39.49,Critical
