Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Oil & Grease (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
FRUI_0262,5.74,1019.83,3159.21,1484.5,2921.89,57.87,27.61,3711.94,37.08,Critical
FRUI_0263,7.08,1371.82,4528.44,1398.36,1836.84,297.65,37.02,1773.64,30.5,Critical
FRUI_0264,6.12,1426.47,4383.67,1560.26,1393.98,235.68,77.74,1302.1,29.88,Critical
FRUI_0265,7.46,2341.77,5821.3,1041.24,2622.84,262.23,42.94,2194.87,31.59,Critical
FRUI_0266,5.78,1761.68,4734.18,1632.46,1424.53,273.3,31.94,1791.42,35.0,Critical
FRUI_0267,6.88,1792.54,5178.96,1026.92,1486.8,244.58,64.35,1239.44,36.96,Critical
FRUI_0268,6.07,1192.63,4732.68,904.37,1896.25,95.59,43.74,2195.24,34.78,Critical
FRUI_0269,5.6,2395.69,4674.89,1380.46,1818.41,102.46,70.59,1786.34,30.09,Critical
FRUI_0270,6.94,1644.77,4917.5,1453.6,3417.41,84.59,17.19,3615.59,38.86,Critical
FRUI_0271,6.75,1828.12,4491.34,1460.82,2655.2,35.93,77.12,3036.72,30.32,Critical
FRUI_0272,6.4,2829.07,5576.6,1139.2,3326.2,194.75,63.13,4215.04,30.16,Critical
FRUI_0273,6.99,1685.5,5927.61,1217.66,2460.84,85.7,70.13,2300.4,27.22,Critical
FRUI_0274,5.82,1316.38,3577.94,1010.75,2315.24,287.02,20.58,2377.3,25.33,Critical
FRUI_0275,6.99,2939.7,3298.6,1605.5,2148.66,104.67,17.58,1930.15,36.22,Critical
FRUI_0276,6.86,1233.63,5858.79,1128.8,2948.53,91.05,74.49,2396.09,33.66,Critical
FRUI_0277,6.63,2005.29,3166.46,1435.61,2674.81,240.13,22.46,2385.85,24.61,Critical
FRUI_0278,6.44,1751.37,4965.5,1903.11,1394.55,34.55,28.97,1332.6,33.48,Critical
FRUI_0279,5.54,3050.75,10740.69,2897.42,1539.95,269.9,42.44,1837.46,31.06,Critical
FRUI_0280,6.45,1509.25,5941.48,2135.64,3098.16,138.09,19.38,3705.37,25.85,Critical
FRUI_0281,5.76,2552.85,4776.12,2342.79,2183.64,198.95,31.55,2073.96,28.8,Critical
FRUI_0282,7.03,2657.12,2885.83,2483.86,1675.39,171.21,53.68,1498.57,39.82,Critical
FRUI_0283,6.98,1200.65,5181.89,1873.55,1531.41,177.59,62.28,1926.38,36.08,Critical
FRUI_0284,6.7,1438.61,2351.63,1386.32,3182.31,239.34,22.12,3183.66,38.44,Critical
FRUI_0285,5.66,2899.3,5922.47,826.45,1651.95,125.47,39.52,1604.43,37.37,Critical
FRUI_0286,7.2,2927.69,2149.85,1808.51,2124.48,200.77,30.0,2498.61,33.64,Critical
FRUI_0287,6.4,1520.5,3966.38,2367.96,1790.52,127.62,78.34,1510.72,24.61,Critical
FRUI_0288,6.67,1521.89,2338.94,1961.34,2192.81,167.82,41.6,2537.11,28.76,Critical
FRUI_0289,6.97,1497.41,2965.32,1202.96,1809.44,255.48,26.46,1901.14,32.45,Critical
FRUI_0290,6.44,2933.87,6547.28,1343.09,2383.6,36.96,73.15,3086.39,29.43,Critical
FRUI_0291,7.31,2231.19,5630.81,1984.28,1202.2,37.53,67.8,1505.54,26.38,Critical
FRUI_0292,6.21,1760.37,5415.93,2457.77,2262.81,262.61,72.83,2467.73,27.89,Critical
FRUI_0293,6.82,2431.79,5569.79,2383.75,3097.65,127.49,72.94,3804.08,36.49,Critical
FRUI_0294,7.0,2047.49,5313.09,2163.35,1202.67,83.89,12.86,1487.44,34.65,Critical
FRUI_0295,5.78,1170.99,4569.35,2059.67,2519.83,229.93,39.33,2530.86,38.11,Critical
FRUI_0296,7.44,2606.29,2439.34,1044.33,2232.97,267.0,61.79,1805.02,35.12,Critical
FRUI_0297,5.65,1527.43,4913.78,1424.3,2831.63,210.2,79.61,3289.54,33.87,Critical
FRUI_0298,7.39,1092.58,2778.98,1610.16,1741.92,275.83,26.35,2192.69,30.75,Critical
FRUI_0299,6.65,1437.8,5034.08,2076.11,2623.24,108.44,70.15,2322.75,31.81,Critical
FRUI_0300,5.99,2913.01,5343.97,2484.05,2734.82,154.35,71.74,2440.8,27.66,Critical
FRUI_0301,6.7,1518.87,2276.6,2414.01,3490.08,100.85,20.84,2883.15,39.07,Critical
FRUI_0302,6.71,1780.31,4555.99,1167.61,2948.85,76.23,17.87,3199.72,29.92,Critical
FRUI_0303,5.58,1617.88,4576.69,2492.48,2778.51,247.68,56.63,3466.13,25.89,Critical
FRUI_0304,6.72,1342.73,2836.9,964.69,2762.53,99.35,12.94,2267.78,35.78,Moderate
FRUI_0305,6.79,1824.03,5782.14,1449.84,2415.1,246.41,37.19,2236.79,38.16,Critical
FRUI_0306,7.16,1965.21,2774.52,2005.84,1365.75,163.35,61.72,1312.62,26.02,Critical
FRUI_0307,5.97,2252.42,2414.5,1880.01,2760.62,181.57,11.61,2592.44,38.15,Critical
FRUI_0308,7.17,5330.15,11940.15,2859.35,3358.1,206.0,18.63,4274.06,38.74,Critical
FRUI_0309,5.7,1290.19,3400.4,1304.7,3405.08,299.01,59.39,4231.82,24.19,Critical
FRUI_0310,6.53,2584.8,5311.93,1652.99,1633.71,184.92,40.61,1499.2,31.78,Critical
FRUI_0311,6.86,2542.92,5377.82,1273.61,1119.31,42.16,26.53,1354.49,30.01,Critical
FRUI_0312,6.67,1647.35,3722.67,2365.96,3464.8,233.79,55.05,4093.67,35.55,Critical
FRUI_0313,6.97,1093.61,3386.45,1226.62,1884.07,94.67,11.42,1632.87,34.45,Critical
FRUI_0314,5.61,3579.22,12570.35,3623.46,3392.27,37.54,36.46,3278.17,28.08,Critical
FRUI_0315,7.22,2513.97,5736.05,1188.86,3145.89,288.0,49.23,3205.7,31.8,Critical
FRUI_0316,7.05,1778.51,4226.79,1740.57,2963.11,89.05,42.25,2935.63,24.19,Critical
FRUI_0317,6.94,1791.33,2223.13,2131.95,2952.69,46.0,72.24,3014.89,38.57,Critical
FRUI_0318,6.87,2279.4,5229.88,1740.3,1561.89,27.18,63.15,1459.24,39.43,Critical
FRUI_0319,5.57,1930.32,2828.29,1685.24,1510.13,60.22,17.81,1909.84,34.94,Critical
FRUI_0320,6.61,4702.12,5314.18,1518.66,2315.96,117.62,18.93,2571.93,27.93,Critical
FRUI_0321,5.54,2956.26,3669.92,1929.79,2097.84,32.19,62.65,1870.3,30.19,Critical
FRUI_0322,5.67,2303.06,5105.74,2337.07,1940.97,172.99,40.64,1659.02,32.98,Critical
FRUI_0323,6.04,1844.78,5666.08,2399.41,2613.72,68.38,79.76,3270.07,38.3,Critical
FRUI_0324,7.14,1317.76,3987.27,1365.05,2078.08,133.56,48.48,2527.85,30.37,Critical
FRUI_0325,5.78,2798.31,9077.28,2328.55,3075.92,69.66,61.7,3922.02,35.32,Critical
FRUI_0326,6.57,2673.17,2825.12,2069.75,3413.33,127.26,52.43,2881.71,24.49,Critical
FRUI_0327,5.86,2194.14,4379.13,1089.64,2864.61,282.73,76.74,2468.86,31.96,Critical
FRUI_0328,7.05,1811.85,4356.43,1440.23,1909.65,180.64,28.67,2170.11,33.88,Critical
FRUI_0329,5.87,1208.94,3433.89,1260.98,1966.22,209.73,25.27,1797.63,35.65,Critical
FRUI_0330,7.39,1527.01,5807.62,853.56,2086.97,73.14,32.17,2465.04,25.82,Critical
FRUI_0331,5.92,2106.11,4163.95,1068.14,3413.99,184.3,19.54,2989.15,33.46,Critical
FRUI_0332,7.44,1545.66,3203.93,943.12,2793.4,57.89,77.54,2976.96,24.13,Critical
FRUI_0333,5.99,1170.13,2173.98,1034.77,1040.33,286.49,28.72,991.83,24.27,Critical
FRUI_0334,6.81,2338.97,5114.42,2461.27,2275.25,229.03,10.61,2217.69,27.41,Critical
FRUI_0335,6.98,1751.86,2169.81,1851.09,1226.38,219.15,63.22,1252.75,36.24,Critical
FRUI_0336,5.92,1393.66,2294.73,985.83,2112.57,213.34,29.17,1803.16,38.79,Moderate
FRUI_0337,5.81,2408.16,5155.25,2441.96,1998.24,98.85,71.94,2354.22,25.76,Critical
FRUI_0338,5.84,2100.81,4041.46,1448.29,3441.87,245.19,29.92,2830.71,26.55,Critical
FRUI_0339,6.77,1906.47,5267.29,2016.38,2418.01,89.96,35.92,2873.06,28.67,Critical
FRUI_0340,6.28,2454.56,5469.17,1433.28,2331.27,219.12,72.24,2536.23,24.28,Critical
FRUI_0341,6.53,2686.73,8245.28,3327.55,3116.49,199.22,79.34,3835.87,32.87,Critical
FRUI_0342,6.37,2361.07,2503.64,2170.0,3299.27,165.23,38.98,2691.22,29.82,Critical
FRUI_0343,6.7,1707.87,2595.6,1450.69,1527.76,101.76,65.92,1456.05,35.02,Critical
FRUI_0344,7.42,1060.98,2114.06,1682.61,2573.34,231.63,28.17,3264.43,37.05,Critical
FRUI_0345,7.45,1122.47,4600.09,1616.33,3029.94,169.5,63.15,3179.1,32.91,Critical
FRUI_0346,6.29,1645.0,4119.4,1256.34,1161.6,70.55,76.73,1133.77,32.36,Critical
FRUI_0347,6.79,1566.64,2612.85,1301.44,3279.69,214.07,54.33,3846.03,31.48,Critical
FRUI_0348,5.98,1656.62,9069.64,4120.44,2955.54,291.36,48.82,3732.35,30.24,Critical
FRUI_0349,6.65,1401.69,2415.94,1086.71,2918.27,40.63,57.4,2621.37,30.3,Critical
FRUI_0350,6.2,2007.37,2329.58,1980.68,1572.46,199.17,37.61,1491.97,27.28,Critical
FRUI_0351,6.18,2323.51,4122.65,2049.74,2074.24,31.57,54.73,1688.48,36.57,Critical
FRUI_0352,7.25,4216.16,8261.77,3461.59,2497.94,38.31,57.3,2260.2,24.24,Critical
FRUI_0353,5.6,1952.79,4310.08,900.13,2348.03,294.97,38.36,2686.52,33.93,Critical
FRUI_0354,5.67,1491.81,3910.22,1049.63,3090.94,137.37,57.76,3439.33,39.51,Critical
FRUI_0355,6.74,1196.66,5689.88,828.98,2200.77,91.51,14.58,2311.97,26.31,Critical
FRUI_0356,6.15,1837.45,2119.49,997.97,2852.16,52.41,17.16,2624.05,37.37,Critical
FRUI_0357,7.29,2080.29,2903.36,1683.74,2315.69,143.91,21.96,2310.14,35.02,Critical
FRUI_0358,6.77,2896.68,3440.1,1479.73,1742.49,119.41,40.11,1397.8,31.79,Critical
FRUI_0359,5.85,1814.11,3672.68,1319.04,1803.24,53.19,16.06,2093.14,32.21,Critical
FRUI_0360,7.07,1815.06,4961.21,1951.97,1599.03,118.89,77.35,1919.68,25.38,Critical
FRUI_0361,6.72,2776.76,5555.68,2479.57,1049.39,88.07,59.69,1319.19,37.76,Critical
FRUI_0362,7.32,1942.77,5225.18,2148.89,1381.89,64.13,21.03,1296.61,32.65,Critical
FRUI_0363,7.03,2423.45,5865.79,2023.78,2039.9,48.19,42.83,2105.38,30.23,Critical
FRUI_0364,6.79,2491.01,5602.93,2313.59,1072.41,296.35,59.31,1377.56,30.98,Critical
FRUI_0365,7.02,2463.68,2886.26,1113.69,2319.01,44.5,38.04,2333.03,26.38,Critical
FRUI_0366,6.78,1227.92,2813.24,929.38,2220.86,59.74,30.87,2054.3,35.0,Moderate
FRUI_0367,6.4,2590.61,4062.19,1356.29,1198.37,153.19,74.21,1413.36,25.44,Critical
FRUI_0368,6.98,1387.39,3944.42,1250.52,2195.45,171.3,62.65,2253.01,24.52,Critical
FRUI_0369,7.48,3922.18,8393.96,2079.25,2973.4,166.28,54.15,3616.72,30.69,Critical
FRUI_0370,5.84,2377.72,4665.52,968.51,3350.33,80.77,32.21,3935.08,38.62,Critical
FRUI_0371,5.54,2648.24,4737.94,2281.05,1281.43,65.46,59.2,1080.23,29.46,Critical
FRUI_0372,5.53,1861.18,3523.86,1973.99,2766.1,232.86,37.23,3099.26,28.29,Critical
FRUI_0373,5.63,2824.48,3902.2,1898.19,2456.14,156.25,67.03,2097.87,36.62,Critical
FRUI_0374,5.64,2581.47,3929.32,2294.43,1479.93,155.4,17.05,1705.34,38.68,Critical
FRUI_0375,6.52,2449.97,4318.26,2422.76,2508.97,68.68,41.72,2747.48,25.42,Critical
FRUI_0376,7.43,1307.75,2808.5,1181.91,1686.92,70.6,41.33,1434.09,38.81,Critical
FRUI_0377,6.21,2938.95,2824.97,1545.55,2973.39,220.24,31.99,3769.94,38.63,Critical
FRUI_0378,6.08,2993.5,4764.0,1313.22,2076.81,118.43,68.64,1966.87,36.67,Critical
FRUI_0379,6.99,3147.83,10161.05,4307.44,3033.83,46.79,55.68,3598.0,29.72,Critical
FRUI_0380,7.2,2987.18,4171.78,1831.96,2324.52,21.02,28.44,2183.48,37.66,Critical
FRUI_0381,6.33,1483.77,4105.71,2407.42,2322.01,98.28,41.8,2351.4,26.02,Critical
FRUI_0382,6.94,1958.14,2292.18,902.59,2385.99,127.55,21.63,2671.43,36.58,Critical
FRUI_0383,6.13,1312.23,2975.67,2376.67,2302.51,78.15,20.01,1989.63,31.45,Critical
FRUI_0384,7.4,1256.01,5795.88,1400.65,3095.39,249.84,64.24,3153.25,33.57,Critical
FRUI_0385,6.31,2732.89,4545.55,1593.28,2730.77,111.02,45.0,2788.84,31.65,Critical
FRUI_0386,5.71,2427.03,11580.39,3879.85,1000.46,37.6,20.92,1194.53,35.96,Critical
FRUI_0387,7.04,1096.77,3835.9,2027.24,3444.04,244.97,55.27,4130.16,31.1,Critical
FRUI_0388,6.36,1108.98,4306.22,1199.45,1267.74,263.97,23.56,1253.56,25.69,Critical
FRUI_0389,7.17,2601.68,5833.75,2295.62,1955.94,29.44,29.33,2510.4,39.98,Critical
FRUI_0390,7.08,1684.42,5906.2,993.1,3173.11,297.51,41.55,3152.22,39.4,Critical
FRUI_0391,5.63,2152.34,5438.24,2021.75,1563.8,87.48,64.87,1829.35,31.21,Critical
FRUI_0392,7.46,1903.58,3000.86,1840.42,2549.15,150.32,19.17,2242.32,26.9,Critical
FRUI_0393,6.78,2491.7,2605.88,1902.66,2789.19,102.13,40.93,3622.45,39.96,Critical
FRUI_0394,5.85,2687.83,5020.85,1105.34,1807.42,274.7,16.36,2057.55,30.83,Critical
FRUI_0395,7.16,2568.27,4550.05,2148.02,1057.58,262.73,50.19,1243.74,39.43,Critical
FRUI_0396,6.63,1095.49,2867.45,1260.86,2979.48,151.33,47.47,3323.06,29.7,Critical
FRUI_0397,6.56,2439.33,3121.95,1522.47,2155.35,262.56,68.04,2244.42,25.75,Critical
FRUI_0398,7.13,2303.91,4106.34,1021.06,1412.48,98.98,14.59,1435.84,39.63,Critical
FRUI_0399,7.39,2799.4,2818.97,903.36,1157.88,21.49,32.31,1227.7,33.72,Critical
FRUI_0400,5.85,1820.31,5420.07,2123.92,1719.79,102.19,21.16,1962.39,37.31,Critical
FRUI_0401,7.03,2956.29,3039.19,1251.03,2454.69,119.79,47.88,2798.11,27.92,Critical
FRUI_0402,6.08,1953.07,5638.69,1203.87,2406.35,217.33,61.48,2677.39,27.33,Critical
FRUI_0403,6.44,1167.13,5043.43,1263.5,3296.15,254.12,37.54,3530.44,27.47,Critical
FRUI_0404,5.84,1787.02,5098.35,1062.52,1436.42,84.64,79.69,1403.42,39.16,Critical
FRUI_0405,6.45,2027.71,4206.67,1094.28,2177.67,139.39,78.46,2421.23,26.21,Critical
FRUI_0406,7.22,1935.36,5052.3,1159.46,2599.81,92.69,29.64,2824.03,27.77,Critical
FRUI_0407,6.16,1898.11,4067.82,2197.27,2730.63,235.01,65.23,2577.67,33.87,Critical
FRUI_0408,7.17,1341.56,3595.13,1084.54,2127.71,180.8,57.65,1845.01,29.81,Critical
FRUI_0409,6.52,1523.81,5447.53,813.67,1796.14,33.12,47.47,2011.4,34.7,Critical
FRUI_0410,5.75,2088.66,2665.49,1850.39,2462.05,202.85,39.29,2669.94,31.1,Critical
FRUI_0411,6.72,2504.67,5477.77,2464.3,1394.95,163.21,74.39,1224.19,24.28,Critical
FRUI_0412,5.79,2987.86,5048.88,1491.36,1163.55,191.27,32.66,1000.12,24.26,Critical
FRUI_0413,5.92,2896.0,5529.72,1717.59,3452.65,77.48,44.18,2779.29,37.76,Critical
FRUI_0414,6.28,2686.13,10860.86,2708.66,1949.21,74.99,37.49,2319.03,26.84,Critical
FRUI_0415,6.93,2712.9,5711.69,1005.39,1362.34,158.26,71.1,1639.24,35.99,Critical
FRUI_0416,6.64,1408.59,2985.21,1752.06,1379.51,270.57,30.1,1109.11,33.13,Critical
FRUI_0417,6.55,1931.72,4092.71,1558.26,1275.08,187.55,67.63,1053.32,27.29,Critical
FRUI_0418,5.67,1029.22,4392.91,1608.63,1133.2,179.53,69.45,946.94,29.5,Critical
FRUI_0419,6.51,2061.1,3191.83,1880.1,1712.35,235.56,65.04,1904.84,35.69,Critical
FRUI_0420,6.11,1938.7,3624.41,1988.62,3002.41,20.95,26.09,2738.16,29.44,Critical
FRUI_0421,7.48,1015.75,4268.1,1122.35,3416.9,72.3,17.96,3706.78,25.97,Critical
FRUI_0422,6.89,2829.35,2950.43,2236.8,2111.17,63.92,49.36,2475.24,35.92,Critical
FRUI_0423,6.47,2043.94,5700.88,1557.0,1899.3,294.67,51.58,1783.83,27.63,Critical
FRUI_0424,7.4,1284.43,4608.22,1049.46,1949.2,191.78,30.82,2309.39,31.51,Critical
FRUI_0425,5.88,1645.63,5911.13,2072.94,3463.05,233.09,72.71,3890.96,28.6,Critical
FRUI_0426,6.4,1171.2,4073.77,2256.34,1443.8,189.91,58.66,1654.77,29.65,Critical
FRUI_0427,6.3,2764.81,2293.59,1818.46,3473.93,102.06,57.36,4421.57,30.01,Critical
FRUI_0428,5.83,1039.87,3356.51,1761.35,3219.44,107.05,24.04,3355.77,32.45,Critical
FRUI_0429,7.28,1085.06,5114.82,2202.3,1737.65,231.74,26.4,1769.93,25.63,Critical
FRUI_0430,7.02,2019.69,3892.52,825.73,1898.34,28.02,69.07,1983.97,26.83,Critical
FRUI_0431,6.55,2123.69,2168.03,2284.9,1526.98,64.51,56.09,1824.69,28.8,Critical
FRUI_0432,5.81,1405.43,4229.47,1443.81,1028.66,113.23,77.59,929.99,37.26,Critical
FRUI_0433,5.54,2624.52,5765.2,1669.62,1356.62,244.42,29.38,1596.52,35.9,Critical
FRUI_0434,7.15,2948.21,4675.18,1958.23,2452.07,147.68,62.75,2166.89,24.68,Critical
FRUI_0435,5.84,2707.52,3786.51,2260.2,1136.11,31.35,23.92,1112.11,38.32,Critical
FRUI_0436,6.49,2299.72,3406.18,1482.26,2331.05,227.5,56.92,2405.19,28.63,Critical
FRUI_0437,7.46,2649.1,2720.36,2196.16,1757.56,259.48,54.89,1551.84,28.37,Critical
FRUI_0438,7.27,2416.01,5169.34,906.09,1613.16,41.04,48.43,1460.33,34.41,Critical
FRUI_0439,7.19,2476.6,5516.68,1102.37,3098.28,25.21,33.05,2849.18,35.43,Critical
FRUI_0440,7.48,2704.02,2820.92,1979.73,2546.5,72.79,64.89,2242.03,27.03,Critical
FRUI_0441,6.79,1249.32,2656.04,1249.51,2868.32,56.6,10.31,2461.31,35.52,Critical
FRUI_0442,6.84,1722.4,3119.42,1363.08,3204.5,41.95,60.25,2831.34,37.82,Critical
FRUI_0443,6.68,2261.42,5065.44,1884.43,2163.22,178.35,39.19,1912.16,25.92,Critical
FRUI_0444,7.38,2751.53,3295.92,1635.64,1162.95,22.57,17.96,1220.39,29.57,Critical
FRUI_0445,6.48,2528.25,2712.07,1501.2,1129.29,164.29,30.79,1401.68,33.37,Critical
FRUI_0446,7.14,2262.91,4278.44,1924.19,2413.21,100.07,40.74,2383.88,32.0,Critical
FRUI_0447,5.55,2196.89,4498.01,906.51,1801.65,41.19,30.54,2106.56,31.95,Critical
FRUI_0448,5.99,2025.27,3107.13,1397.43,1494.93,170.69,36.52,1836.01,27.36,Critical
FRUI_0449,6.07,2346.15,4215.94,988.41,1382.56,240.9,64.5,1578.99,38.17,Critical
FRUI_0450,6.74,2574.83,4062.66,861.78,2343.89,121.08,78.3,2620.0,31.36,Critical
FRUI_0451,6.26,1809.11,5009.41,851.98,2753.7,285.46,44.33,2846.15,35.9,Critical
FRUI_0452,5.53,2519.95,2061.1,1542.27,2568.09,245.91,65.07,2919.4,36.36,Critical
FRUI_0453,6.91,1534.32,5966.93,1360.68,1883.11,260.68,72.08,1681.19,36.9,Critical
FRUI_0454,6.82,2238.94,3107.07,859.38,2485.28,20.55,66.75,2721.17,39.64,Critical
FRUI_0455,6.43,2363.37,4134.0,1225.01,2121.3,79.7,22.88,2634.97,26.03,Critical
FRUI_0456,7.12,1958.57,2213.1,2452.25,1567.73,252.69,26.92,1893.63,29.16,Critical
FRUI_0457,5.51,2024.83,3023.19,2222.3,3314.6,133.2,19.29,3068.09,37.34,Critical
FRUI_0458,5.8,1783.27,4163.22,2083.01,1288.63,128.83,18.98,1217.62,33.76,Critical
FRUI_0459,7.01,1745.81,3686.84,1423.92,1819.79,100.91,11.72,2338.86,25.72,Critical
FRUI_0460,5.58,3973.11,11612.07,2160.39,2697.62,42.14,50.14,2694.39,38.33,Critical
FRUI_0461,7.25,2640.51,2327.11,1304.39,1510.01,236.81,52.06,1454.01,35.89,Critical
FRUI_0462,6.76,1660.22,4103.87,1028.79,3029.36,102.36,42.68,2939.22,30.33,Critical
FRUI_0463,7.39,2437.88,5621.83,1523.76,2883.8,43.2,58.44,3747.82,38.85,Critical
FRUI_0464,5.53,1341.15,5065.9,2385.74,2699.72,169.4,25.95,2297.62,24.36,Critical
FRUI_0465,5.67,2420.54,4183.4,865.97,2862.59,51.39,45.11,3177.7,26.49,Critical
FRUI_0466,7.42,2907.58,3812.34,1688.97,3062.59,71.6,44.02,2892.07,39.82,Critical
FRUI_0467,6.25,1304.74,4039.17,1784.79,1695.13,52.27,75.47,1408.88,33.92,Critical
FRUI_0468,6.37,1664.55,5974.07,1131.93,2288.21,91.92,41.54,2900.73,34.66,Critical
FRUI_0469,7.24,2541.74,5491.67,2153.26,1234.69,119.12,56.49,996.01,25.65,Critical
FRUI_0470,5.82,1586.12,5199.69,1900.45,2213.59,274.93,19.64,2045.83,31.81,Critical
FRUI_0471,7.03,2748.38,2395.19,2392.9,1643.71,294.99,46.35,1772.03,27.22,Critical
FRUI_0472,5.54,2967.53,2022.94,1357.81,2035.43,80.64,42.48,1939.35,24.56,Critical
FRUI_0473,5.92,1462.57,3807.59,2408.85,2137.91,267.04,10.53,2684.34,29.41,Critical
FRUI_0474,5.85,1268.45,3578.15,1926.02,1705.03,267.57,23.24,1827.95,29.44,Critical
FRUI_0475,7.43,2582.75,3679.78,1999.87,3423.35,235.92,79.07,4117.89,37.62,Critical
FRUI_0476,7.39,2671.64,4688.08,1857.45,2005.31,247.7,47.58,2035.89,26.64,Critical
FRUI_0477,5.72,2515.16,2518.93,1163.65,2352.04,65.14,27.36,2666.71,36.92,Critical
FRUI_0478,6.47,1003.17,3808.5,2446.78,1186.27,269.22,73.77,1047.72,34.58,Critical
FRUI_0479,7.02,1752.63,2603.09,2221.58,1137.63,131.9,17.81,1247.09,25.89,Critical
FRUI_0480,6.2,2568.7,4930.41,1876.48,2234.65,269.48,35.15,2126.11,26.59,Critical
FRUI_0481,7.08,2790.57,4155.88,1309.66,2649.39,222.61,26.38,2339.84,24.85,Critical
FRUI_0482,6.78,1493.13,3104.01,2123.63,1293.08,284.61,20.53,1522.16,29.6,Critical
FRUI_0483,5.83,1700.95,5775.74,1698.44,1504.33,284.56,41.42,1386.82,25.84,Critical
FRUI_0484,7.03,1861.43,4741.79,964.89,3099.08,290.73,27.5,2541.05,33.5,Critical
FRUI_0485,5.51,2021.84,3780.04,1095.19,3195.47,86.88,79.45,3485.9,24.1,Critical
FRUI_0486,6.34,2722.25,2126.71,2341.85,1387.48,202.61,58.71,1619.78,27.44,Critical
FRUI_0487,6.06,1640.98,4546.85,1850.37,3125.41,262.9,75.55,3151.61,39.79,Critical
FRUI_0488,6.96,2675.69,12027.4,3605.81,3154.09,281.67,26.81,2645.92,31.09,Critical
FRUI_0489,5.51,2905.42,3800.17,1386.3,3236.83,170.18,32.06,2607.52,30.41,Critical
FRUI_0490,6.08,2810.83,2802.68,1658.56,3239.81,71.48,48.71,2732.07,30.71,Critical
FRUI_0491,6.4,2472.32,4340.62,2074.31,1965.77,235.91,41.86,1905.0,31.52,Critical
FRUI_0492,5.53,2498.57,3744.55,1244.58,3147.98,46.77,66.01,2811.6,31.91,Critical
FRUI_0493,6.76,1146.46,5092.16,1179.06,3263.19,30.74,42.34,4148.9,39.77,Critical
FRUI_0494,6.79,1713.67,5306.78,1073.07,2287.06,102.61,43.48,2724.59,28.8,Critical
FRUI_0495,7.29,1350.02,5742.0,2492.46,1252.09,141.78,27.7,1074.41,29.83,Critical
FRUI_0496,5.62,1532.24,2684.23,1616.41,2930.82,83.47,23.67,2555.71,28.17,Critical
FRUI_0497,7.16,2514.35,4265.15,2487.59,1742.72,279.76,18.79,1523.89,32.04,Critical
FRUI_0498,7.18,2281.58,3517.76,2002.34,1011.27,24.82,54.42,809.73,26.23,Critical
FRUI_0499,6.16,2040.97,4468.04,1274.8,1245.89,64.31,64.96,1454.95,27.78,Critical
FRUI_0500,6.25,2356.57,5323.76,840.03,2336.25,202.66,60.83,2576.9,24.28,Critical
