Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Oil & Grease (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
FOOD_0267,9.7,969.58,2506.05,1076.96,7664.85,301.3,49.13,9380.94,36.01,Critical
FOOD_0268,11.34,1175.59,1867.18,747.74,4842.57,256.23,57.98,4482.25,28.45,Critical
FOOD_0269,11.85,1229.82,2466.86,631.94,5224.77,379.48,23.81,5628.32,28.45,Critical
FOOD_0270,11.93,1424.75,2242.5,1168.06,6937.24,207.39,25.36,6606.97,29.18,Critical
FOOD_0271,11.85,969.83,2425.98,1141.59,5085.83,161.59,50.78,4404.6,39.25,Critical
FOOD_0272,9.34,1300.85,3900.44,1005.67,4278.64,349.58,22.47,4281.57,37.98,Critical
FOOD_0273,9.29,778.79,1591.49,932.76,6130.48,200.05,44.34,5453.33,30.25,Critical
FOOD_0274,11.81,747.43,3076.63,590.78,3452.26,347.76,49.13,4397.25,28.59,Moderate
FOOD_0275,10.05,964.33,3308.2,742.88,4894.74,397.27,9.98,5859.31,27.08,Critical
FOOD_0276,10.12,731.95,1855.34,538.07,3163.29,321.41,58.83,3539.31,38.01,Moderate
FOOD_0277,10.26,1028.49,1577.08,613.59,4940.82,322.17,38.39,5171.81,24.45,Critical
FOOD_0278,11.86,876.52,1651.49,614.14,6102.16,223.04,38.42,7835.72,38.47,Critical
FOOD_0279,9.42,607.6,2345.72,788.9,3494.61,238.78,53.41,3192.86,26.59,Moderate
FOOD_0280,9.7,626.08,2887.56,955.42,5008.18,342.2,25.44,6131.95,28.85,Critical
FOOD_0281,9.37,1073.64,3735.59,1175.85,6823.73,148.96,57.72,7819.75,28.36,Critical
FOOD_0282,10.64,680.65,3110.32,1021.08,3326.8,57.54,59.6,3927.43,29.77,Critical
FOOD_0283,9.67,593.94,2724.28,487.05,6070.69,315.0,15.81,6473.93,27.38,Critical
FOOD_0284,10.88,501.57,1620.18,1039.34,7739.57,385.63,18.44,7286.21,28.71,Critical
FOOD_0285,10.33,1108.57,2676.94,1046.46,4022.76,374.69,9.91,5191.5,25.25,Critical
FOOD_0286,11.4,632.42,2979.82,337.43,4126.72,317.2,53.18,3350.15,36.97,Critical
FOOD_0287,10.89,1253.81,1806.19,339.2,6918.02,250.87,24.95,8343.83,30.14,Critical
FOOD_0288,9.51,1278.44,3796.33,444.09,4698.71,365.79,7.56,3774.4,29.37,Critical
FOOD_0289,11.67,795.36,1686.07,549.97,4752.3,319.82,48.07,4589.47,24.9,Critical
FOOD_0290,10.0,903.07,3381.63,717.17,7230.95,288.6,32.44,6694.59,29.5,Critical
FOOD_0291,11.56,1418.55,2053.87,610.64,3130.84,380.96,28.55,4030.02,36.15,Moderate
FOOD_0292,11.52,1295.05,3066.61,919.81,3008.35,103.78,31.46,2927.36,24.39,Moderate
FOOD_0293,9.81,1129.01,1830.92,1089.13,3057.16,122.88,7.54,2887.06,36.64,Critical
FOOD_0294,9.64,1102.1,3504.86,1122.1,4140.97,356.8,58.61,5009.3,34.06,Critical
FOOD_0295,10.78,1173.67,3358.72,441.71,7453.15,257.15,46.26,8878.29,33.48,Critical
FOOD_0296,10.76,515.82,2353.07,990.28,7827.42,143.95,37.06,9392.11,25.96,Critical
FOOD_0297,10.36,552.63,1751.98,304.52,3260.71,142.99,55.95,3620.86,35.24,Moderate
FOOD_0298,10.5,608.05,2930.6,558.19,5898.02,210.5,6.51,5827.05,25.87,Critical
FOOD_0299,9.8,1611.36,3960.14,1162.38,3452.83,158.74,21.05,2812.22,39.0,Critical
FOOD_0300,10.74,862.92,3474.97,915.51,3405.52,221.59,40.34,2880.95,31.26,Moderate
FOOD_0301,9.98,1249.0,3298.15,942.99,5936.07,133.0,46.42,6100.3,29.58,Critical
FOOD_0302,11.85,1145.51,2601.82,948.64,6666.28,371.06,23.21,6508.85,30.25,Critical
FOOD_0303,10.7,992.48,3178.56,554.04,5530.64,175.52,17.54,7047.47,30.27,Critical
FOOD_0304,11.59,1211.86,2145.0,712.21,5044.47,389.5,7.6,5476.99,31.58,Critical
FOOD_0305,9.27,1110.64,5400.97,1529.41,6658.72,79.9,53.48,7766.93,33.89,Critical
FOOD_0306,10.79,618.87,2562.51,456.59,4029.72,224.88,8.53,3349.15,34.56,Critical
FOOD_0307,9.22,647.03,2644.92,585.66,5021.68,307.74,6.6,4816.21,31.15,Critical
FOOD_0308,9.18,723.41,2354.21,573.0,5795.85,329.65,57.92,6857.47,24.09,Critical
FOOD_0309,11.17,765.33,2214.0,927.14,5005.68,323.38,7.37,5507.19,39.76,Critical
FOOD_0310,11.52,1126.33,3398.94,426.15,5115.9,221.33,40.92,5829.56,30.63,Critical
FOOD_0311,10.29,2670.28,3470.88,2313.87,4606.22,291.69,54.32,4846.78,31.92,Critical
FOOD_0312,10.3,1330.76,1584.81,1035.57,6138.16,58.14,6.96,7337.26,28.12,Critical
FOOD_0313,9.83,850.71,1515.62,401.52,6522.56,278.93,33.11,8173.27,32.39,Critical
FOOD_0314,10.24,771.16,2766.13,303.51,6179.73,174.62,42.82,5647.64,35.29,Critical
FOOD_0315,9.44,1116.39,3791.07,615.83,6448.47,107.48,40.58,6234.43,39.89,Critical
FOOD_0316,10.66,1448.96,3528.88,872.56,6671.03,271.39,55.56,5844.76,32.09,Critical
FOOD_0317,10.27,1293.36,3073.47,362.71,7508.06,108.14,44.25,9144.89,36.16,Critical
FOOD_0318,11.67,1199.61,2260.5,1060.7,4930.72,171.28,31.43,4999.51,30.25,Critical
FOOD_0319,10.97,974.83,3749.28,674.13,4611.44,146.91,55.45,5776.04,29.42,Critical
FOOD_0320,9.06,1229.81,2233.03,499.33,4693.78,128.38,48.18,3768.99,27.39,Critical
FOOD_0321,11.33,827.23,2932.19,451.8,4433.46,83.27,17.47,4151.81,34.51,Critical
FOOD_0322,9.2,1364.8,2533.66,557.48,4487.59,289.58,51.72,4585.15,24.34,Critical
FOOD_0323,10.7,900.85,3858.75,1169.32,4513.18,279.9,28.21,5133.05,33.15,Critical
FOOD_0324,10.22,762.06,2679.43,1077.76,3641.75,366.88,31.82,3971.8,39.8,Critical
FOOD_0325,10.28,620.48,3943.16,681.47,6108.32,346.02,28.78,4944.4,27.37,Critical
FOOD_0326,11.31,913.83,2510.0,489.4,4694.4,240.36,15.49,4579.89,24.63,Critical
FOOD_0327,11.69,931.75,2576.99,1029.94,4821.0,394.06,24.93,4353.59,24.39,Critical
FOOD_0328,9.07,669.74,2728.56,880.81,5039.56,383.41,44.71,4524.7,29.8,Critical
FOOD_0329,11.64,1331.53,1512.34,1087.13,3483.85,169.47,30.74,3280.15,29.94,Critical
FOOD_0330,9.05,501.12,1784.9,417.79,6182.77,394.44,28.14,5729.15,34.22,Critical
FOOD_0331,11.73,655.36,3783.05,522.12,4051.93,348.57,13.41,4399.24,28.51,Critical
FOOD_0332,9.29,1197.1,2519.57,345.52,5746.61,310.29,22.53,6735.39,35.34,Critical
FOOD_0333,9.53,539.46,2596.68,524.45,5065.63,183.08,56.3,5847.91,37.75,Critical
FOOD_0334,9.87,1120.86,3595.48,483.15,4285.3,136.83,47.14,4563.14,27.89,Critical
FOOD_0335,9.16,1397.92,3601.95,584.73,7095.78,321.55,44.96,5940.32,31.09,Critical
FOOD_0336,10.63,521.1,3342.96,967.48,5618.41,250.8,49.07,6031.5,32.44,Critical
FOOD_0337,10.69,872.35,3808.28,748.77,7766.67,170.37,55.04,9063.03,24.04,Critical
FOOD_0338,11.15,1362.7,2780.49,1041.01,5206.17,189.66,24.96,4390.48,28.49,Critical
FOOD_0339,9.38,1255.64,3967.5,678.41,6545.27,331.79,13.16,5641.1,32.14,Critical
FOOD_0340,10.85,758.17,3938.03,577.41,7590.0,91.99,16.02,6742.8,29.19,Critical
FOOD_0341,10.1,1402.4,3097.05,680.5,5259.94,154.05,26.05,6562.85,29.88,Critical
FOOD_0342,11.01,1013.89,3951.23,654.12,4226.95,193.27,29.08,5142.88,39.39,Critical
FOOD_0343,9.06,892.94,2585.21,785.88,7692.32,168.66,24.54,6285.46,36.55,Critical
FOOD_0344,11.0,782.74,2844.14,416.95,5188.26,118.65,43.68,5546.23,34.67,Critical
FOOD_0345,10.15,1315.56,3183.72,476.32,7506.64,60.48,30.54,8901.28,29.15,Critical
FOOD_0346,10.7,1463.57,1593.79,829.44,4100.93,135.86,11.37,5001.36,34.65,Critical
FOOD_0347,11.0,586.37,2200.5,944.53,7746.27,172.17,31.36,8701.23,33.01,Critical
FOOD_0348,11.54,830.71,1854.37,1055.05,7005.99,323.86,32.95,8493.52,27.27,Critical
FOOD_0349,11.86,511.15,3384.36,541.07,4874.26,219.54,24.98,5370.17,25.36,Critical
FOOD_0350,9.53,2016.06,10333.13,1144.92,7615.65,310.29,14.99,9726.52,29.14,Critical
FOOD_0351,9.25,1111.99,2468.47,1129.94,5569.4,73.12,55.76,4781.47,38.12,Critical
FOOD_0352,9.25,1350.78,2044.42,1104.55,4687.07,284.62,21.27,5169.55,36.88,Critical
FOOD_0353,10.58,568.37,3714.98,977.39,4038.13,68.07,29.93,4300.06,29.36,Critical
FOOD_0354,9.64,1450.82,3390.33,796.9,6102.56,333.46,22.23,7391.24,24.92,Critical
FOOD_0355,11.24,1211.81,1751.42,1036.85,3230.39,92.54,31.25,2593.75,28.37,Critical
FOOD_0356,10.75,571.81,1552.61,1058.87,5012.39,317.48,50.77,6244.43,31.15,Critical
FOOD_0357,9.46,861.39,3382.65,487.0,4958.0,160.23,7.33,5087.06,37.33,Critical
FOOD_0358,11.39,1235.73,2701.23,463.61,7337.87,247.6,11.5,9191.67,32.13,Critical
FOOD_0359,11.4,1399.46,2874.75,742.89,3435.01,216.47,25.88,3625.87,24.51,Moderate
FOOD_0360,10.55,1437.69,1804.72,733.91,5142.94,109.25,19.67,4555.41,24.83,Critical
FOOD_0361,11.05,628.27,2139.06,612.54,4141.41,224.61,51.29,3775.21,34.42,Critical
FOOD_0362,11.1,931.44,3545.11,846.9,5088.95,84.1,56.47,4677.55,39.2,Critical
FOOD_0363,9.51,1339.88,2563.31,1182.65,5374.87,280.03,36.96,5161.39,27.37,Critical
FOOD_0364,10.75,1122.65,3493.56,876.35,4353.31,222.17,48.17,3529.87,33.02,Critical
FOOD_0365,10.81,761.54,2203.16,910.52,3393.82,88.63,53.79,4401.7,28.81,Moderate
FOOD_0366,10.71,1312.42,2026.54,545.1,4708.74,186.66,41.73,4288.33,35.69,Critical
FOOD_0367,9.91,731.57,3774.92,320.79,7602.74,283.35,17.87,7928.22,31.2,Critical
FOOD_0368,10.86,955.09,1888.21,856.9,3373.82,72.65,11.35,3539.28,28.94,Moderate
FOOD_0369,9.43,634.32,2849.62,688.17,7674.68,399.84,14.44,9048.25,39.85,Critical
FOOD_0370,10.4,892.5,1691.54,869.68,6251.84,106.45,50.43,5568.24,38.36,Critical
FOOD_0371,9.85,1103.73,3096.23,439.72,3309.35,86.4,23.01,2780.38,36.56,Moderate
FOOD_0372,9.21,577.66,3857.82,1112.39,5300.57,322.77,33.88,5662.4,25.57,Critical
FOOD_0373,9.54,1375.78,1901.15,493.69,6972.46,371.82,6.84,8927.63,32.03,Critical
FOOD_0374,11.49,1074.98,2279.08,1113.48,7497.24,125.17,22.7,6161.8,24.1,Critical
FOOD_0375,10.1,1400.99,3189.6,1022.69,7693.57,300.5,55.53,8100.34,25.31,Critical
FOOD_0376,11.16,1146.02,2742.3,335.32,4325.19,193.18,9.0,4987.16,33.3,Critical
FOOD_0377,9.48,859.09,2273.67,367.91,6613.89,119.62,5.49,8085.83,28.63,Critical
FOOD_0378,10.84,1394.88,1766.78,1149.62,7943.22,309.57,11.1,7679.33,24.27,Critical
FOOD_0379,11.69,1015.89,1588.16,970.79,3064.64,314.14,42.43,2902.87,35.52,Moderate
FOOD_0380,11.92,759.98,1821.92,681.07,6433.08,123.3,11.01,7391.7,27.16,Critical
FOOD_0381,10.61,1437.2,3679.6,758.78,4244.69,175.15,31.34,5203.79,36.76,Critical
FOOD_0382,10.91,513.55,1997.85,494.26,4981.47,273.51,49.36,4226.46,26.67,Critical
FOOD_0383,9.42,778.38,3798.93,590.36,3685.02,250.51,24.61,3596.91,37.45,Moderate
FOOD_0384,10.89,1195.78,3883.8,320.18,7535.85,344.27,27.52,9295.96,29.21,Critical
FOOD_0385,9.19,964.02,1831.21,665.08,7742.83,275.28,23.63,8577.53,34.58,Critical
FOOD_0386,10.15,1068.74,3956.3,987.06,4380.03,73.13,23.78,4289.6,24.41,Critical
FOOD_0387,10.83,633.33,3625.98,829.54,5337.0,356.2,49.53,5615.32,36.46,Critical
FOOD_0388,10.13,547.7,2725.18,801.81,6861.45,399.72,49.39,8042.5,33.2,Critical
FOOD_0389,10.61,1089.35,1919.71,869.86,6848.31,96.25,14.86,7726.83,34.08,Critical
FOOD_0390,9.59,1794.18,4077.84,727.8,4918.37,60.65,57.22,5491.09,26.25,Critical
FOOD_0391,11.25,571.63,1950.6,1075.94,3407.24,397.6,15.23,2956.07,38.79,Critical
FOOD_0392,10.09,1359.05,2349.07,944.72,5609.35,70.45,31.5,5914.14,26.59,Critical
FOOD_0393,10.97,1409.42,1610.62,929.07,3323.41,95.34,42.31,2859.14,36.61,Moderate
FOOD_0394,10.6,1461.05,2609.97,815.96,7377.8,319.73,51.54,8315.8,33.93,Critical
FOOD_0395,11.93,1288.6,1558.03,341.07,4024.32,120.25,55.13,3933.48,29.7,Critical
FOOD_0396,10.8,856.41,3624.07,1120.52,4676.65,267.29,39.95,4187.9,25.66,Critical
FOOD_0397,11.57,601.56,1664.02,320.1,6686.36,317.98,41.6,7980.9,39.14,Critical
FOOD_0398,11.06,813.59,3123.56,708.62,7277.59,330.26,46.62,7821.1,28.72,Critical
FOOD_0399,9.1,917.39,2077.65,1147.92,7372.21,170.66,38.13,7890.99,29.08,Critical
FOOD_0400,11.97,1319.66,3563.62,1158.87,7568.16,87.2,20.78,9322.6,34.62,Critical
FOOD_0401,10.13,1048.94,3216.31,703.95,7366.3,358.21,52.6,9286.21,30.19,Critical
FOOD_0402,9.84,863.03,3445.13,695.97,3130.52,60.44,39.1,3350.78,28.61,Moderate
FOOD_0403,9.28,2246.34,4332.81,1570.91,4613.26,158.75,33.68,4996.75,38.81,Critical
FOOD_0404,11.46,1343.37,2696.14,1153.61,4015.78,172.07,18.74,3873.28,35.43,Critical
FOOD_0405,9.1,1288.75,1508.96,683.8,3579.54,164.58,25.96,3465.29,27.6,Moderate
FOOD_0406,10.09,799.91,2632.27,918.18,5917.64,104.32,59.94,6111.04,26.16,Critical
FOOD_0407,10.14,846.27,3598.2,921.35,5035.98,284.13,23.82,6262.32,26.62,Critical
FOOD_0408,10.02,609.35,3322.52,302.51,6542.38,398.86,7.01,5732.05,28.41,Critical
FOOD_0409,10.23,803.93,1510.31,653.69,5485.74,277.73,23.55,5367.37,24.85,Critical
FOOD_0410,10.11,665.99,2063.88,466.44,5452.8,365.05,41.25,4552.65,36.96,Critical
FOOD_0411,10.26,1437.19,2881.65,578.78,4913.04,237.45,28.91,3997.75,25.24,Critical
FOOD_0412,11.88,650.48,3559.4,1170.98,7462.47,114.97,56.49,8744.97,36.42,Critical
FOOD_0413,10.78,1442.99,2659.93,857.33,5981.74,127.76,46.45,6753.36,35.52,Critical
FOOD_0414,9.33,806.34,3721.95,922.69,4923.31,355.02,32.71,4251.86,26.27,Critical
FOOD_0415,11.36,589.26,3998.01,663.62,3055.8,398.81,17.0,2522.6,37.77,Moderate
FOOD_0416,10.42,798.44,3376.82,1065.65,6675.33,260.72,50.81,6225.31,38.81,Critical
FOOD_0417,11.2,1252.99,2726.98,435.77,3711.14,66.54,56.27,4390.45,33.04,Moderate
FOOD_0418,11.89,1173.64,3208.15,447.91,5414.15,382.13,20.54,6352.97,25.59,Critical
FOOD_0419,10.47,1280.46,1529.6,1053.51,7607.26,328.65,54.73,6946.28,36.32,Critical
FOOD_0420,10.03,849.24,3610.05,1117.12,7780.25,217.09,32.83,6625.24,24.69,Critical
FOOD_0421,10.36,1469.19,1615.97,412.06,7598.33,170.11,27.01,7535.61,30.48,Critical
FOOD_0422,9.89,876.56,3824.89,416.14,6358.54,344.79,9.19,5517.02,35.19,Critical
FOOD_0423,9.82,528.52,3855.53,739.6,4539.52,122.31,35.77,4930.42,31.82,Critical
FOOD_0424,10.49,1183.19,3387.96,646.95,7900.0,298.97,51.87,8010.37,35.5,Critical
FOOD_0425,10.34,604.74,3161.27,775.21,4673.96,374.58,49.99,5171.45,30.69,Critical
FOOD_0426,9.82,953.0,1660.06,520.09,7079.85,107.86,36.37,5750.81,32.93,Critical
FOOD_0427,11.77,670.73,3672.79,825.01,6135.92,120.77,6.68,6250.64,30.09,Critical
FOOD_0428,10.37,1280.55,2003.68,967.29,3590.84,397.35,15.57,3073.01,35.97,Moderate
FOOD_0429,9.29,1705.05,4853.46,700.31,3243.72,174.6,51.16,3742.88,33.34,Critical
FOOD_0430,11.06,510.22,3680.05,356.74,6547.66,190.55,49.05,7164.94,27.66,Critical
FOOD_0431,11.89,1080.71,5347.16,1690.77,7092.82,139.32,30.11,8612.3,28.78,Critical
FOOD_0432,10.17,1222.06,2324.49,721.74,5218.87,198.01,15.17,4828.28,31.76,Critical
FOOD_0433,11.77,1436.69,2061.85,494.16,6172.18,98.21,39.54,4977.47,34.07,Critical
FOOD_0434,10.73,591.06,3365.83,851.31,5454.32,146.15,35.96,5777.09,39.57,Critical
FOOD_0435,11.46,712.36,2497.88,1198.71,5237.32,377.63,34.15,5188.0,36.02,Critical
FOOD_0436,9.93,1220.71,2104.38,495.66,5011.55,286.44,47.03,6062.35,34.12,Critical
FOOD_0437,10.82,999.26,1582.72,695.98,7126.27,364.99,57.18,8956.61,26.21,Critical
FOOD_0438,11.31,741.28,1682.53,479.23,3501.24,76.2,9.12,4078.32,37.93,Moderate
FOOD_0439,9.47,770.47,3786.19,318.72,4236.08,322.74,5.37,4474.7,38.01,Critical
FOOD_0440,10.42,1368.05,1612.08,579.67,3775.68,351.04,42.45,3027.04,33.12,Moderate
FOOD_0441,10.78,687.99,3940.05,985.25,7006.24,209.04,55.39,7243.25,30.31,Critical
FOOD_0442,10.21,1123.34,1626.66,945.33,4239.32,78.5,34.09,4549.01,26.08,Critical
FOOD_0443,10.64,1155.55,2963.9,348.22,7977.1,260.47,41.73,10276.27,35.0,Critical
FOOD_0444,10.34,1199.36,3012.67,691.22,3276.65,305.72,32.78,2820.38,38.79,Moderate
FOOD_0445,9.31,746.5,3227.41,970.56,5907.19,85.54,46.51,5504.29,37.65,Critical
FOOD_0446,10.68,779.15,3942.74,360.01,3406.15,128.14,40.37,4080.95,32.36,Moderate
FOOD_0447,9.95,1370.14,2943.53,981.22,7053.14,172.27,39.59,7227.51,35.49,Critical
FOOD_0448,9.89,967.18,3846.08,867.37,4058.86,120.11,11.25,4422.67,38.81,Critical
FOOD_0449,9.34,713.28,1722.95,504.3,7954.65,211.76,6.61,9863.48,26.22,Critical
FOOD_0450,11.68,1192.62,3792.72,1012.6,4662.77,103.91,6.46,5303.74,29.8,Critical
FOOD_0451,11.98,1191.8,3106.01,812.31,4755.9,85.42,52.34,5373.35,25.96,Critical
FOOD_0452,9.22,1271.4,1592.54,916.33,4442.5,92.85,10.72,5008.24,25.71,Critical
FOOD_0453,9.01,507.44,3646.22,483.15,7990.76,288.0,57.81,8701.68,29.55,Critical
FOOD_0454,9.23,636.25,1515.74,1043.99,5384.66,92.48,46.0,6453.41,37.41,Critical
FOOD_0455,11.39,519.06,1577.35,1080.92,5535.39,384.71,24.44,4563.17,37.74,Critical
FOOD_0456,10.9,650.98,2403.04,1052.04,6966.44,230.93,49.36,6131.85,31.3,Critical
FOOD_0457,11.97,1120.0,2506.58,1131.37,6483.53,101.29,16.37,7348.47,32.88,Critical
FOOD_0458,11.68,750.88,3635.29,736.81,6337.53,242.55,45.99,7127.34,31.71,Critical
FOOD_0459,11.11,760.48,3037.1,700.35,5428.54,270.83,52.36,6158.44,32.37,Critical
FOOD_0460,9.03,1102.69,2688.21,1023.09,4338.48,378.19,58.51,4192.81,36.78,Critical
FOOD_0461,10.5,1045.8,3915.32,1034.84,3569.02,60.89,10.64,3546.1,35.8,Critical
FOOD_0462,10.69,1217.99,2546.12,1056.34,4959.25,71.19,34.07,4565.15,27.58,Critical
FOOD_0463,11.39,1139.79,2019.93,484.85,3963.8,158.71,45.9,4145.61,29.24,Moderate
FOOD_0464,10.63,673.92,3510.85,803.29,6220.34,318.35,41.72,7107.3,24.73,Critical
FOOD_0465,11.6,837.49,3115.96,424.52,6099.49,98.47,13.52,7546.24,33.73,Critical
FOOD_0466,11.46,718.79,3164.41,621.31,5504.79,169.62,59.49,6953.62,37.96,Critical
FOOD_0467,10.24,774.37,3839.48,865.8,4452.91,143.58,7.27,4891.32,38.46,Critical
FOOD_0468,9.37,2658.77,4634.59,1416.57,4415.74,262.94,9.29,5044.9,38.26,Critical
FOOD_0469,10.75,563.69,3764.57,1156.01,4147.38,389.57,5.13,3672.69,39.03,Critical
FOOD_0470,11.07,1374.38,1680.38,1090.47,7556.91,279.2,33.17,9164.57,34.89,Critical
FOOD_0471,11.38,1196.67,3310.38,746.9,3341.76,126.08,28.92,3150.46,35.16,Moderate
FOOD_0472,9.81,883.28,2750.58,1048.19,6503.44,64.9,23.23,7296.14,27.38,Critical
FOOD_0473,10.78,757.98,1621.47,938.36,3893.15,368.43,27.18,3286.62,38.19,Moderate
FOOD_0474,9.42,1282.1,1603.3,960.27,5634.73,369.17,19.16,4936.06,25.84,Critical
FOOD_0475,11.0,701.19,3291.85,709.62,4815.24,228.11,19.8,4833.31,38.56,Critical
FOOD_0476,10.99,1011.43,1507.94,885.7,4285.38,132.19,38.66,3487.77,36.9,Critical
FOOD_0477,9.09,1478.29,3838.84,445.68,5380.12,115.39,58.31,5630.22,30.96,Critical
FOOD_0478,10.71,622.58,2525.43,1033.54,7411.37,108.78,12.13,7954.07,36.1,Critical
FOOD_0479,10.55,1212.69,3643.05,680.66,3563.09,236.06,15.56,3597.6,29.04,Moderate
FOOD_0480,9.42,1102.38,3613.9,391.1,7382.1,277.91,51.23,8723.33,29.09,Critical
FOOD_0481,9.44,1258.44,3287.36,1142.48,4710.08,358.48,33.11,5254.04,36.01,Critical
FOOD_0482,9.9,1175.69,1595.87,1043.0,5590.1,379.8,9.08,5918.18,34.32,Critical
FOOD_0483,10.52,682.47,3305.21,443.71,6173.78,201.22,39.99,6921.94,27.18,Critical
FOOD_0484,10.26,1211.87,2746.69,379.69,6740.1,86.64,15.88,5513.34,24.31,Critical
FOOD_0485,11.01,1405.47,3372.33,937.65,5255.21,250.23,53.42,4550.51,28.89,Critical
FOOD_0486,9.17,633.62,2356.81,1083.41,3061.8,176.23,55.43,3325.34,36.97,Critical
FOOD_0487,11.47,593.35,2875.09,811.31,5394.0,295.0,33.03,6423.03,33.77,Critical
FOOD_0488,11.69,1202.53,3076.75,1135.42,3455.73,118.86,28.23,3322.3,28.36,Critical
FOOD_0489,9.39,1257.12,1927.2,348.89,6257.69,184.26,14.5,7961.5,35.37,Critical
FOOD_0490,9.05,802.09,3536.48,602.14,7395.5,229.6,25.36,8509.3,36.64,Critical
FOOD_0491,11.94,571.93,1780.77,1167.91,3484.7,359.96,38.66,4089.15,27.42,Critical
FOOD_0492,9.53,1285.2,3066.16,351.23,7280.16,116.28,36.11,6713.58,38.12,Critical
FOOD_0493,11.2,999.23,3696.65,782.35,6474.97,70.34,39.1,5416.71,28.18,Critical
FOOD_0494,9.95,565.53,3813.14,689.38,7566.92,133.9,45.41,9085.24,28.31,Critical
FOOD_0495,9.43,873.14,2533.24,1036.02,7304.62,355.43,23.44,6315.62,26.19,Critical
FOOD_0496,10.3,935.13,2721.32,1085.92,6913.48,234.86,32.29,7367.6,38.91,Critical
FOOD_0497,11.83,841.47,2831.02,648.21,3094.69,156.69,33.86,3756.12,30.4,Moderate
FOOD_0498,10.55,2610.26,6256.42,2258.04,5820.86,158.16,43.3,7381.31,35.87,Critical
FOOD_0499,10.41,1236.48,2659.95,538.07,4910.51,173.73,17.37,5192.24,27.86,Critical
FOOD_0500,9.65,1021.95,2512.29,447.31,5148.17,376.63,52.67,6327.53,28.57,Critical
