Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PHARMA_RND__0406,4.19,1076.32,303.54,446.11,5619.95
PHARMA_RND__0407,5.65,2100.65,758.48,175.97,3872.01
PHARMA_RND__0408,4.2,2409.68,920.62,97.68,7458.94
PHARMA_RND__0409,6.52,3218.0,627.37,100.51,7222.4
PHARMA_RND__0410,9.37,1855.51,1136.56,181.05,5349.39
PHARMA_RND__0411,9.9,5366.27,1036.9,326.38,3948.79
PHARMA_RND__0412,7.82,4524.56,632.66,411.94,3760.34
PHARMA_RND__0413,4.97,1426.0,1181.33,454.66,2200.51
PHARMA_RND__0414,9.44,4250.46,1043.3,330.69,6894.93
PHARMA_RND__0415,7.1,4268.28,1028.68,52.53,4702.3
PHARMA_RND__0416,4.92,5781.11,919.46,133.84,3950.8
PHARMA_RND__0417,9.53,1015.1,214.81,94.88,4826.66
PHARMA_RND__0418,8.54,2239.66,1105.46,213.5,6912.43
PHARMA_RND__0419,8.39,5638.96,688.85,275.61,2747.69
PHARMA_RND__0420,8.26,5660.67,1425.39,69.53,7145.94
PHARMA_RND__0421,5.2,4602.93,1263.38,206.82,7385.05
PHARMA_RND__0422,5.27,4828.82,964.0,130.63,7680.25
PHARMA_RND__0423,8.13,1457.41,527.84,341.18,4384.93
PHARMA_RND__0424,5.32,3569.38,464.83,258.92,3302.84
PHARMA_RND__0425,6.63,2157.91,642.5,272.89,4241.84
PHARMA_RND__0426,8.69,1906.09,819.54,242.46,3997.47
PHARMA_RND__0427,8.7,5051.52,584.89,480.21,3056.92
PHARMA_RND__0428,6.72,1675.19,869.41,146.63,5643.6
PHARMA_RND__0429,8.75,3343.26,414.98,282.5,4859.74
PHARMA_RND__0430,9.03,5692.89,1471.03,381.21,7194.21
PHARMA_RND__0431,7.93,1929.16,340.3,300.58,2192.66
PHARMA_RND__0432,5.37,5889.97,1411.53,468.06,5863.21
PHARMA_RND__0433,5.64,5971.44,1387.65,220.09,6577.69
PHARMA_RND__0434,5.89,3778.09,882.97,258.65,6556.92
PHARMA_RND__0435,4.7,1850.71,1142.38,89.84,7316.44
PHARMA_RND__0436,5.64,2580.52,766.86,324.05,6374.2
PHARMA_RND__0437,5.26,3122.46,1019.04,179.7,7566.86
PHARMA_RND__0438,6.73,2546.62,642.75,122.14,3995.94
PHARMA_RND__0439,9.45,2403.18,591.51,295.04,5019.26
PHARMA_RND__0440,4.63,5861.15,951.7,289.54,2084.48
PHARMA_RND__0441,8.32,1766.82,847.57,84.14,2041.75
PHARMA_RND__0442,8.12,4666.64,953.4,364.2,3440.76
PHARMA_RND__0443,4.57,1002.05,572.66,330.7,2604.84
PHARMA_RND__0444,9.54,3980.91,677.05,135.06,3561.27
PHARMA_RND__0445,7.41,5579.72,309.07,261.25,3062.26
PHARMA_RND__0446,6.18,2439.67,267.96,374.15,2171.12
PHARMA_RND__0447,8.54,1927.63,529.49,288.25,7455.82
PHARMA_RND__0448,5.54,4258.4,296.52,227.97,2049.34
PHARMA_RND__0449,8.16,4563.01,334.91,195.05,6416.49
PHARMA_RND__0450,4.24,4440.15,1256.81,324.68,2912.89
PHARMA_RND__0451,9.04,2596.58,250.54,472.6,7473.38
PHARMA_RND__0452,6.69,2261.01,1056.63,352.29,7356.78
PHARMA_RND__0453,7.82,5779.59,554.33,83.64,5923.41
PHARMA_RND__0454,5.33,5616.5,1333.01,257.31,6033.4
PHARMA_RND__0455,8.06,3286.58,830.49,450.87,2032.03
PHARMA_RND__0456,8.63,5230.97,597.25,92.51,7909.23
PHARMA_RND__0457,6.84,3261.62,872.93,494.99,7267.0
PHARMA_RND__0458,7.71,3121.95,696.55,477.08,7370.64
PHARMA_RND__0459,6.74,1783.81,933.59,85.22,5955.47
PHARMA_RND__0460,9.36,3132.03,348.89,470.04,4068.72
PHARMA_RND__0461,6.99,3687.08,1496.09,213.41,7361.89
PHARMA_RND__0462,9.05,1112.52,753.22,430.12,3749.1
PHARMA_RND__0463,8.81,3220.57,652.7,238.27,5376.27
PHARMA_RND__0464,6.46,4906.78,1123.27,248.38,2598.39
PHARMA_RND__0465,5.38,4400.23,673.07,335.41,7531.73
PHARMA_RND__0466,6.44,4175.78,1283.26,398.51,2844.62
PHARMA_RND__0467,8.96,5547.78,790.55,65.21,3349.38
PHARMA_RND__0468,5.37,1090.16,1135.43,316.92,5348.8
PHARMA_RND__0469,7.15,3785.24,339.69,134.03,6584.56
PHARMA_RND__0470,8.84,4936.74,1299.95,205.68,5716.11
PHARMA_RND__0471,6.12,3706.68,1156.43,206.59,3392.8
PHARMA_RND__0472,7.85,2619.48,475.23,261.08,2005.66
PHARMA_RND__0473,5.47,1681.25,388.87,200.36,6542.9
PHARMA_RND__0474,4.66,5437.82,611.18,98.31,7911.24
PHARMA_RND__0475,8.77,3353.81,1468.89,115.53,6859.48
PHARMA_RND__0476,4.59,5390.58,533.88,65.05,4761.24
PHARMA_RND__0477,5.63,3929.26,792.97,261.61,7422.6
PHARMA_RND__0478,9.13,4370.96,239.03,479.5,4459.09
PHARMA_RND__0479,6.08,5021.31,716.4,102.05,5149.6
PHARMA_RND__0480,9.84,4295.78,942.72,475.82,4862.78
PHARMA_RND__0481,9.88,2990.27,1439.06,380.01,4685.74
PHARMA_RND__0482,5.61,3568.17,871.76,336.87,6651.14
PHARMA_RND__0483,4.25,5015.23,1264.84,340.37,5160.61
PHARMA_RND__0484,8.23,2868.25,911.27,422.03,3900.3
PHARMA_RND__0485,6.71,2940.61,253.02,98.11,3548.95
PHARMA_RND__0486,4.6,1478.45,609.51,277.14,2226.48
PHARMA_RND__0487,8.25,5572.92,948.21,363.69,5499.17
PHARMA_RND__0488,4.19,1455.18,1435.77,314.07,3379.77
PHARMA_RND__0489,9.22,4241.05,1316.87,424.75,2888.8
PHARMA_RND__0490,4.83,3065.97,496.86,82.52,5922.98
PHARMA_RND__0491,4.76,3028.1,486.14,360.82,6087.26
PHARMA_RND__0492,5.05,4397.76,461.52,290.31,6512.93
PHARMA_RND__0493,9.76,1335.47,1399.25,220.62,5021.46
PHARMA_RND__0494,8.16,3968.53,1308.47,203.12,7364.33
PHARMA_RND__0495,8.81,4860.16,1207.35,329.37,7618.06
PHARMA_RND__0496,6.39,5141.06,710.56,450.95,6844.23
PHARMA_RND__0497,6.02,1852.65,855.69,273.28,5813.56
PHARMA_RND__0498,5.41,5487.1,803.63,421.13,3822.33
PHARMA_RND__0499,6.88,4280.73,529.42,230.97,7897.67
PHARMA_RND__0500,7.31,5409.27,856.54,96.08,3644.82
PHARMA_RND__0501,7.79,3426.4,239.65,77.68,3215.94
PHARMA_RND__0502,5.54,3710.17,371.35,73.1,4652.92
PHARMA_RND__0503,9.69,5595.19,1352.57,221.07,2341.04
PHARMA_RND__0504,5.02,5499.55,1177.18,201.76,7870.97
