Sample ID,pH,COD (mg/L),BOD (mg/L),TSS (mg/L),TDS (mg/L)
PHARMA_FORM_0400,6.76,885.66,727.6,373.46,1397.8
PHARMA_FORM_0401,6.81,2641.66,750.44,337.54,2346.23
PHARMA_FORM_0402,7.78,2162.96,296.31,561.22,1767.22
PHARMA_FORM_0403,8.04,2039.47,950.82,136.37,2095.7
PHARMA_FORM_0404,6.45,2174.15,344.95,240.3,2180.07
PHARMA_FORM_0405,6.93,2701.75,698.2,274.97,1381.14
PHARMA_FORM_0406,8.25,2091.26,378.14,491.21,1537.28
PHARMA_FORM_0407,8.02,2078.09,445.77,596.26,2242.4
PHARMA_FORM_0408,8.46,2979.49,637.17,220.34,1417.53
PHARMA_FORM_0409,7.89,2464.81,533.75,537.15,2149.69
PHARMA_FORM_0410,6.98,1773.05,328.18,515.31,2399.69
PHARMA_FORM_0411,7.48,2356.27,336.75,212.33,1859.46
PHARMA_FORM_0412,7.65,1656.31,534.52,299.67,2060.77
PHARMA_FORM_0413,6.2,1303.53,805.83,304.84,2168.67
PHARMA_FORM_0414,7.36,2113.07,918.37,589.11,2236.57
PHARMA_FORM_0415,7.77,2842.0,267.3,190.45,1471.59
PHARMA_FORM_0416,6.42,2844.11,514.48,499.58,887.15
PHARMA_FORM_0417,7.95,1552.19,280.2,267.1,1483.19
PHARMA_FORM_0418,7.46,1960.89,213.27,465.44,1945.39
PHARMA_FORM_0419,8.38,1265.6,729.37,310.01,1565.6
PHARMA_FORM_0420,6.11,2990.39,681.96,389.18,2073.24
PHARMA_FORM_0421,6.66,2958.46,330.42,516.31,1406.87
PHARMA_FORM_0422,7.5,2228.92,387.05,502.08,1879.07
PHARMA_FORM_0423,6.74,2569.71,218.97,533.21,1116.91
PHARMA_FORM_0424,7.79,2373.22,867.96,129.81,2073.93
PHARMA_FORM_0425,7.9,2104.95,979.75,446.03,1727.68
PHARMA_FORM_0426,6.26,917.37,308.37,169.99,1146.91
PHARMA_FORM_0427,7.28,1800.48,385.18,307.91,1296.25
PHARMA_FORM_0428,7.27,2284.53,894.73,374.29,2072.63
PHARMA_FORM_0429,6.92,2290.57,941.17,301.37,1620.42
PHARMA_FORM_0430,8.33,1620.87,535.7,359.81,1167.25
PHARMA_FORM_0431,8.07,2871.72,240.5,598.26,2444.36
PHARMA_FORM_0432,7.74,1168.19,231.51,167.61,2015.71
PHARMA_FORM_0433,7.79,1900.79,659.16,437.73,2427.13
PHARMA_FORM_0434,7.15,2319.94,514.32,298.0,1526.08
PHARMA_FORM_0435,8.3,2333.7,222.92,166.5,1607.67
PHARMA_FORM_0436,7.74,2227.01,666.6,179.37,2326.52
PHARMA_FORM_0437,7.82,1405.63,209.04,574.64,1692.58
PHARMA_FORM_0438,8.15,1143.65,829.9,539.8,2002.37
PHARMA_FORM_0439,6.69,2199.07,445.15,553.52,1228.69
PHARMA_FORM_0440,8.02,2118.46,232.21,595.77,1559.43
PHARMA_FORM_0441,6.49,1194.58,670.68,204.16,1009.86
PHARMA_FORM_0442,6.86,2351.31,518.15,277.72,1150.17
PHARMA_FORM_0443,6.84,1801.38,979.04,434.61,801.6
PHARMA_FORM_0444,8.45,2269.07,635.36,341.9,866.75
PHARMA_FORM_0445,8.14,2642.21,420.19,309.19,2461.38
PHARMA_FORM_0446,7.75,1173.4,767.55,278.91,1212.0
PHARMA_FORM_0447,7.82,842.12,417.19,396.89,1927.63
PHARMA_FORM_0448,7.41,2514.03,923.39,387.8,2226.47
PHARMA_FORM_0449,8.37,2141.33,499.78,180.73,1736.12
PHARMA_FORM_0450,7.24,2339.21,639.89,335.87,1060.35
PHARMA_FORM_0451,6.95,2643.94,240.46,376.74,2037.8
PHARMA_FORM_0452,6.41,2566.18,540.9,385.14,1820.43
PHARMA_FORM_0453,7.97,2914.02,865.89,205.05,2043.13
PHARMA_FORM_0454,7.84,1979.06,844.52,471.14,2108.57
PHARMA_FORM_0455,6.96,1874.69,379.45,112.6,2458.2
PHARMA_FORM_0456,6.06,1684.15,380.86,277.42,1775.06
PHARMA_FORM_0457,8.1,1138.12,853.84,490.11,1380.79
PHARMA_FORM_0458,6.03,2059.74,944.32,381.95,1902.39
PHARMA_FORM_0459,7.76,1409.43,276.29,230.58,916.35
PHARMA_FORM_0460,8.43,2826.88,560.05,447.48,2325.58
PHARMA_FORM_0461,7.09,2083.02,469.96,383.7,1002.95
PHARMA_FORM_0462,6.59,2104.25,896.55,498.12,1357.33
PHARMA_FORM_0463,7.76,1580.83,266.82,467.51,2186.77
PHARMA_FORM_0464,8.04,914.38,368.9,405.05,1815.43
PHARMA_FORM_0465,7.37,869.84,801.97,344.09,1469.18
PHARMA_FORM_0466,8.42,1731.34,241.04,166.59,1604.84
PHARMA_FORM_0467,6.13,986.04,594.03,230.67,2252.73
PHARMA_FORM_0468,7.26,2135.06,553.69,309.55,1378.01
PHARMA_FORM_0469,7.8,2738.14,467.52,399.65,2278.4
PHARMA_FORM_0470,8.16,2742.41,515.66,356.85,949.83
PHARMA_FORM_0471,6.45,2249.9,623.95,244.09,2120.56
PHARMA_FORM_0472,8.0,1264.71,329.09,103.23,2240.83
PHARMA_FORM_0473,7.38,2698.59,657.6,348.12,1109.09
PHARMA_FORM_0474,6.99,2749.41,844.35,242.81,1531.59
PHARMA_FORM_0475,6.33,1232.64,808.13,467.3,1081.35
PHARMA_FORM_0476,8.16,2422.34,323.12,111.97,2001.23
PHARMA_FORM_0477,6.39,1430.34,319.4,392.41,1710.09
PHARMA_FORM_0478,6.77,2565.81,414.54,570.74,1880.05
PHARMA_FORM_0479,6.73,2993.92,488.86,187.2,1134.03
PHARMA_FORM_0480,8.18,866.06,526.76,335.82,1159.97
PHARMA_FORM_0481,7.68,2774.2,743.76,145.71,870.55
PHARMA_FORM_0482,7.99,2169.79,245.34,412.84,1347.51
PHARMA_FORM_0483,6.63,2941.44,227.74,375.27,1751.57
PHARMA_FORM_0484,7.56,1823.02,513.53,303.68,2258.49
PHARMA_FORM_0485,7.43,2664.25,757.73,360.69,1933.78
PHARMA_FORM_0486,8.08,937.27,354.75,548.29,1540.17
PHARMA_FORM_0487,8.27,1537.61,713.2,198.15,2420.3
PHARMA_FORM_0488,6.03,947.44,407.86,111.28,2022.72
PHARMA_FORM_0489,7.69,2945.75,908.87,530.83,2381.28
PHARMA_FORM_0490,6.13,2597.34,916.55,388.56,1696.9
PHARMA_FORM_0491,7.37,2675.6,437.83,545.33,1240.14
PHARMA_FORM_0492,6.72,2863.52,384.0,398.47,889.81
PHARMA_FORM_0493,6.77,987.23,529.04,505.08,2034.34
PHARMA_FORM_0494,6.88,1648.31,392.43,314.84,1006.22
PHARMA_FORM_0495,7.55,956.28,737.91,474.93,1314.72
PHARMA_FORM_0496,6.84,1263.74,860.85,556.52,1705.2
PHARMA_FORM_0497,7.83,1304.6,738.47,386.06,1759.51
PHARMA_FORM_0498,7.01,1832.04,859.48,190.39,1820.99
PHARMA_FORM_0499,6.17,1390.84,517.59,234.4,1082.63
PHARMA_FORM_0500,7.96,1022.15,325.05,199.32,1445.55
PHARMA_FORM_0501,6.71,1168.48,790.36,223.43,1849.23
PHARMA_FORM_0502,7.08,1124.01,488.38,253.21,2448.69
PHARMA_FORM_0503,7.71,2940.77,737.02,377.57,2036.97
PHARMA_FORM_0504,6.83,2470.44,416.52,394.0,2368.43
