Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Status
MOL-469,7.2,910,3700,280,0,Secondary Treated
MOL-470,7.28,1000,4000,300,0,Secondary Treated
MOL-471,6.8,640,2200,180,0,Secondary Treated
MOL-472,6.88,730,2500,200,0,Secondary Treated
MOL-473,6.96,820,2800,220,0,Secondary Treated
MOL-474,7.04,910,3100,240,0,Secondary Treated
MOL-475,7.12,1000,3400,260,0,Secondary Treated
MOL-476,7.2,640,3700,280,0,Secondary Treated
MOL-477,7.28,730,4000,300,0,Secondary Treated
MOL-478,6.8,820,2200,180,0,Secondary Treated
MOL-479,6.88,910,2500,200,0,Secondary Treated
MOL-480,6.96,1000,2800,220,0,Secondary Treated
MOL-481,7.04,640,3100,240,0,Secondary Treated
MOL-482,7.12,730,3400,260,0,Secondary Treated
MOL-483,7.2,820,3700,280,0,Secondary Treated
MOL-484,7.28,910,4000,300,0,Secondary Treated
MOL-485,6.8,1000,2200,180,0,Secondary Treated
MOL-486,6.88,640,2500,200,0,Secondary Treated
MOL-487,6.96,730,2800,220,0,Secondary Treated
MOL-488,7.04,820,3100,240,0,Secondary Treated
MOL-489,7.12,910,3400,260,0,Secondary Treated
MOL-490,7.2,1000,3700,280,0,Secondary Treated
MOL-491,7.28,640,4000,300,0,Secondary Treated
MOL-492,6.8,730,2200,180,0,Secondary Treated
MOL-493,6.88,820,2500,200,0,Secondary Treated
MOL-494,6.96,910,2800,220,0,Secondary Treated
MOL-495,7.04,1000,3100,240,0,Secondary Treated
MOL-496,7.12,640,3400,260,0,Secondary Treated
MOL-497,7.2,730,3700,280,0,Secondary Treated
MOL-498,7.28,820,4000,300,0,Secondary Treated
MOL-499,6.8,910,2200,180,0,Secondary Treated
MOL-500,6.88,1000,2500,200,0,Secondary Treated
