Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
COTT_0292,10.15,543.74,1807.51,802.78,5059.0,5891.64,41.05,2129.45,Critical
COTT_0293,10.38,929.93,3182.42,547.84,4837.88,5778.81,36.93,2016.11,Critical
COTT_0294,10.64,1357.56,3791.59,687.89,4913.2,5360.79,35.42,1542.58,Critical
COTT_0295,10.41,1188.41,2436.38,450.17,5583.18,4864.61,45.8,930.11,Critical
COTT_0296,9.31,525.45,3114.56,873.21,5043.62,4215.74,36.19,846.92,Critical
COTT_0297,10.35,1105.78,2411.48,496.1,8928.22,9169.29,41.77,437.33,Critical
COTT_0298,9.97,803.63,4808.84,3075.89,5305.24,4347.63,28.62,1031.17,Critical
COTT_0299,9.92,789.24,3750.21,404.53,8735.51,8359.74,45.77,1547.06,Critical
COTT_0300,10.65,1484.01,2221.01,1165.02,5336.89,5298.23,34.81,1399.38,Critical
COTT_0301,9.31,1053.71,2854.26,985.71,8001.9,8163.7,34.05,722.4,Critical
COTT_0302,9.39,557.65,2356.12,543.22,8798.5,9492.3,34.95,1493.12,Critical
COTT_0303,9.28,944.04,3065.59,740.01,5410.67,7017.23,45.61,1596.17,Critical
COTT_0304,10.14,1120.66,2003.28,655.62,3236.76,3359.02,38.86,646.6,Critical
COTT_0305,10.93,1409.45,3305.36,780.05,8219.81,7112.82,43.81,399.57,Critical
COTT_0306,10.59,775.77,3692.73,1149.64,3892.78,4014.77,47.62,1260.18,Critical
COTT_0307,10.73,1088.73,2438.32,557.21,4219.34,4982.61,35.73,1327.06,Critical
COTT_0308,9.98,1077.28,3663.94,1182.67,5445.51,6609.54,43.29,1476.47,Critical
COTT_0309,10.91,700.47,1773.16,1068.57,5634.9,6894.21,45.86,249.9,Critical
COTT_0310,10.77,948.32,2776.08,863.93,8558.3,6928.44,37.54,1750.53,Critical
COTT_0311,10.45,1192.53,1836.09,569.46,5152.29,6194.18,33.58,605.69,Critical
COTT_0312,10.91,508.86,3994.55,909.14,7970.82,7550.84,28.29,1870.89,Critical
COTT_0313,10.67,1240.48,1857.13,978.09,7613.54,8597.74,43.32,2130.21,Critical
COTT_0314,10.23,588.6,2719.07,369.88,5445.26,5464.61,29.32,937.17,Critical
COTT_0315,9.22,1308.24,3869.22,365.08,8730.69,9265.78,33.99,284.47,Critical
COTT_0316,10.0,1294.52,3267.72,345.2,3437.41,3442.35,33.91,657.72,Critical
COTT_0317,9.56,1303.48,3823.07,664.59,8436.67,8105.51,37.53,642.47,Critical
COTT_0318,10.28,1478.98,3008.73,622.03,6886.9,5932.79,45.77,1307.4,Critical
COTT_0319,9.9,1085.86,3061.96,364.6,7095.7,6534.9,42.28,2074.08,Critical
COTT_0320,10.61,1052.5,2800.42,428.59,7652.08,7160.09,37.93,782.26,Critical
COTT_0321,9.27,1129.56,1635.83,973.78,4905.52,3924.75,38.22,212.44,Critical
COTT_0322,9.55,1206.98,1656.72,1055.4,3022.92,2791.4,42.82,859.05,Critical
COTT_0323,9.2,860.23,2175.98,1058.44,4880.09,5829.1,45.84,1141.16,Critical
COTT_0324,10.82,877.32,3910.2,380.36,7122.12,7456.2,35.75,1618.51,Critical
COTT_0325,10.41,906.87,4896.63,1561.45,6998.31,8979.0,43.22,2381.85,Critical
COTT_0326,10.56,1144.15,1620.47,624.05,8740.8,9179.59,36.65,1198.48,Critical
COTT_0327,9.42,868.71,2424.53,347.12,7605.41,7668.17,44.44,2140.84,Critical
COTT_0328,9.42,1157.35,2680.7,1092.14,4294.44,4890.97,40.16,808.72,Critical
COTT_0329,9.27,1151.64,3346.49,584.06,6869.0,6852.28,42.26,578.12,Critical
COTT_0330,10.78,787.41,2419.46,352.28,3669.07,3881.62,33.35,2105.15,Moderate
COTT_0331,9.03,879.09,2343.36,317.39,3746.21,3771.76,37.86,1070.3,Moderate
COTT_0332,10.06,1095.13,1524.81,717.69,8781.0,9303.61,41.55,848.47,Critical
COTT_0333,10.55,1272.92,2803.24,1178.41,3753.3,3034.44,43.4,2037.17,Critical
COTT_0334,9.24,765.58,1543.88,563.98,7638.85,8089.39,34.96,992.17,Critical
COTT_0335,9.0,799.8,3116.15,1176.77,8082.36,6561.24,45.97,1979.68,Critical
COTT_0336,10.56,958.0,2495.01,572.62,3394.17,3102.67,32.93,1261.78,Moderate
COTT_0337,10.49,973.81,1644.61,1162.01,8656.35,10323.52,47.83,1406.76,Critical
COTT_0338,10.93,575.61,2414.2,502.84,4175.0,3633.93,40.45,1975.17,Critical
COTT_0339,10.16,646.96,3527.81,872.36,5328.99,6059.41,33.2,928.46,Critical
COTT_0340,10.83,790.5,2674.97,1101.13,7246.33,6022.44,30.95,118.82,Critical
COTT_0341,10.26,947.67,1835.69,1162.14,6177.96,5689.57,38.01,1731.09,Critical
COTT_0342,9.15,774.7,3517.41,713.7,6279.46,6382.49,28.88,497.8,Critical
COTT_0343,9.89,1203.44,4778.88,3100.67,8887.16,10634.12,45.08,680.75,Critical
COTT_0344,10.99,1211.72,3952.86,812.59,4557.25,4641.55,39.87,275.4,Critical
COTT_0345,10.24,1481.18,1975.27,1013.34,8447.39,10743.82,47.2,1351.5,Critical
COTT_0346,10.95,1257.31,1904.18,729.21,7309.99,6752.02,40.81,1699.84,Critical
COTT_0347,9.33,1065.09,3429.07,749.01,3072.62,2471.98,35.14,2322.87,Critical
COTT_0348,9.46,1134.36,2055.19,589.5,8088.25,9418.21,29.91,1128.88,Critical
COTT_0349,9.06,980.89,3156.09,406.65,4733.31,4728.19,46.39,2483.81,Critical
COTT_0350,9.09,1261.01,2429.31,653.21,7525.59,9476.32,47.02,1485.09,Critical
COTT_0351,9.71,1287.55,2127.5,807.67,5151.47,5812.48,32.81,559.82,Critical
COTT_0352,10.84,601.8,2764.89,498.77,3233.58,2645.1,31.5,2180.25,Moderate
COTT_0353,9.56,1450.46,2954.06,692.95,6480.53,6858.66,43.18,777.99,Critical
COTT_0354,9.71,1394.09,3866.14,1103.3,5516.69,6565.87,37.53,1294.1,Critical
COTT_0355,9.41,1091.13,1965.34,598.41,8130.18,7345.93,29.42,265.62,Critical
COTT_0356,10.88,1006.92,2523.53,1029.79,8014.96,7743.22,41.87,1950.69,Critical
COTT_0357,10.31,651.6,3689.71,785.19,4694.83,4754.05,28.75,406.88,Critical
COTT_0358,10.53,500.01,2541.41,770.26,3327.81,4281.36,32.52,830.08,Moderate
COTT_0359,9.61,730.42,1503.68,956.41,8801.07,8027.87,41.26,1880.55,Critical
COTT_0360,10.7,922.63,2257.33,592.77,7275.73,8791.92,31.63,990.26,Critical
COTT_0361,10.8,1306.69,3962.15,978.82,5359.17,5870.0,41.22,288.29,Critical
COTT_0362,10.09,1209.32,1918.3,1002.57,6502.64,8298.09,28.85,736.78,Critical
COTT_0363,10.2,796.56,3286.06,983.1,3615.1,3820.9,38.18,986.27,Critical
COTT_0364,10.87,1327.51,3243.02,942.89,5770.3,7273.45,41.89,1849.55,Critical
COTT_0365,10.72,774.07,3517.68,475.72,5072.05,4908.76,47.57,2155.69,Critical
COTT_0366,10.4,1227.06,2905.18,1152.38,5977.55,5919.32,31.26,1986.89,Critical
COTT_0367,10.47,884.36,1562.98,1055.1,3068.51,3534.46,47.41,1150.39,Critical
COTT_0368,9.47,1204.87,3542.82,791.79,8802.21,7269.17,38.1,1824.29,Critical
COTT_0369,10.73,1215.91,6876.41,2238.51,5379.32,4657.72,45.31,477.46,Critical
COTT_0370,10.35,1296.68,2126.17,862.39,6430.48,7822.13,46.12,129.18,Critical
COTT_0371,10.35,551.84,2872.15,558.87,4840.66,4726.8,40.43,901.72,Critical
COTT_0372,10.47,904.53,1670.88,1005.38,4714.55,4791.79,41.71,897.89,Critical
COTT_0373,9.11,873.92,3861.12,877.56,7028.87,7845.21,31.98,1104.0,Critical
COTT_0374,10.5,601.37,2194.63,548.69,5592.11,7214.85,29.35,1344.88,Critical
COTT_0375,9.36,1470.68,1783.26,663.24,7427.31,8558.32,36.45,931.66,Critical
COTT_0376,9.8,764.28,2013.33,734.74,4611.2,4351.73,41.14,2424.49,Critical
COTT_0377,10.21,576.98,1688.96,1156.28,4783.74,4047.2,39.98,1596.76,Critical
COTT_0378,10.3,767.4,1537.78,1168.51,4505.36,5127.16,42.13,1564.02,Critical
COTT_0379,9.63,771.1,2994.17,1079.49,8680.4,7403.97,31.1,2367.37,Critical
COTT_0380,10.47,1382.99,2006.58,828.83,7206.84,8216.2,36.16,136.95,Critical
COTT_0381,10.17,753.1,2625.64,1161.82,5394.21,6580.4,31.77,1713.91,Critical
COTT_0382,10.95,601.89,1520.8,690.22,3555.75,4175.13,46.29,1141.65,Moderate
COTT_0383,9.52,934.4,3308.62,308.15,6536.72,7233.83,40.75,680.85,Critical
COTT_0384,10.43,591.39,1998.18,1089.72,7432.34,5996.95,32.97,614.58,Critical
COTT_0385,9.54,747.56,1656.32,713.05,7396.4,8160.94,41.46,294.76,Critical
COTT_0386,10.9,1338.49,3512.73,1040.69,8596.26,9216.28,32.01,1580.28,Critical
COTT_0387,10.49,1237.92,2803.62,361.61,5226.68,6587.62,39.69,1392.0,Critical
COTT_0388,9.54,868.45,3738.37,899.82,7724.32,7934.21,40.6,696.12,Critical
COTT_0389,10.41,927.6,2606.36,884.39,8617.68,7169.94,44.49,801.72,Critical
COTT_0390,9.89,521.91,2252.62,752.37,3337.06,3489.06,46.54,352.94,Moderate
COTT_0391,10.53,909.67,3137.93,534.21,3956.95,3483.03,29.41,545.55,Critical
COTT_0392,10.33,1381.69,3535.31,916.62,3662.59,3459.66,34.2,699.9,Critical
COTT_0393,10.03,1035.55,2392.21,618.41,7971.33,9522.92,34.16,2293.09,Critical
COTT_0394,10.91,826.74,2386.06,755.07,8646.72,10706.02,30.05,1042.55,Critical
COTT_0395,10.11,2117.15,4284.52,1867.5,7061.64,8607.82,45.18,1896.05,Critical
COTT_0396,10.35,679.25,3234.87,506.64,3705.31,3270.46,28.04,1824.98,Critical
COTT_0397,10.46,1014.93,1903.41,375.2,3114.77,2749.95,45.82,679.69,Critical
COTT_0398,9.71,605.35,2055.9,767.3,6646.52,6132.59,29.15,1038.48,Critical
COTT_0399,9.47,719.55,3899.66,854.67,6341.27,6391.29,36.58,1398.17,Critical
COTT_0400,10.39,1202.15,1929.23,750.1,5471.75,6759.05,40.63,1378.01,Critical
COTT_0401,9.23,1105.64,1793.01,603.49,3857.05,4420.32,32.13,1040.46,Critical
COTT_0402,10.79,704.32,2769.51,677.34,3108.74,3719.23,29.38,1238.21,Moderate
COTT_0403,10.12,1128.43,3221.58,527.95,3059.87,3554.72,38.71,2106.68,Critical
COTT_0404,10.64,1343.33,2712.74,600.27,7749.35,7948.1,31.67,2151.94,Critical
COTT_0405,10.77,966.31,1689.25,649.04,7821.23,9783.48,32.07,260.74,Critical
COTT_0406,10.75,889.4,2854.4,1171.26,3399.39,3821.45,29.48,1001.13,Critical
COTT_0407,10.61,933.47,3992.96,803.15,4926.97,4483.82,35.01,994.08,Critical
COTT_0408,9.14,869.57,2660.6,950.46,6940.38,8011.86,28.17,622.4,Critical
COTT_0409,10.32,983.99,1513.28,1024.05,7636.86,8203.59,29.33,1939.64,Critical
COTT_0410,10.17,1281.96,3379.37,1022.7,6108.05,5314.99,41.42,1589.14,Critical
COTT_0411,10.48,669.88,1987.44,1101.37,7499.87,9405.69,43.17,1533.17,Critical
COTT_0412,10.31,1389.13,2947.02,869.15,3938.86,4084.44,42.33,750.26,Critical
COTT_0413,9.4,813.83,2103.75,493.42,5549.11,6958.14,38.14,551.01,Critical
COTT_0414,9.15,1196.16,2457.0,1039.65,6957.06,8335.4,33.44,1761.66,Critical
COTT_0415,9.53,1439.07,3090.94,592.06,4617.07,4134.42,41.89,624.92,Critical
COTT_0416,10.19,1428.61,8040.07,2220.39,7668.15,9051.68,31.75,312.12,Critical
COTT_0417,9.06,759.58,1584.19,1091.27,4460.38,4811.27,28.78,1700.43,Critical
COTT_0418,9.65,1397.92,3720.3,592.76,8405.77,10911.35,44.51,2127.69,Critical
COTT_0419,9.5,1076.7,1668.14,385.43,8993.36,8663.48,42.96,2036.0,Critical
COTT_0420,10.72,1497.63,2103.74,336.32,5467.15,4729.31,28.45,965.02,Critical
COTT_0421,10.57,1066.18,2281.94,888.91,4392.11,3545.27,43.29,1596.98,Critical
COTT_0422,10.52,538.94,3592.8,857.57,6380.37,7096.93,45.29,1508.65,Critical
COTT_0423,10.16,1490.68,3391.83,698.06,7244.38,7205.37,32.58,1532.44,Critical
COTT_0424,10.86,1429.14,2354.76,774.91,4269.82,5541.44,47.62,1658.82,Critical
COTT_0425,10.61,1215.1,2982.9,348.01,5728.59,6515.66,41.55,995.49,Critical
COTT_0426,10.88,667.36,2750.9,921.8,7182.81,8075.77,33.51,474.9,Critical
COTT_0427,10.27,1099.3,1948.39,934.63,5731.03,6498.3,44.75,507.35,Critical
COTT_0428,9.04,2432.7,6752.35,1608.85,8028.93,9646.0,47.22,1386.24,Critical
COTT_0429,10.15,777.01,3803.27,824.87,6557.04,6409.26,29.04,176.19,Critical
COTT_0430,9.85,584.57,3017.12,1092.88,8297.49,9372.2,32.22,2171.19,Critical
COTT_0431,10.77,696.65,3343.57,557.87,7815.84,10149.8,28.6,2253.68,Critical
COTT_0432,10.25,1473.38,2662.52,1062.65,3374.36,3265.16,29.34,2440.82,Critical
COTT_0433,10.63,1352.55,3844.91,376.59,5313.59,4439.6,32.22,650.48,Critical
COTT_0434,9.94,768.56,1752.45,450.74,3883.65,4996.46,43.19,2422.63,Moderate
COTT_0435,9.88,778.37,3495.73,593.63,4796.3,4394.62,30.59,715.51,Critical
COTT_0436,9.71,1173.99,1656.41,489.46,7854.14,6860.28,34.85,2175.18,Critical
COTT_0437,9.31,582.74,2711.34,572.18,6380.45,7668.68,30.74,1493.68,Critical
COTT_0438,10.01,644.08,3060.0,546.28,5927.01,4985.42,37.19,835.51,Critical
COTT_0439,10.64,556.98,2546.52,712.59,7350.04,7990.55,41.34,1964.92,Critical
COTT_0440,10.72,813.88,2845.06,1056.1,8936.71,11124.06,35.43,568.4,Critical
COTT_0441,9.98,1241.64,2731.42,734.86,8029.38,7874.43,45.2,1076.33,Critical
COTT_0442,9.66,953.99,3406.12,413.4,4178.52,5330.63,31.51,1462.55,Critical
COTT_0443,10.16,989.62,3111.86,506.84,6315.97,6228.09,41.23,438.94,Critical
COTT_0444,10.14,685.27,2196.61,496.84,4097.03,4969.11,33.71,2325.1,Critical
COTT_0445,10.94,1071.26,1857.5,637.09,7786.39,7659.44,29.74,1436.28,Critical
COTT_0446,10.69,1295.93,1937.81,905.49,4323.03,3930.08,45.48,699.21,Critical
COTT_0447,9.53,500.65,3676.67,1013.34,6763.97,7948.56,31.04,1199.98,Critical
COTT_0448,9.7,593.78,2715.33,1128.67,3240.35,3064.5,32.15,671.55,Critical
COTT_0449,10.82,968.07,2665.75,984.52,3926.95,4098.29,36.6,1532.59,Critical
COTT_0450,11.0,1269.45,2494.66,1044.8,4024.25,3280.7,32.09,916.99,Critical
COTT_0451,10.02,1115.13,3776.51,758.87,6007.65,4957.04,28.7,1422.78,Critical
COTT_0452,9.88,1339.18,1901.7,322.47,5694.23,5231.51,28.99,1839.04,Critical
COTT_0453,9.22,1108.32,2202.62,456.15,5278.51,6338.03,35.84,1901.85,Critical
COTT_0454,9.25,1272.77,2092.33,909.65,6394.69,8086.55,35.75,258.8,Critical
COTT_0455,9.04,1326.86,2811.84,997.72,4406.55,4285.55,28.6,2407.58,Critical
COTT_0456,10.34,1433.21,2163.74,850.32,7071.0,6779.5,44.96,2373.19,Critical
COTT_0457,10.77,1239.07,2193.66,553.45,8780.16,7069.28,42.32,1794.99,Critical
COTT_0458,10.25,1490.11,2279.7,605.97,3473.64,3547.97,33.22,924.13,Critical
COTT_0459,10.67,1435.48,1964.33,635.26,8571.78,7122.33,29.85,490.7,Critical
COTT_0460,10.19,650.47,3920.19,702.04,6009.11,5548.39,37.42,1688.59,Critical
COTT_0461,10.5,1253.87,2944.73,1113.92,7904.45,9315.58,29.11,116.51,Critical
COTT_0462,9.42,1163.52,2527.99,662.17,8307.52,10365.97,46.18,853.31,Critical
COTT_0463,10.38,771.63,1976.52,466.17,5052.65,5128.33,44.62,387.74,Critical
COTT_0464,10.47,1031.45,2219.86,743.54,4799.65,5270.21,36.68,494.57,Critical
COTT_0465,9.23,1046.7,3756.03,609.56,7398.0,8354.79,46.63,2070.35,Critical
COTT_0466,10.13,1157.03,3745.97,659.57,4960.77,3995.43,44.53,2022.35,Critical
COTT_0467,9.21,1076.86,2659.95,406.84,8883.41,8060.34,29.34,1527.63,Critical
COTT_0468,10.48,532.44,3146.79,779.06,3619.59,3207.9,39.36,811.26,Critical
COTT_0469,10.88,1318.74,3958.92,533.7,8818.34,8956.06,34.95,220.84,Critical
COTT_0470,9.11,1192.01,2644.82,503.87,6683.82,6192.09,39.55,962.1,Critical
COTT_0471,10.65,1320.7,2693.38,615.74,5175.36,6225.22,34.56,601.74,Critical
COTT_0472,9.17,966.69,2705.33,1056.82,4327.43,4286.3,44.17,2076.7,Critical
COTT_0473,9.77,959.12,2258.21,1139.3,3711.86,4702.46,41.68,1375.77,Critical
COTT_0474,9.07,975.6,2519.37,445.1,6938.46,8919.91,39.24,1815.41,Critical
COTT_0475,9.14,917.67,1790.9,851.52,8630.89,9760.58,29.54,951.2,Critical
COTT_0476,10.1,903.21,3584.11,1033.2,6670.99,6582.46,33.11,354.1,Critical
COTT_0477,9.71,913.17,3189.56,892.34,3420.65,3412.54,31.64,476.35,Critical
COTT_0478,10.65,541.92,2547.96,451.38,8275.98,8925.81,32.63,1305.83,Critical
COTT_0479,10.46,1458.12,2051.12,1097.56,8605.82,10827.93,40.71,1611.57,Critical
COTT_0480,9.81,1252.4,2828.24,909.69,5570.75,6494.09,44.49,451.45,Critical
COTT_0481,10.67,1040.3,3611.66,688.17,5274.24,6632.52,33.02,2126.11,Critical
COTT_0482,9.97,2500.51,6739.77,1707.13,4951.27,4058.23,33.44,115.31,Critical
COTT_0483,10.46,845.81,3177.73,1024.89,8680.54,8681.46,43.67,738.23,Critical
COTT_0484,10.98,525.77,3008.82,893.56,7128.27,6131.69,46.77,534.84,Critical
COTT_0485,10.25,722.68,2268.04,791.81,5503.16,4843.4,31.42,1103.55,Critical
COTT_0486,10.51,1397.96,1710.32,653.79,3601.47,2911.05,41.23,1545.88,Critical
COTT_0487,9.33,733.81,1559.27,1051.45,8848.14,7677.79,32.63,2184.18,Critical
COTT_0488,10.85,919.63,1626.56,335.45,6443.7,6420.81,28.57,1499.81,Critical
COTT_0489,9.02,1287.37,2266.08,336.23,6530.11,6522.55,47.48,1406.08,Critical
COTT_0490,9.55,1209.44,2178.73,1113.82,5248.33,5641.61,29.01,1122.69,Critical
COTT_0491,10.66,1305.65,2060.8,503.47,7903.83,9999.92,29.91,1180.14,Critical
COTT_0492,9.67,1370.69,1708.81,490.01,7514.81,6204.58,37.85,1161.06,Critical
COTT_0493,9.67,894.57,2824.85,445.23,6431.98,7735.85,43.2,469.36,Critical
COTT_0494,9.3,1300.85,6116.64,1643.83,7078.18,5863.14,28.69,1040.59,Critical
COTT_0495,9.52,1386.09,3739.22,567.56,4379.96,4404.72,32.81,1713.72,Critical
COTT_0496,10.65,1173.09,3560.88,657.29,3937.9,4603.31,35.21,1711.05,Critical
COTT_0497,9.54,581.23,3981.45,440.58,8930.53,11508.24,43.88,1682.62,Critical
COTT_0498,10.16,1366.1,2223.6,720.91,6716.34,6753.92,36.55,892.68,Critical
COTT_0499,10.13,1350.57,2003.82,1140.99,7134.53,8644.46,39.12,1970.84,Critical
COTT_0500,9.03,1318.38,1600.35,1100.92,8951.78,8477.64,32.21,1936.87,Critical
