Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
TEXT_0282,8.1,2616.42,7344.13,1246.0,4353.53,4435.49,45.11,220.41,Critical
TEXT_0283,8.94,3159.76,8544.56,1039.22,3947.23,5119.9,30.22,1516.52,Critical
TEXT_0284,8.5,3348.96,10461.42,1208.23,2967.25,2928.28,30.78,2214.91,Critical
TEXT_0285,8.65,2942.33,9565.8,1057.75,3099.88,2990.91,30.74,1839.79,Critical
TEXT_0286,7.35,2814.86,9845.79,1005.23,3040.91,2911.37,34.4,1780.92,Critical
TEXT_0287,7.25,3106.86,10327.05,704.94,5376.66,6098.51,42.96,553.43,Critical
TEXT_0288,7.35,1743.91,7561.1,1373.03,5451.7,6884.0,29.17,127.74,Critical
TEXT_0289,8.54,1842.36,7338.55,1101.48,2909.65,3262.73,34.5,1618.52,Critical
TEXT_0290,8.83,1593.56,11516.11,1083.76,6191.71,5596.47,40.09,1069.33,Critical
TEXT_0291,8.7,2593.59,8461.61,1504.28,4008.47,3647.67,40.16,1597.67,Critical
TEXT_0292,7.97,2319.2,11716.87,1305.95,2942.41,2666.01,47.51,1843.52,Critical
TEXT_0293,9.01,1898.88,10193.07,1285.4,3678.76,3956.17,40.55,1254.72,Critical
TEXT_0294,8.82,3115.6,10954.2,1383.77,4452.33,4411.01,44.63,1276.48,Critical
TEXT_0295,7.54,2366.89,5992.95,1260.79,3843.69,3575.9,47.13,1964.51,Critical
TEXT_0296,8.73,2634.56,10874.21,1335.08,4895.09,6268.47,31.83,2364.11,Critical
TEXT_0297,7.88,2415.32,5859.18,1094.12,4944.83,6422.6,47.5,2419.35,Critical
TEXT_0298,7.77,3479.91,8188.35,1437.02,3365.28,3543.36,47.32,2372.88,Critical
TEXT_0299,8.5,3034.97,6234.99,1293.82,4972.2,4205.37,30.26,360.26,Critical
TEXT_0300,8.59,1525.94,8274.13,892.68,4702.02,5422.55,41.69,1337.25,Critical
TEXT_0301,8.02,2114.98,11033.37,863.94,3537.46,4144.69,35.2,2132.8,Critical
TEXT_0302,7.72,2814.47,5315.76,924.12,3872.92,4679.8,47.34,1206.12,Critical
TEXT_0303,8.81,2809.3,11771.7,1392.22,2809.91,3250.06,38.71,139.45,Critical
TEXT_0304,7.55,3320.04,11482.43,1378.74,6427.12,7733.58,28.2,790.8,Critical
TEXT_0305,7.07,1416.45,6531.89,1053.91,5890.13,7250.65,40.32,2327.62,Critical
TEXT_0306,8.1,3244.78,8178.46,804.95,6165.65,6128.46,38.07,889.27,Critical
TEXT_0307,8.46,3488.57,5178.59,1489.83,2515.7,2470.7,31.37,1917.62,Critical
TEXT_0308,7.11,2473.02,7064.48,647.04,5587.27,5077.2,32.47,760.18,Critical
TEXT_0309,8.29,2717.23,5123.22,766.06,4223.88,4080.22,45.68,1990.5,Critical
TEXT_0310,8.38,1977.5,9904.71,1428.0,4879.32,5817.28,42.98,1472.17,Critical
TEXT_0311,7.69,2915.3,6447.57,1357.44,5718.19,6925.14,37.46,561.95,Critical
TEXT_0312,7.22,2909.73,11203.83,1215.92,3076.64,3899.48,47.78,1140.11,Critical
TEXT_0313,8.31,2987.63,10154.73,1564.57,2959.53,3226.96,41.84,2236.24,Critical
TEXT_0314,8.92,3449.4,8584.55,1413.84,4209.13,4256.09,33.07,2063.77,Critical
TEXT_0315,9.17,1789.59,5392.92,1397.1,4980.92,6374.83,33.04,270.47,Critical
TEXT_0316,8.08,1396.57,6832.53,638.58,3396.53,2897.49,47.08,768.55,Critical
TEXT_0317,7.98,3266.81,9741.25,1179.84,5322.25,6463.4,45.55,1642.34,Critical
TEXT_0318,8.96,2431.41,6941.04,1468.08,4665.89,5846.68,28.8,1054.04,Critical
TEXT_0319,9.09,1774.2,11590.75,1549.29,6028.57,6521.91,40.94,2187.08,Critical
TEXT_0320,8.71,2649.22,11875.82,1254.24,6401.93,5305.24,30.78,1183.5,Critical
TEXT_0321,7.85,3000.29,6124.3,1573.7,3760.26,3814.64,33.49,1490.47,Critical
TEXT_0322,7.13,1544.26,10220.58,705.15,3442.06,4118.39,29.87,1149.94,Critical
TEXT_0323,7.05,1997.66,9892.87,599.11,6053.34,7595.43,30.1,2477.76,Critical
TEXT_0324,7.65,3113.35,10198.05,2763.39,5019.24,4849.04,44.73,1819.86,Critical
TEXT_0325,7.2,1904.04,8243.28,1047.79,4668.78,4436.8,41.35,1648.2,Critical
TEXT_0326,8.27,1461.65,8338.78,891.85,4464.15,5629.0,37.61,133.55,Critical
TEXT_0327,7.97,3087.49,10460.43,1064.73,3499.08,3612.96,39.27,2499.69,Critical
TEXT_0328,8.42,2796.81,8440.18,889.94,5751.81,6024.83,47.89,1197.09,Critical
TEXT_0329,7.15,2769.93,5326.49,775.55,3914.95,4579.48,37.88,168.75,Critical
TEXT_0330,8.36,2146.3,11452.84,1049.52,5335.9,4852.65,43.22,1830.29,Critical
TEXT_0331,8.99,1989.31,24219.46,3213.38,2880.66,2895.93,46.84,1146.24,Critical
TEXT_0332,8.28,2351.24,11795.93,642.62,6084.0,6969.95,33.18,2264.01,Critical
TEXT_0333,7.94,3072.72,7721.86,1436.02,5046.52,4393.11,40.99,559.23,Critical
TEXT_0334,7.91,1591.68,5154.11,733.08,4645.49,4834.94,38.03,694.45,Critical
TEXT_0335,8.51,2819.81,7505.77,1469.29,5076.09,5870.6,33.55,101.47,Critical
TEXT_0336,8.9,3091.58,5862.34,911.52,5145.36,5793.96,45.21,436.64,Critical
TEXT_0337,7.95,1423.62,7727.17,516.62,6093.09,6480.14,45.0,243.77,Critical
TEXT_0338,7.5,1796.57,7706.84,1383.15,4046.23,3651.02,29.3,290.78,Critical
TEXT_0339,8.67,2223.05,10083.27,1250.52,3041.45,2650.45,43.11,1831.04,Critical
TEXT_0340,7.83,1378.07,5084.69,816.97,2536.89,2321.35,36.39,391.4,Critical
TEXT_0341,7.23,3261.81,9098.29,1527.9,3883.3,4421.42,32.09,1584.02,Critical
TEXT_0342,7.29,1204.79,11520.72,1110.38,6207.76,6002.38,34.56,1061.57,Critical
TEXT_0343,8.55,4094.75,25911.51,951.87,5332.78,5147.01,31.6,1324.95,Critical
TEXT_0344,7.9,2140.27,7222.91,663.4,2517.49,3235.27,46.87,1260.76,Critical
TEXT_0345,9.19,2749.4,5482.0,629.49,6164.44,6873.51,44.86,2255.85,Critical
TEXT_0346,7.99,1311.61,6317.96,573.23,3254.96,3272.1,30.36,500.16,Critical
TEXT_0347,7.98,1982.39,8273.61,972.09,5077.91,6441.81,30.16,338.22,Critical
TEXT_0348,8.88,2364.71,10364.84,736.96,5815.45,7338.65,40.71,354.11,Critical
TEXT_0349,8.97,3022.72,10256.14,540.4,5695.85,4949.55,32.45,1485.12,Critical
TEXT_0350,7.58,2721.1,9256.49,618.96,5124.06,6466.45,31.22,1532.95,Critical
TEXT_0351,7.75,2257.11,7009.0,889.54,2615.65,3376.22,40.5,1301.69,Critical
TEXT_0352,7.84,2440.56,7660.74,895.9,4355.79,4085.69,31.6,1435.85,Critical
TEXT_0353,8.85,1551.5,5229.14,771.49,6418.88,7794.95,39.92,2330.2,Critical
TEXT_0354,7.98,3461.55,7074.11,764.34,5052.19,4997.0,40.53,831.99,Critical
TEXT_0355,8.36,1834.22,5356.8,1503.35,6032.82,7754.58,42.33,1738.53,Critical
TEXT_0356,8.23,1489.67,6324.65,818.42,6060.63,5372.66,46.46,1354.69,Critical
TEXT_0357,8.57,1453.56,6883.23,1554.37,3564.6,3380.17,31.95,409.78,Critical
TEXT_0358,7.51,2677.35,8187.57,1109.13,2989.46,3590.52,43.68,151.82,Critical
TEXT_0359,7.84,1358.17,10544.74,1311.0,6107.95,5608.33,37.13,542.77,Critical
TEXT_0360,7.82,2401.16,5373.32,1286.36,4673.17,5675.47,33.44,2267.97,Critical
TEXT_0361,9.2,3314.39,10445.25,1393.61,4794.98,4291.88,41.54,1810.61,Critical
TEXT_0362,9.17,2444.99,6899.58,1252.04,6417.5,5702.64,34.52,1400.51,Critical
TEXT_0363,7.37,1251.11,7358.88,1451.91,2673.87,2712.55,43.24,2387.64,Critical
TEXT_0364,9.17,2170.53,11652.69,538.96,5483.67,6149.24,32.99,1317.56,Critical
TEXT_0365,7.29,3204.67,7505.29,1188.65,3135.11,2831.26,47.84,1907.41,Critical
TEXT_0366,9.12,1880.46,6151.94,1053.38,4478.67,3974.7,42.66,968.27,Critical
TEXT_0367,7.41,1963.56,8945.61,1299.12,4427.56,4705.6,30.78,2295.26,Critical
TEXT_0368,9.04,2771.88,5123.42,1090.78,5016.88,6508.53,47.92,2158.27,Critical
TEXT_0369,7.14,3392.54,9288.63,1380.98,4128.77,3962.94,37.26,452.5,Critical
TEXT_0370,7.79,3172.52,5265.65,665.97,3000.46,3005.07,47.94,516.06,Critical
TEXT_0371,7.32,3304.63,11174.35,535.46,5506.82,6210.22,43.35,1286.81,Critical
TEXT_0372,9.18,1300.85,6640.6,936.2,4299.11,5419.82,39.2,208.27,Critical
TEXT_0373,7.9,2157.93,11758.44,1159.12,5042.6,5832.4,43.4,1624.12,Critical
TEXT_0374,7.52,3210.31,10124.84,1316.06,6486.23,7791.67,44.58,2383.37,Critical
TEXT_0375,7.33,2344.77,9063.97,862.2,5857.61,6919.07,42.42,2493.16,Critical
TEXT_0376,7.57,4973.4,20537.24,1693.92,3142.35,3921.47,39.91,2079.84,Critical
TEXT_0377,7.84,3437.75,5039.43,1584.23,6421.85,8336.05,37.53,2413.14,Critical
TEXT_0378,7.87,1260.48,6570.43,1539.83,2555.06,2741.57,29.51,787.35,Critical
TEXT_0379,7.19,3176.92,9137.49,1492.32,5253.41,6753.34,38.2,1632.91,Critical
TEXT_0380,8.27,2313.8,10921.72,1208.98,5705.25,6807.4,31.82,1660.39,Critical
TEXT_0381,7.44,2541.64,9742.04,1596.96,2622.17,2217.36,29.54,1056.07,Critical
TEXT_0382,8.81,3141.33,10158.86,1486.57,3791.44,3200.27,29.16,2145.12,Critical
TEXT_0383,8.61,2806.82,7377.73,917.9,6332.45,5267.98,43.47,843.12,Critical
TEXT_0384,7.09,2907.91,7316.38,1294.36,5330.62,5689.87,43.55,1494.49,Critical
TEXT_0385,7.63,2888.47,9123.98,514.0,6106.58,6551.27,45.37,2218.57,Critical
TEXT_0386,7.98,2367.62,7910.28,994.38,6080.59,7260.66,30.53,1564.74,Critical
TEXT_0387,9.19,2569.77,10501.1,1345.97,3901.27,3846.36,42.48,1299.96,Critical
TEXT_0388,8.26,2839.68,10443.03,798.67,3087.18,2920.16,38.15,921.14,Critical
TEXT_0389,8.25,1322.97,8568.25,904.78,4638.67,4690.93,33.68,2269.86,Critical
TEXT_0390,7.41,2767.14,11472.51,1092.54,6005.63,5179.41,37.88,1196.86,Critical
TEXT_0391,7.02,2219.49,7583.21,1236.78,6253.32,5270.9,34.55,1165.76,Critical
TEXT_0392,8.0,2982.06,8103.77,529.88,5340.42,6635.02,38.28,1494.66,Critical
TEXT_0393,7.36,1707.49,6646.19,973.82,6212.58,6590.88,31.84,738.61,Critical
TEXT_0394,7.84,2633.5,8080.23,931.69,4758.91,4382.56,29.58,158.59,Critical
TEXT_0395,7.55,1410.66,7354.38,1350.23,5365.18,5931.01,45.05,776.96,Critical
TEXT_0396,8.95,2118.25,7806.25,945.89,2892.38,3724.65,30.77,918.13,Critical
TEXT_0397,7.7,1371.76,6065.82,549.34,3669.62,4525.85,34.79,396.86,Critical
TEXT_0398,8.42,3492.18,6626.27,807.53,6387.39,5680.87,38.22,675.17,Critical
TEXT_0399,9.05,3457.5,10702.88,846.26,4113.95,3789.58,45.82,2294.94,Critical
TEXT_0400,7.92,2710.03,6158.87,978.43,5026.0,4989.32,35.15,102.4,Critical
TEXT_0401,8.77,3245.48,11786.24,1291.2,4695.17,4388.3,47.99,1515.41,Critical
TEXT_0402,8.5,2769.53,10916.76,510.64,3380.99,3829.87,45.9,1744.81,Critical
TEXT_0403,7.91,2031.58,10165.64,1315.36,4928.23,4660.79,46.5,1424.51,Critical
TEXT_0404,8.74,1692.91,7408.29,1462.04,2700.43,2852.08,37.63,1902.95,Critical
TEXT_0405,7.62,1703.85,11482.93,1128.88,2918.76,2616.72,47.98,569.46,Critical
TEXT_0406,8.34,2166.29,11199.19,1330.69,4887.81,3936.49,45.6,1167.2,Critical
TEXT_0407,9.05,2339.74,9859.57,576.22,5480.61,5310.7,35.03,384.77,Critical
TEXT_0408,7.32,1627.25,7297.44,1481.17,3973.04,4617.39,29.65,1518.64,Critical
TEXT_0409,8.06,3449.3,10923.45,1000.31,5600.57,5021.02,39.25,279.09,Critical
TEXT_0410,7.77,1719.48,10032.37,1039.1,5504.28,5821.59,29.73,1864.88,Critical
TEXT_0411,8.83,3278.12,9003.94,1328.94,5508.18,4835.49,31.28,270.13,Critical
TEXT_0412,7.7,2289.07,11985.28,974.09,5404.97,6197.87,32.09,240.42,Critical
TEXT_0413,8.2,2810.7,11987.76,894.47,6085.46,6030.49,41.79,1535.81,Critical
TEXT_0414,7.12,1380.29,5145.35,907.92,5483.2,4860.19,40.12,793.19,Critical
TEXT_0415,8.75,3036.31,10427.9,1077.32,3638.27,4383.1,31.72,795.42,Critical
TEXT_0416,7.4,2750.68,9803.65,1217.76,4162.41,3538.4,46.22,1318.55,Critical
TEXT_0417,7.9,2554.3,6349.53,645.8,4122.1,3765.99,32.89,2242.03,Critical
TEXT_0418,8.17,2311.98,9826.36,1546.7,2948.79,3587.99,39.68,450.8,Critical
TEXT_0419,7.65,2309.43,9838.24,766.87,4639.52,5299.89,36.97,2171.26,Critical
TEXT_0420,8.91,2282.59,11810.48,583.14,2513.45,2489.16,40.02,1610.08,Critical
TEXT_0421,8.05,1487.23,6193.48,1437.36,5971.64,6789.45,41.28,1534.44,Critical
TEXT_0422,7.45,2184.98,9871.26,1090.98,2574.32,3286.84,44.9,725.31,Critical
TEXT_0423,8.36,3323.45,5672.08,1053.33,4324.97,4347.04,44.71,1013.55,Critical
TEXT_0424,7.14,1351.43,5299.21,950.06,5373.63,4846.27,40.93,1749.01,Critical
TEXT_0425,7.56,2581.28,9794.08,1013.27,3846.87,4268.39,47.56,1124.42,Critical
TEXT_0426,7.86,2267.81,5533.53,1108.48,3814.79,3283.43,37.33,108.12,Critical
TEXT_0427,7.88,2794.93,11582.81,2678.18,6165.0,5572.16,38.79,767.1,Critical
TEXT_0428,8.54,1490.93,5371.51,1344.44,5163.72,5418.1,37.36,1293.79,Critical
TEXT_0429,7.96,2103.65,8497.83,1081.37,5267.61,6087.27,35.55,1092.5,Critical
TEXT_0430,7.82,2434.03,8173.47,1478.56,5285.45,6603.26,42.18,2430.38,Critical
TEXT_0431,8.4,3416.17,6107.19,557.73,4816.5,6221.7,36.35,608.9,Critical
TEXT_0432,8.15,2692.24,7206.25,1286.25,6400.46,7990.86,33.83,884.14,Critical
TEXT_0433,7.82,2107.47,5702.24,1338.16,3961.36,4911.73,46.54,158.64,Critical
TEXT_0434,9.17,2833.05,8642.75,928.48,4574.07,4401.68,40.45,323.15,Critical
TEXT_0435,8.37,1833.29,5123.44,1107.98,4813.79,4877.74,29.45,2244.02,Critical
TEXT_0436,8.35,1466.14,8576.51,1046.98,2741.61,3025.17,44.17,1897.62,Critical
TEXT_0437,7.45,3183.27,7397.8,1541.16,2786.99,2907.12,39.94,694.36,Critical
TEXT_0438,8.7,5392.22,9939.58,2308.9,4465.91,4010.45,47.91,2253.19,Critical
TEXT_0439,8.71,3339.76,7511.8,1386.14,4493.63,4485.94,46.77,1324.97,Critical
TEXT_0440,8.03,2746.6,6828.64,857.27,6228.18,7095.55,44.53,750.67,Critical
TEXT_0441,8.2,3434.21,7230.93,676.52,4543.54,4515.87,31.19,2232.52,Critical
TEXT_0442,9.18,2507.74,10422.74,1444.94,5303.93,4360.24,31.15,270.37,Critical
TEXT_0443,7.02,1903.79,7746.49,765.13,2758.42,2937.53,33.47,2010.49,Critical
TEXT_0444,7.02,3137.81,11683.28,1287.75,5434.58,6884.42,32.18,2486.96,Critical
TEXT_0445,8.7,2871.11,7527.63,1100.36,5115.67,5679.27,42.1,297.72,Critical
TEXT_0446,7.78,2198.2,6824.41,689.89,3055.71,3004.35,37.87,251.14,Critical
TEXT_0447,9.08,2960.06,10115.96,690.15,4915.2,5234.01,47.65,1894.41,Critical
TEXT_0448,8.27,3156.87,6085.66,516.74,5260.93,4467.35,30.31,1887.23,Critical
TEXT_0449,7.6,2645.85,11421.85,848.12,3368.58,2874.35,30.61,249.33,Critical
TEXT_0450,7.19,2193.61,7246.06,1277.22,5980.97,7131.63,38.61,345.86,Critical
TEXT_0451,8.56,2034.51,5599.55,1426.71,3852.87,3502.74,45.43,2265.12,Critical
TEXT_0452,7.75,2016.04,9057.4,1306.79,2752.6,3018.7,47.06,729.03,Critical
TEXT_0453,9.0,3385.39,6884.08,1329.62,3455.1,4038.34,43.95,693.29,Critical
TEXT_0454,8.57,6248.03,16174.84,1313.7,2867.86,3119.35,47.56,2075.08,Critical
TEXT_0455,7.36,2308.79,8244.51,1074.12,6311.22,6954.63,40.12,407.26,Critical
TEXT_0456,9.19,2977.54,11140.42,955.73,4508.51,4783.72,31.88,1754.77,Critical
TEXT_0457,8.99,1576.52,5604.23,1312.04,3592.81,3994.96,41.92,872.59,Critical
TEXT_0458,8.79,2464.97,11083.0,1339.62,5974.3,4839.67,32.87,316.02,Critical
TEXT_0459,7.97,3246.91,8272.78,1434.68,3808.71,3693.63,45.91,1121.96,Critical
TEXT_0460,8.74,1744.28,11641.61,1132.04,5537.29,4677.67,37.85,2262.49,Critical
TEXT_0461,8.93,1307.67,7125.89,987.65,3189.06,3715.25,31.69,931.94,Critical
TEXT_0462,8.46,2308.81,10170.0,1557.33,2966.19,3425.31,32.61,1094.74,Critical
TEXT_0463,7.07,1512.59,7238.44,876.18,6098.34,7140.59,47.44,1537.77,Critical
TEXT_0464,7.53,1953.61,7238.85,859.14,5191.86,5531.43,35.71,457.82,Critical
TEXT_0465,7.05,1703.32,5752.3,1363.99,2949.99,3428.23,35.71,276.11,Critical
TEXT_0466,8.79,2533.15,6650.33,1484.15,2681.03,2415.37,43.04,1802.51,Critical
TEXT_0467,7.64,1342.66,11006.55,845.07,3282.85,3473.36,46.2,204.51,Critical
TEXT_0468,8.68,2516.69,7978.14,1318.49,6363.3,5819.89,30.87,2290.92,Critical
TEXT_0469,8.47,2207.37,9012.82,1320.18,5592.13,7045.79,36.54,804.19,Critical
TEXT_0470,8.41,2156.17,9162.19,961.98,3111.98,3220.01,41.82,2018.28,Critical
TEXT_0471,8.09,1580.05,7902.81,1364.92,4151.44,4766.95,38.14,678.94,Critical
TEXT_0472,8.75,1393.69,8674.23,729.78,2768.26,2910.73,37.99,1796.56,Critical
TEXT_0473,8.64,2873.92,7866.91,1194.86,4807.78,4859.61,39.94,2373.39,Critical
TEXT_0474,7.42,3283.28,5374.19,839.23,3652.58,4065.99,30.62,2217.63,Critical
TEXT_0475,8.82,2699.75,8208.9,1526.25,5822.99,6112.15,42.04,1460.63,Critical
TEXT_0476,8.29,1961.24,8234.59,585.93,3929.39,4510.6,47.06,2411.35,Critical
TEXT_0477,8.22,2595.23,6300.05,1264.84,2782.64,2622.2,41.37,844.74,Critical
TEXT_0478,7.11,3113.3,7172.31,569.42,2799.15,2591.68,31.56,1958.32,Critical
TEXT_0479,7.71,3050.8,6216.92,1042.17,5252.15,5913.9,40.02,2319.57,Critical
TEXT_0480,7.5,2335.55,11187.95,585.68,2723.55,2496.55,40.66,723.71,Critical
TEXT_0481,7.42,2255.25,9295.19,773.41,3702.76,4098.14,46.91,1719.38,Critical
TEXT_0482,8.72,2043.66,6905.78,999.69,5728.53,5889.79,44.93,2473.05,Critical
TEXT_0483,7.16,1304.44,6047.13,922.81,3024.17,3735.85,28.46,857.9,Critical
TEXT_0484,7.41,3342.54,9686.37,1503.23,6389.31,6699.51,32.69,564.95,Critical
TEXT_0485,7.49,2829.76,5283.12,556.5,4932.57,5529.55,41.31,992.51,Critical
TEXT_0486,8.77,2427.34,5738.26,1376.81,6312.27,5239.3,35.83,1270.04,Critical
TEXT_0487,7.32,3195.73,6989.05,1361.31,5183.98,5697.31,31.84,629.69,Critical
TEXT_0488,7.1,1753.64,7418.11,1416.46,3965.57,4668.71,36.79,1983.68,Critical
TEXT_0489,9.15,1751.64,11036.39,1184.01,5769.18,6494.9,36.48,647.38,Critical
TEXT_0490,7.15,2431.69,11932.28,1311.85,3809.38,4623.07,43.38,775.93,Critical
TEXT_0491,7.03,1471.77,11141.14,1420.22,3680.84,3469.55,43.86,2350.57,Critical
TEXT_0492,8.71,2592.83,6698.7,1078.32,3434.05,4134.62,35.74,2100.87,Critical
TEXT_0493,7.84,3095.54,7333.22,984.15,4961.95,4143.94,46.96,1476.65,Critical
TEXT_0494,8.12,3130.61,11060.34,1074.49,6209.05,5168.22,30.26,1532.29,Critical
TEXT_0495,7.78,2267.72,7296.55,945.2,5790.59,6350.76,47.95,1988.51,Critical
TEXT_0496,7.6,1807.99,7351.29,1427.59,2609.15,2387.61,46.1,1635.75,Critical
TEXT_0497,7.5,1704.03,11038.33,1483.13,3524.52,3560.66,44.69,1950.42,Critical
TEXT_0498,8.79,2392.32,11380.84,858.55,3126.69,3609.35,38.79,2151.01,Critical
TEXT_0499,7.18,3140.49,7053.06,1220.34,2660.52,2939.32,42.35,985.0,Critical
TEXT_0500,7.47,2436.55,10832.34,855.9,3509.88,3297.42,46.98,962.26,Critical
