Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
SYNT_0289,8.87,1105.95,3212.29,817.68,2768.93,3445.38,34.58,855.01,Critical
SYNT_0290,8.52,1152.55,2667.23,478.95,6354.57,6342.03,31.98,1119.51,Critical
SYNT_0291,8.27,1132.33,5166.77,578.33,6947.67,7174.43,29.16,729.46,Critical
SYNT_0292,8.37,525.52,5816.48,748.45,3707.29,4060.97,42.43,2359.07,Critical
SYNT_0293,9.26,812.15,5211.28,615.39,4987.17,4275.85,30.52,1370.88,Critical
SYNT_0294,8.04,416.83,5029.94,271.12,5178.75,5539.17,47.38,1262.11,Critical
SYNT_0295,7.63,841.35,5443.84,897.95,4436.54,4259.74,46.13,558.98,Critical
SYNT_0296,8.73,724.57,2643.79,475.74,3693.53,4221.87,46.98,743.31,Moderate
SYNT_0297,9.12,444.29,4383.42,295.86,6703.15,7931.0,41.16,2077.35,Critical
SYNT_0298,8.8,1175.16,4998.85,851.03,4827.09,4144.21,38.56,404.49,Critical
SYNT_0299,8.68,785.99,4679.01,256.53,3376.78,3530.98,47.01,1020.66,Critical
SYNT_0300,8.35,971.76,4613.27,444.3,4348.67,3952.29,47.32,413.52,Critical
SYNT_0301,8.24,420.67,3276.23,757.31,3405.29,2860.55,37.49,123.93,Critical
SYNT_0302,7.67,1046.1,5200.16,844.84,6345.32,7243.74,29.05,1978.84,Critical
SYNT_0303,9.19,1039.27,4279.68,401.39,6303.98,7335.19,47.62,473.66,Critical
SYNT_0304,7.95,569.44,5273.89,371.49,2799.97,3637.95,28.5,2104.59,Critical
SYNT_0305,8.23,1073.29,4441.17,836.06,6667.87,5364.63,29.51,700.86,Critical
SYNT_0306,8.84,1110.62,4109.8,644.53,3348.25,4026.22,47.35,744.64,Critical
SYNT_0307,8.49,468.89,4456.98,576.81,3149.96,3216.21,34.68,1352.39,Critical
SYNT_0308,8.67,406.8,5163.52,713.46,4148.29,3428.43,43.1,2392.42,Critical
SYNT_0309,7.98,658.82,3143.35,625.01,3196.79,3126.77,41.94,1444.28,Critical
SYNT_0310,8.27,736.2,4467.39,253.81,2853.29,3539.87,29.56,1796.33,Critical
SYNT_0311,9.34,616.55,3796.72,619.8,6467.69,8220.13,42.79,307.89,Critical
SYNT_0312,8.84,728.24,4147.45,281.95,3359.78,4015.8,37.08,823.99,Critical
SYNT_0313,8.27,1083.52,5121.5,427.01,3028.76,2804.63,46.42,1495.81,Critical
SYNT_0314,8.57,877.11,3781.1,774.62,4854.79,4167.23,30.58,1388.46,Critical
SYNT_0315,9.37,646.68,5543.39,746.66,3615.16,2957.82,30.04,1848.39,Critical
SYNT_0316,7.9,697.02,4255.95,721.55,3009.54,3019.12,37.7,1397.98,Critical
SYNT_0317,9.14,537.34,5327.41,700.37,5001.42,5750.45,36.24,432.15,Critical
SYNT_0318,8.83,1880.59,12481.92,1053.02,6580.9,7197.43,29.71,1179.53,Critical
SYNT_0319,9.29,614.13,3937.1,834.09,6533.16,7466.46,45.18,313.06,Critical
SYNT_0320,9.23,656.5,3124.16,405.59,4380.86,4054.91,34.41,423.95,Critical
SYNT_0321,8.09,857.83,4046.49,475.37,5859.03,7304.77,43.14,896.8,Critical
SYNT_0322,8.99,521.58,2956.11,474.66,6134.66,5663.36,29.27,416.1,Critical
SYNT_0323,9.22,907.03,3386.2,610.94,4874.11,5496.62,32.66,2174.57,Critical
SYNT_0324,8.12,955.31,2556.44,492.23,4082.69,4375.59,29.45,1996.32,Critical
SYNT_0325,7.94,941.63,5311.24,615.22,5833.97,6597.81,35.11,2041.26,Critical
SYNT_0326,8.09,856.97,5108.89,496.32,3862.45,3977.06,44.36,2331.81,Critical
SYNT_0327,8.59,1476.77,12017.36,677.32,3544.35,4091.77,44.47,2156.87,Critical
SYNT_0328,7.96,632.96,5202.94,299.09,6224.12,6310.23,39.92,315.17,Critical
SYNT_0329,8.17,471.76,5865.4,774.72,4568.35,4165.43,46.67,927.03,Critical
SYNT_0330,7.82,850.53,5803.21,252.49,3571.56,4533.11,31.42,371.78,Critical
SYNT_0331,8.64,1089.48,4169.88,896.47,5556.27,4650.81,47.86,1078.95,Critical
SYNT_0332,8.07,846.3,3565.08,306.2,2506.43,2568.57,44.74,1473.56,Critical
SYNT_0333,9.5,629.48,3481.59,353.84,3238.29,3052.39,43.86,2273.82,Critical
SYNT_0334,9.45,585.83,5584.54,463.37,3007.78,3714.65,40.72,495.35,Critical
SYNT_0335,8.36,629.81,5078.78,544.72,6951.76,5751.69,35.1,1256.56,Critical
SYNT_0336,8.51,652.75,5052.34,818.59,6724.24,8086.21,45.01,1421.31,Critical
SYNT_0337,9.15,642.8,3894.68,455.99,4603.24,4339.89,47.23,850.83,Critical
SYNT_0338,7.7,821.45,2699.85,321.85,3487.25,3599.45,36.67,2019.26,Moderate
SYNT_0339,8.98,741.05,3667.96,455.7,5982.98,4942.16,28.26,2009.31,Critical
SYNT_0340,8.45,504.7,3324.48,856.13,6367.76,7354.08,37.64,1348.78,Critical
SYNT_0341,9.45,1172.62,3253.44,777.22,3387.59,3071.76,41.52,1072.0,Critical
SYNT_0342,9.36,471.21,4290.34,847.04,6568.51,5768.89,35.33,1585.89,Critical
SYNT_0343,7.82,1174.42,5701.62,358.52,3045.2,2566.2,46.19,564.7,Critical
SYNT_0344,8.33,759.08,4596.54,296.63,3520.41,4455.94,46.17,1975.1,Critical
SYNT_0345,7.54,661.61,4697.86,428.87,6593.14,7364.17,29.44,2281.61,Critical
SYNT_0346,9.42,462.17,4363.26,447.19,4267.78,3797.58,39.56,2399.15,Critical
SYNT_0347,8.51,466.33,4670.0,471.14,6351.66,6461.79,31.86,558.65,Critical
SYNT_0348,9.04,612.47,5185.32,383.83,3947.59,4076.85,46.86,2336.16,Critical
SYNT_0349,7.91,686.58,3022.9,581.49,4572.62,5717.51,46.6,1020.56,Critical
SYNT_0350,8.48,1116.99,5323.48,252.38,3940.27,3983.17,32.59,578.97,Critical
SYNT_0351,7.58,914.7,3418.79,284.03,3539.41,4250.68,45.03,1259.36,Critical
SYNT_0352,8.33,2260.46,7758.47,1131.57,3813.4,3380.12,35.59,2286.0,Critical
SYNT_0353,7.6,568.22,4480.61,650.11,2678.01,2682.08,40.98,1775.37,Critical
SYNT_0354,8.78,656.45,2827.32,527.62,3079.39,3922.56,37.5,861.42,Moderate
SYNT_0355,9.03,798.36,3585.12,777.78,6402.18,7276.1,28.94,1459.17,Critical
SYNT_0356,9.03,509.2,3300.35,823.62,2590.55,3047.43,37.48,1172.25,Critical
SYNT_0357,7.51,1055.52,3759.39,601.5,5547.85,6387.32,47.12,1375.22,Critical
SYNT_0358,8.3,1162.96,4747.39,443.8,3069.09,3748.21,35.24,1685.13,Critical
SYNT_0359,8.44,559.14,4605.9,289.44,4360.04,4679.66,36.72,1896.81,Critical
SYNT_0360,9.16,1016.99,2635.85,376.18,4914.73,6228.98,44.7,2122.08,Critical
SYNT_0361,8.11,743.56,4147.47,352.29,2639.81,3361.67,32.81,675.88,Critical
SYNT_0362,7.67,1142.81,4529.08,683.57,6602.1,6422.59,40.43,193.12,Critical
SYNT_0363,7.87,1065.0,5183.69,477.92,4195.65,4475.82,28.0,678.99,Critical
SYNT_0364,7.92,600.39,5320.67,431.79,3361.85,3537.11,45.31,679.24,Critical
SYNT_0365,7.66,1055.13,11461.65,1809.55,6175.57,7903.47,43.85,1549.13,Critical
SYNT_0366,8.27,521.78,4833.48,434.79,5136.0,5615.62,36.91,2106.68,Critical
SYNT_0367,8.03,758.91,4381.92,681.36,6027.87,6012.22,40.92,461.47,Critical
SYNT_0368,9.37,706.45,5053.32,263.22,3423.34,3572.4,45.57,1365.41,Critical
SYNT_0369,9.36,787.04,4216.57,327.84,6111.95,5644.28,45.99,2285.98,Critical
SYNT_0370,9.39,816.18,4869.83,756.04,3089.57,3400.01,28.69,1294.16,Critical
SYNT_0371,7.81,546.34,3777.67,531.08,5304.28,4440.82,38.07,538.3,Critical
SYNT_0372,8.65,909.92,4448.48,729.89,4010.24,4742.32,36.66,1262.04,Critical
SYNT_0373,8.8,414.69,4788.98,652.08,3894.31,3282.5,29.82,2315.74,Critical
SYNT_0374,8.88,501.68,3748.53,635.11,6260.07,5144.72,32.73,2235.4,Critical
SYNT_0375,7.52,561.12,5856.58,648.71,3677.52,3065.2,28.56,687.39,Critical
SYNT_0376,9.26,732.73,5021.17,846.89,4336.18,3883.65,38.34,2279.4,Critical
SYNT_0377,9.11,452.66,4924.0,621.73,6583.58,5670.05,38.68,2210.71,Critical
SYNT_0378,8.32,785.6,2746.61,430.79,3960.28,5039.7,33.65,1206.08,Moderate
SYNT_0379,8.84,529.75,4202.55,730.05,6400.85,7124.98,41.38,403.08,Critical
SYNT_0380,9.39,506.06,5211.36,422.13,6701.17,7773.22,43.08,625.74,Critical
SYNT_0381,8.39,894.25,5194.91,317.57,6830.64,8504.9,33.41,2074.62,Critical
SYNT_0382,8.54,769.45,3600.52,627.63,5784.5,5816.12,40.58,1778.35,Critical
SYNT_0383,8.92,993.41,11390.22,901.35,3680.87,3389.65,37.66,2228.4,Critical
SYNT_0384,8.45,1193.35,5196.53,386.84,4756.49,4360.81,36.19,1972.2,Critical
SYNT_0385,9.04,582.48,5727.78,635.17,4209.66,4424.22,40.1,1443.74,Critical
SYNT_0386,8.47,803.95,3117.44,778.28,4937.92,4273.97,43.32,2337.87,Critical
SYNT_0387,9.39,695.21,2974.31,586.96,3006.74,3809.52,31.67,706.64,Moderate
SYNT_0388,8.31,706.53,5281.32,546.61,3268.46,3051.45,38.18,453.89,Critical
SYNT_0389,8.72,852.6,5001.46,859.51,6605.15,8408.61,32.89,415.76,Critical
SYNT_0390,8.1,1116.07,5902.19,808.56,2995.08,3814.88,36.47,122.34,Critical
SYNT_0391,8.38,436.86,4403.57,470.06,4630.46,5124.0,45.38,1688.56,Critical
SYNT_0392,8.37,1055.54,5669.54,327.84,4893.7,4611.12,28.94,1704.51,Critical
SYNT_0393,9.23,530.32,5343.45,804.71,6614.53,6168.99,46.08,869.59,Critical
SYNT_0394,8.6,440.41,2653.58,718.24,4500.16,4176.81,31.81,1707.89,Critical
SYNT_0395,7.5,1044.71,2777.37,374.47,4238.06,4417.88,35.1,869.71,Critical
SYNT_0396,9.43,913.26,2582.02,529.61,6437.54,6120.35,29.89,1920.12,Critical
SYNT_0397,8.71,856.25,2687.52,341.32,5301.47,4792.06,38.08,1407.72,Critical
SYNT_0398,8.07,1158.74,5448.62,719.54,2850.97,2432.06,37.86,485.71,Critical
SYNT_0399,9.46,526.82,4206.14,486.68,5377.24,4648.72,36.61,759.29,Critical
SYNT_0400,9.28,432.47,5698.05,791.45,3839.07,4586.33,28.62,2420.48,Critical
SYNT_0401,8.55,642.62,3769.04,293.16,6952.07,5698.24,41.1,1162.57,Critical
SYNT_0402,9.4,596.8,4362.3,563.53,5662.9,4722.89,31.88,614.96,Critical
SYNT_0403,8.98,551.31,4507.22,389.91,6377.31,8106.15,38.37,945.54,Critical
SYNT_0404,7.97,439.82,3439.75,675.25,4901.28,6234.53,35.93,1765.27,Critical
SYNT_0405,8.48,810.06,3437.21,545.72,4618.53,5326.65,46.81,890.37,Critical
SYNT_0406,7.58,797.04,4405.61,359.49,5922.09,7654.09,46.92,573.05,Critical
SYNT_0407,9.25,963.59,4088.46,601.4,6323.2,6576.55,35.46,1283.79,Critical
SYNT_0408,8.66,551.26,5653.18,688.22,5349.71,4545.91,40.08,390.31,Critical
SYNT_0409,7.66,1797.74,9155.56,1257.95,2901.5,2946.45,31.5,2469.04,Critical
SYNT_0410,7.69,1180.7,3501.91,525.48,5424.39,4406.5,44.21,1387.79,Critical
SYNT_0411,8.06,449.29,3068.74,831.77,5587.11,5167.8,29.31,1757.48,Critical
SYNT_0412,8.64,723.62,3772.64,390.93,5513.25,7086.37,31.51,1533.08,Critical
SYNT_0413,8.35,757.35,3389.52,786.34,4683.65,5019.48,34.1,536.34,Critical
SYNT_0414,7.67,971.3,3186.82,698.55,4256.69,4290.26,37.38,982.5,Critical
SYNT_0415,7.7,647.71,4823.07,682.76,3788.01,3901.84,31.87,604.89,Critical
SYNT_0416,7.55,1117.4,3237.47,397.9,3758.21,3245.98,40.79,280.34,Critical
SYNT_0417,7.77,915.81,3688.81,710.17,5008.41,4647.86,41.02,379.06,Critical
SYNT_0418,8.57,749.72,3437.56,642.6,6421.0,8343.78,40.16,1071.29,Critical
SYNT_0419,7.95,605.68,4178.09,488.73,6612.17,6507.35,35.47,1020.48,Critical
SYNT_0420,9.17,920.63,4649.59,467.19,6180.57,5063.01,45.42,1330.6,Critical
SYNT_0421,8.3,797.73,4835.95,258.3,6421.98,6572.06,34.86,431.79,Critical
SYNT_0422,8.38,797.06,3912.76,691.13,4394.03,5627.47,39.99,2037.95,Critical
SYNT_0423,7.72,717.83,3678.97,620.16,6375.01,5349.71,29.45,2140.76,Critical
SYNT_0424,7.93,935.0,4400.07,791.38,3062.9,2649.08,39.14,2371.31,Critical
SYNT_0425,8.33,661.55,4623.41,854.79,6266.18,8131.88,28.45,370.86,Critical
SYNT_0426,8.72,1056.46,3498.36,405.49,6041.39,5003.42,35.39,1313.94,Critical
SYNT_0427,8.62,982.89,3741.96,648.24,5134.19,5513.13,40.81,722.68,Critical
SYNT_0428,7.67,495.42,3286.04,575.13,6281.99,7228.35,43.78,942.34,Critical
SYNT_0429,8.31,714.95,3171.56,289.79,5159.12,6679.04,31.34,212.04,Critical
SYNT_0430,9.06,602.07,5403.75,707.56,6755.53,6785.68,41.24,1215.65,Critical
SYNT_0431,8.76,759.68,3160.21,580.13,4878.63,5880.22,42.71,1693.1,Critical
SYNT_0432,7.73,976.49,4251.07,831.16,6639.42,5494.64,44.41,190.47,Critical
SYNT_0433,8.23,833.84,3018.35,735.1,2537.6,2244.0,39.62,1814.53,Critical
SYNT_0434,9.33,964.4,4851.23,506.32,2505.78,2155.17,38.69,1720.31,Critical
SYNT_0435,8.33,984.54,4326.52,298.21,3364.07,4104.16,42.5,2247.43,Critical
SYNT_0436,7.74,1192.18,3232.92,257.66,6988.4,6572.85,41.36,524.04,Critical
SYNT_0437,8.66,1123.23,3620.63,685.67,3345.57,3721.6,34.73,606.9,Critical
SYNT_0438,8.13,543.07,5656.71,508.17,3603.76,3690.99,34.41,1886.61,Critical
SYNT_0439,9.44,750.43,5513.62,617.81,3207.56,3673.65,38.27,1661.46,Critical
SYNT_0440,9.28,752.35,5654.12,737.93,4698.72,5176.16,34.51,2460.63,Critical
SYNT_0441,8.83,435.08,3643.18,655.15,2753.5,2235.68,37.0,898.46,Critical
SYNT_0442,8.38,610.15,3076.51,697.94,4815.57,4334.38,34.39,1520.34,Critical
SYNT_0443,7.64,517.96,2756.36,778.01,5885.84,6925.61,42.33,1706.53,Critical
SYNT_0444,8.45,913.82,2634.27,653.95,6000.45,6301.55,35.15,765.82,Critical
SYNT_0445,8.79,954.24,5548.39,472.52,5963.98,6445.14,45.66,1366.75,Critical
SYNT_0446,8.54,862.3,5122.6,877.05,2831.04,2340.47,46.75,1371.7,Critical
SYNT_0447,8.73,785.94,2827.8,749.26,5862.51,5603.69,34.12,2110.82,Critical
SYNT_0448,7.64,1104.88,3398.32,635.44,6711.97,7645.34,36.29,1754.88,Critical
SYNT_0449,8.19,621.81,5988.39,738.01,5401.24,5280.49,28.98,174.54,Critical
SYNT_0450,8.61,1009.63,4380.83,796.51,2650.42,2606.36,32.74,1173.46,Critical
SYNT_0451,7.64,1163.31,3281.39,849.5,4416.52,5709.51,39.08,2334.0,Critical
SYNT_0452,7.51,998.59,5660.68,340.82,2932.57,2968.6,46.67,1401.73,Critical
SYNT_0453,8.55,512.9,2502.76,776.59,2894.09,3232.48,46.29,600.76,Moderate
SYNT_0454,8.83,462.96,4613.14,356.56,5811.79,5524.78,37.27,1538.63,Critical
SYNT_0455,7.84,993.31,3559.24,680.54,3212.27,3675.03,30.56,1120.86,Critical
SYNT_0456,7.99,998.7,3417.12,823.12,6513.19,5850.28,40.28,310.52,Critical
SYNT_0457,8.28,2143.96,10846.0,1229.07,3771.43,3729.99,30.06,1825.65,Critical
SYNT_0458,8.15,667.37,2590.1,471.68,6114.87,7635.33,38.36,1193.2,Critical
SYNT_0459,7.56,1103.36,2545.54,864.09,4701.47,4564.97,46.48,158.54,Critical
SYNT_0460,8.66,839.15,3267.62,528.78,5435.19,6324.2,28.01,2348.45,Critical
SYNT_0461,7.83,586.86,3422.16,274.58,3053.73,3949.01,34.3,376.72,Critical
SYNT_0462,7.71,975.57,5490.99,417.02,2594.09,2364.63,29.13,348.15,Critical
SYNT_0463,8.36,583.93,4305.81,414.77,6732.42,8435.53,39.34,950.62,Critical
SYNT_0464,8.26,729.48,5046.53,543.57,6355.28,8084.22,34.72,1445.67,Critical
SYNT_0465,7.69,560.38,3947.13,384.03,6444.52,5665.66,37.11,1553.68,Critical
SYNT_0466,8.88,706.46,5541.85,619.41,4477.79,3732.78,37.29,2069.77,Critical
SYNT_0467,8.73,2126.83,8219.69,697.06,2561.38,2437.43,41.96,1996.62,Critical
SYNT_0468,8.32,585.08,2977.3,377.85,2749.0,2471.53,28.18,1605.42,Moderate
SYNT_0469,8.13,1178.52,3178.01,474.79,4110.29,3305.6,44.78,176.79,Critical
SYNT_0470,9.38,1113.66,4374.33,603.34,5442.0,5406.76,40.94,207.44,Critical
SYNT_0471,7.61,765.78,4423.68,827.08,2970.97,3598.81,32.2,1045.8,Critical
SYNT_0472,8.13,720.12,3026.73,577.32,6107.39,6234.22,37.81,2137.04,Critical
SYNT_0473,8.91,792.36,3401.93,825.2,5096.59,4640.82,33.38,2027.52,Critical
SYNT_0474,7.59,1193.67,2956.23,767.44,4276.49,4473.67,45.61,1090.99,Critical
SYNT_0475,8.57,439.44,2508.22,409.12,5562.62,4787.37,30.28,1086.31,Critical
SYNT_0476,8.8,969.66,3124.58,301.73,6731.79,6262.81,45.07,2172.38,Critical
SYNT_0477,9.05,535.07,5376.31,750.01,5185.25,5022.44,33.25,392.53,Critical
SYNT_0478,8.52,868.21,3757.69,558.98,4135.82,4634.2,46.03,493.41,Critical
SYNT_0479,8.26,512.69,4687.3,723.77,6693.61,6288.22,47.0,251.83,Critical
SYNT_0480,8.71,445.71,5628.21,594.38,5512.07,6701.5,31.01,192.62,Critical
SYNT_0481,9.26,651.95,2951.43,554.5,5192.38,4234.31,33.5,178.72,Critical
SYNT_0482,8.34,1116.08,5939.28,664.08,3227.37,4043.65,38.32,469.0,Critical
SYNT_0483,9.34,1005.98,5060.97,710.97,3401.53,3080.1,41.77,627.33,Critical
SYNT_0484,8.38,1025.6,5243.83,544.62,6064.85,7394.94,41.1,648.22,Critical
SYNT_0485,8.05,651.87,2908.81,427.55,3442.84,3538.08,46.17,350.75,Moderate
SYNT_0486,8.94,949.83,2835.14,849.67,5058.12,4966.38,43.13,717.68,Critical
SYNT_0487,8.89,431.77,5437.93,541.31,5365.12,4885.58,41.54,1953.38,Critical
SYNT_0488,8.45,894.18,4097.14,831.16,4740.41,5787.59,44.03,1085.21,Critical
SYNT_0489,7.96,724.87,5391.76,397.96,4859.96,5846.77,35.07,1641.3,Critical
SYNT_0490,7.99,487.42,5280.34,314.33,3721.22,4568.0,34.93,2435.31,Critical
SYNT_0491,9.46,614.62,2643.42,708.29,4529.44,3851.73,42.15,174.82,Critical
SYNT_0492,9.24,510.92,2945.59,364.19,6821.2,7821.08,44.03,1054.32,Critical
SYNT_0493,8.17,587.59,4182.27,608.69,5342.99,4961.28,46.97,507.42,Critical
SYNT_0494,9.43,411.88,4183.94,466.69,4521.06,4906.85,36.71,1095.63,Critical
SYNT_0495,8.97,948.7,5416.45,412.47,5242.88,5728.36,35.39,1266.54,Critical
SYNT_0496,8.13,1224.26,5126.04,890.12,5573.81,6300.43,47.01,1851.23,Critical
SYNT_0497,8.39,868.69,5916.27,596.0,6573.95,5532.11,31.82,1157.81,Critical
SYNT_0498,8.67,1052.98,5958.92,502.75,2713.37,3257.63,40.09,576.5,Critical
SYNT_0499,8.49,993.85,5196.44,574.75,3873.47,4984.66,41.27,1079.77,Critical
SYNT_0500,8.06,984.88,3347.64,361.61,4884.25,4615.59,40.58,383.05,Critical
