Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Conductivity (uS/cm),Temperature (°C),Color (Pt-Co),Status
WOOL_0281,7.06,2173.18,5952.95,1371.2,2461.92,2946.57,43.7,669.56,Critical
WOOL_0282,7.29,3844.97,7128.36,1467.58,2246.7,2267.22,39.19,549.79,Critical
WOOL_0283,7.56,3002.56,4636.88,1559.04,4521.35,4348.66,44.77,348.58,Critical
WOOL_0284,8.22,1881.88,3414.64,1405.95,3415.81,4283.24,35.26,789.17,Critical
WOOL_0285,7.65,2639.87,4722.14,1463.12,4278.69,5247.78,47.46,739.97,Critical
WOOL_0286,8.02,2485.65,6385.41,1223.58,4981.32,5800.5,47.05,2103.93,Critical
WOOL_0287,8.33,3536.05,5295.8,976.97,3110.96,2520.25,38.48,1312.14,Critical
WOOL_0288,7.69,3935.08,7557.27,877.88,3106.65,3143.86,35.21,2016.39,Critical
WOOL_0289,7.69,2930.25,7265.07,1586.52,2396.63,2772.8,36.71,807.16,Critical
WOOL_0290,6.89,2718.12,4777.18,976.66,4084.02,4838.51,32.9,218.67,Critical
WOOL_0291,8.24,1524.9,7685.56,1390.38,2965.54,2737.9,28.18,665.13,Critical
WOOL_0292,7.03,3030.42,3832.73,1281.49,3770.35,3578.14,28.7,189.41,Critical
WOOL_0293,6.84,3347.81,4590.05,1575.93,3295.2,3382.52,38.26,1811.28,Critical
WOOL_0294,7.26,1803.97,5780.29,1059.68,3327.47,3738.32,37.88,1588.67,Critical
WOOL_0295,7.73,3349.49,6529.68,1287.61,4036.71,4992.52,36.65,1090.63,Critical
WOOL_0296,8.1,2956.38,3355.03,1681.32,2092.35,2456.83,43.18,2387.47,Critical
WOOL_0297,6.89,2992.14,5139.2,1063.7,2270.96,2455.65,37.58,350.93,Critical
WOOL_0298,7.84,3344.88,6836.39,1695.91,3228.41,4121.18,45.31,811.6,Critical
WOOL_0299,7.07,2588.47,5009.49,1333.29,3750.16,4406.41,38.2,351.57,Critical
WOOL_0300,8.26,2274.41,7856.49,829.65,4874.75,4121.63,32.62,211.79,Critical
WOOL_0301,8.0,3625.75,5170.36,1721.37,3770.9,4204.57,44.91,812.32,Critical
WOOL_0302,7.4,3764.88,7504.82,1774.13,4705.51,4064.08,44.47,1083.61,Critical
WOOL_0303,8.48,2680.7,5769.18,1282.75,2965.21,2483.4,45.91,2026.42,Critical
WOOL_0304,7.04,3441.92,6129.23,1150.06,2762.06,3396.96,42.0,1414.58,Critical
WOOL_0305,7.84,1727.67,5369.6,913.07,2625.15,2968.13,46.23,1069.02,Critical
WOOL_0306,7.15,3121.87,7355.94,1523.15,4606.27,4920.77,43.04,436.15,Critical
WOOL_0307,7.39,2473.87,5556.48,1721.98,4622.89,4009.26,31.46,958.34,Critical
WOOL_0308,7.29,3036.93,7513.88,1758.52,3960.81,4828.54,38.5,599.98,Critical
WOOL_0309,7.69,2887.71,6712.29,941.87,3104.93,3049.08,47.19,1165.47,Critical
WOOL_0310,8.08,3377.03,4327.72,1329.06,4682.91,4858.98,46.9,614.7,Critical
WOOL_0311,6.93,3728.63,7238.41,1791.85,4038.18,5121.8,44.54,2126.62,Critical
WOOL_0312,7.77,2455.91,7672.79,1175.33,3616.46,3699.85,39.3,1229.21,Critical
WOOL_0313,6.88,3705.12,5221.97,1347.84,2417.56,1938.14,32.91,1791.01,Critical
WOOL_0314,6.97,3772.22,4075.11,925.05,2544.52,2053.4,43.44,2200.08,Critical
WOOL_0315,7.84,1970.5,4426.39,1223.52,4863.04,4491.87,42.63,1154.68,Critical
WOOL_0316,7.31,2639.79,3356.03,1578.56,2729.91,3174.08,29.37,2392.24,Critical
WOOL_0317,7.13,3706.86,7047.37,1764.65,3433.67,3995.76,35.41,542.48,Critical
WOOL_0318,7.55,1914.37,7910.22,805.87,3767.64,4194.26,38.76,1689.25,Critical
WOOL_0319,7.0,2887.55,4436.06,1734.19,4286.21,5513.17,28.75,784.32,Critical
WOOL_0320,7.13,1527.89,4211.63,1446.65,2693.27,2840.06,45.76,1765.02,Critical
WOOL_0321,7.47,2431.17,5278.68,894.75,3902.0,3832.06,45.05,1915.73,Critical
WOOL_0322,7.84,2410.51,4049.66,1553.77,3459.23,3156.12,31.9,496.96,Critical
WOOL_0323,8.12,3992.5,8579.66,2883.2,3738.83,4630.83,45.35,1182.58,Critical
WOOL_0324,7.75,3128.34,3770.38,1411.19,2547.95,2994.51,34.78,1803.75,Critical
WOOL_0325,6.88,2519.65,6525.17,949.56,4385.86,4891.94,39.75,948.52,Critical
WOOL_0326,7.62,2993.37,5362.31,1468.14,3301.09,2974.73,32.28,113.93,Critical
WOOL_0327,7.31,3372.29,6970.81,922.71,4877.13,5126.85,46.34,1796.24,Critical
WOOL_0328,8.03,1712.61,4099.96,709.7,4148.38,4033.13,43.73,913.45,Critical
WOOL_0329,8.19,1826.75,3866.87,1074.96,3225.46,3142.73,43.27,332.68,Critical
WOOL_0330,7.4,3593.1,3333.99,1736.58,4958.95,4186.76,33.83,993.76,Critical
WOOL_0331,8.12,2989.82,6221.83,1533.26,2353.94,2863.81,42.11,1485.62,Critical
WOOL_0332,8.31,3250.77,4008.5,1172.72,3482.13,2881.84,47.09,408.59,Critical
WOOL_0333,7.99,2765.58,3128.16,1717.22,4555.51,4838.54,32.58,391.89,Critical
WOOL_0334,7.42,2138.57,5533.46,1763.05,3724.86,4637.32,41.02,1240.59,Critical
WOOL_0335,8.25,2678.42,7343.14,1020.73,2386.44,2929.73,39.75,2233.82,Critical
WOOL_0336,8.39,1634.07,5504.85,1112.46,3877.58,4640.67,33.61,1436.32,Critical
WOOL_0337,8.0,1836.08,7070.33,1366.72,4848.61,4702.01,30.16,1315.6,Critical
WOOL_0338,6.95,3923.82,3193.42,1528.85,3575.31,3519.21,29.32,1593.2,Critical
WOOL_0339,7.79,2202.21,7551.11,1034.52,3349.18,3589.92,30.0,2337.19,Critical
WOOL_0340,7.44,1701.95,4936.46,1360.22,3540.96,4062.44,29.11,782.9,Critical
WOOL_0341,8.19,1699.73,7277.43,801.09,4503.36,4415.07,40.24,466.93,Critical
WOOL_0342,6.91,2039.85,3639.27,1043.65,3543.15,3877.55,43.8,1674.98,Critical
WOOL_0343,7.83,2529.46,5369.04,1155.97,4526.5,4141.75,28.11,1663.17,Critical
WOOL_0344,7.14,3725.29,7295.23,784.4,2319.17,2429.53,40.18,759.78,Critical
WOOL_0345,8.02,2987.29,4624.12,727.91,4250.45,3856.76,44.69,1108.7,Critical
WOOL_0346,7.78,3682.37,7318.12,1108.67,2626.67,3119.36,36.66,560.9,Critical
WOOL_0347,8.34,1995.26,3129.04,722.31,3866.95,4372.89,34.22,868.03,Critical
WOOL_0348,7.38,3200.4,3290.67,1722.03,2667.56,3467.39,31.43,1951.71,Critical
WOOL_0349,7.18,1702.12,7374.67,1644.63,3210.71,3696.16,39.14,2147.09,Critical
WOOL_0350,7.34,2809.18,5426.86,1089.3,4674.37,4127.18,30.99,1484.58,Critical
WOOL_0351,7.92,1986.55,4953.59,1741.22,2739.85,3107.48,42.8,1175.51,Critical
WOOL_0352,8.39,3341.64,5289.62,1326.27,4077.84,4469.7,45.57,956.53,Critical
WOOL_0353,7.31,2034.6,3188.91,747.32,4610.17,5251.89,41.21,1575.14,Critical
WOOL_0354,8.24,2700.67,7352.05,1095.39,4780.12,5493.93,33.14,1453.8,Critical
WOOL_0355,7.71,1844.75,5956.21,1046.26,2157.05,2748.79,40.83,2204.61,Critical
WOOL_0356,7.95,2392.46,5563.44,1443.32,4880.76,4523.66,45.5,2317.79,Critical
WOOL_0357,7.94,3828.17,4989.39,1748.32,4108.35,3372.97,46.14,1262.73,Critical
WOOL_0358,7.58,2916.17,3746.92,1216.08,4493.38,3629.49,33.46,105.89,Critical
WOOL_0359,7.51,3320.79,6993.86,1739.71,3825.51,3547.45,46.48,1960.76,Critical
WOOL_0360,7.78,3239.1,7621.58,1483.63,3105.12,3591.12,28.81,1027.4,Critical
WOOL_0361,7.49,1917.1,3115.43,846.72,3963.86,4761.17,47.76,931.27,Critical
WOOL_0362,7.82,3842.86,3835.21,1489.41,4264.94,3601.69,45.22,2051.45,Critical
WOOL_0363,6.86,1727.71,3245.63,1068.22,3527.87,3761.32,33.35,2287.83,Critical
WOOL_0364,7.43,1613.88,4501.14,1284.22,3224.67,3021.26,30.63,2065.99,Critical
WOOL_0365,8.49,2323.86,4908.11,1379.84,4155.32,4138.76,46.1,1444.01,Critical
WOOL_0366,7.57,3116.68,7764.02,1574.01,2120.04,2048.29,37.41,854.84,Critical
WOOL_0367,7.99,3565.67,6656.73,1788.27,2817.64,3486.81,43.33,969.23,Critical
WOOL_0368,8.05,1760.19,6946.67,1285.56,2876.87,3244.79,40.83,602.77,Critical
WOOL_0369,6.85,2584.06,5847.56,1664.27,4784.65,5092.79,43.08,1154.33,Critical
WOOL_0370,8.07,2012.0,4855.32,1397.65,2054.47,2385.71,44.71,1057.94,Critical
WOOL_0371,7.56,3628.21,6878.27,1016.96,2971.93,3386.33,39.26,489.35,Critical
WOOL_0372,7.33,3749.96,6440.87,1784.57,4301.04,5466.57,32.32,1951.56,Critical
WOOL_0373,6.83,3176.9,5346.41,1081.44,4587.21,5629.12,28.45,1562.81,Critical
WOOL_0374,7.43,4633.32,13448.95,2864.54,4829.15,4297.06,41.25,1713.05,Critical
WOOL_0375,8.1,2322.74,5669.78,767.85,2626.24,2738.93,29.72,2124.0,Critical
WOOL_0376,8.02,3859.08,6467.33,1734.44,3663.54,4030.29,47.54,1641.11,Critical
WOOL_0377,6.85,3309.51,7527.34,1575.14,3751.5,4260.4,47.8,317.59,Critical
WOOL_0378,7.93,2208.49,6200.45,1368.39,2460.37,2222.63,40.43,407.75,Critical
WOOL_0379,7.25,3588.11,4635.46,1236.87,4823.42,4406.55,35.79,1555.5,Critical
WOOL_0380,8.08,8113.17,19440.33,2433.97,2684.99,2181.3,35.68,439.72,Critical
WOOL_0381,8.22,2121.86,5161.14,1434.73,3288.26,3356.14,29.31,1063.46,Critical
WOOL_0382,8.1,3787.94,5067.49,1165.94,4107.88,5222.7,33.34,1156.35,Critical
WOOL_0383,8.15,3024.23,3552.93,1390.51,2560.24,2701.33,38.58,2202.89,Critical
WOOL_0384,7.59,2198.61,4154.83,1661.68,2513.03,2545.53,31.74,1955.93,Critical
WOOL_0385,7.61,2377.86,4805.5,1637.44,3661.32,4243.23,45.94,2264.18,Critical
WOOL_0386,7.36,3881.13,3124.38,1114.52,4687.4,4393.59,33.46,826.29,Critical
WOOL_0387,7.84,2595.83,6633.67,1684.4,4022.6,3629.32,46.65,734.78,Critical
WOOL_0388,7.05,1724.92,5816.92,825.14,2416.33,2295.55,33.63,1550.17,Critical
WOOL_0389,8.19,3403.37,4312.42,969.84,4897.37,3938.06,45.59,579.35,Critical
WOOL_0390,8.41,2355.77,5201.76,1477.83,3763.01,3608.61,39.08,1853.7,Critical
WOOL_0391,6.87,1528.0,5290.33,845.02,3993.03,3621.78,36.66,574.41,Critical
WOOL_0392,7.73,3596.15,5178.76,1661.69,4862.78,4236.18,42.17,263.02,Critical
WOOL_0393,8.42,3862.09,6898.04,1362.31,3364.88,3291.15,46.94,1546.98,Critical
WOOL_0394,7.78,2079.75,3233.49,1739.71,2941.21,3003.84,30.29,2108.62,Critical
WOOL_0395,6.85,3584.98,3701.43,1675.22,4189.32,3696.38,39.32,850.38,Critical
WOOL_0396,7.1,3647.96,5017.61,1138.4,2509.66,2488.41,45.43,971.51,Critical
WOOL_0397,8.42,3865.77,3724.49,895.04,4588.02,4571.41,28.09,757.29,Critical
WOOL_0398,7.82,3498.16,3666.94,821.6,4766.28,5603.12,39.8,1946.05,Critical
WOOL_0399,7.53,3396.14,4859.01,968.5,4187.04,4228.22,47.63,938.76,Critical
WOOL_0400,8.37,3832.41,4209.26,1578.04,3299.22,4152.93,37.0,1886.33,Critical
WOOL_0401,7.59,2069.5,3996.75,1167.97,4266.48,4703.95,41.77,777.58,Critical
WOOL_0402,7.62,3685.73,17138.81,3364.57,3220.64,2594.17,31.4,1666.06,Critical
WOOL_0403,8.1,3219.96,4614.07,1300.04,2441.82,2506.0,45.62,1110.86,Critical
WOOL_0404,8.23,2975.63,3959.38,1339.22,3517.95,3515.56,30.39,1100.1,Critical
WOOL_0405,6.92,1746.92,5079.58,1035.92,4776.63,4718.61,43.16,1372.59,Critical
WOOL_0406,8.0,2150.29,7709.52,1283.1,4493.97,4415.43,30.0,1716.91,Critical
WOOL_0407,6.81,2688.23,3964.01,1390.11,4938.26,5097.28,44.35,1318.68,Critical
WOOL_0408,7.64,3826.06,7449.83,1564.38,2888.77,3098.22,32.48,1165.4,Critical
WOOL_0409,7.62,6798.52,11500.39,3443.89,2053.11,2527.15,31.49,1592.52,Critical
WOOL_0410,6.97,2559.23,4535.75,1695.6,4608.02,4234.08,29.62,1605.13,Critical
WOOL_0411,7.37,3180.21,3160.6,846.74,4059.12,3678.31,45.15,240.62,Critical
WOOL_0412,7.17,3996.4,5165.38,1473.26,2547.99,2815.36,42.52,854.74,Critical
WOOL_0413,8.21,3008.54,4945.62,1313.41,3730.28,3292.97,36.05,924.23,Critical
WOOL_0414,7.48,3402.78,5412.69,1734.35,2881.03,2903.65,43.74,1410.46,Critical
WOOL_0415,7.73,1633.35,4993.0,997.81,4998.01,4768.99,45.69,1722.96,Critical
WOOL_0416,7.38,2858.84,7202.68,1671.71,2481.18,2406.22,34.7,200.91,Critical
WOOL_0417,7.82,3637.05,4907.87,1514.04,3883.1,3835.82,30.82,1802.38,Critical
WOOL_0418,8.25,3214.64,3089.39,937.86,2208.44,2396.58,43.13,365.39,Critical
WOOL_0419,8.23,2888.77,6449.85,1768.54,2251.04,2815.18,30.52,1043.1,Critical
WOOL_0420,8.25,3765.64,5531.86,1353.52,4124.44,5016.88,30.43,2044.17,Critical
WOOL_0421,7.62,2626.56,5119.5,1260.13,4835.15,5193.44,47.06,532.7,Critical
WOOL_0422,8.03,3530.6,6395.64,1367.61,3694.44,4545.88,44.43,393.49,Critical
WOOL_0423,8.24,2535.17,4268.48,1656.75,3296.07,3969.07,33.27,109.43,Critical
WOOL_0424,7.64,1750.57,6771.88,1003.68,3330.94,2809.7,33.73,1975.58,Critical
WOOL_0425,7.06,3117.9,7587.13,1447.82,4433.07,3788.0,33.01,2246.89,Critical
WOOL_0426,8.02,3098.88,6318.83,1155.62,2133.67,2543.81,41.57,1234.73,Critical
WOOL_0427,8.33,2340.4,4471.61,1660.08,4390.96,4643.4,30.61,616.17,Critical
WOOL_0428,7.92,2462.6,7182.37,1744.95,4416.91,4367.32,43.77,943.46,Critical
WOOL_0429,7.08,1583.48,4928.58,1693.92,2716.96,2454.11,47.4,160.01,Critical
WOOL_0430,8.14,3721.31,5019.85,2747.38,2418.93,2602.5,33.48,256.46,Critical
WOOL_0431,8.09,2713.92,4714.46,1160.21,4786.84,6009.28,42.31,2223.24,Critical
WOOL_0432,7.34,2452.77,6068.56,1385.99,3445.1,3446.23,47.72,2070.7,Critical
WOOL_0433,7.54,3318.23,4347.81,810.19,3057.29,3061.83,28.33,2055.5,Critical
WOOL_0434,7.41,2951.05,3369.82,892.5,4669.08,5156.27,47.01,2497.0,Critical
WOOL_0435,7.43,2247.01,7291.78,1798.47,3888.92,4657.26,43.63,952.82,Critical
WOOL_0436,7.78,3582.64,6440.57,723.28,3010.12,2625.54,32.66,2273.17,Critical
WOOL_0437,6.86,2049.5,4547.85,1378.57,3602.31,3274.99,31.28,668.32,Critical
WOOL_0438,7.65,4509.96,14852.27,3217.12,2176.39,2534.7,34.58,1668.37,Critical
WOOL_0439,8.38,2152.82,4674.28,1210.69,4781.52,5980.22,29.8,416.63,Critical
WOOL_0440,7.64,1766.55,4727.9,863.22,3908.12,4981.87,47.93,1000.58,Critical
WOOL_0441,7.82,3640.67,3587.31,1458.52,3226.53,2913.79,36.06,282.3,Critical
WOOL_0442,7.98,2131.86,4557.03,833.19,4593.98,4808.62,39.44,1466.64,Critical
WOOL_0443,7.5,1981.32,6725.66,839.76,2311.62,2670.09,32.18,836.25,Critical
WOOL_0444,7.61,2623.38,6542.9,1385.77,3933.19,4550.81,33.85,873.6,Critical
WOOL_0445,7.54,2268.66,7924.69,1595.46,2493.96,2002.14,28.86,685.75,Critical
WOOL_0446,6.99,2833.35,7289.98,1510.43,2646.83,2645.9,38.16,2044.49,Critical
WOOL_0447,8.23,3774.3,5546.23,1463.7,2335.4,2528.41,32.97,1136.12,Critical
WOOL_0448,7.88,2142.46,3260.93,711.26,2066.48,1661.81,30.21,674.77,Critical
WOOL_0449,7.18,3966.99,4530.03,840.16,3636.69,4469.41,41.56,810.6,Critical
WOOL_0450,7.75,3287.14,6640.52,1433.19,4612.43,5696.59,39.58,1131.66,Critical
WOOL_0451,7.89,5788.37,6708.18,3748.29,2548.68,2638.2,45.44,640.1,Critical
WOOL_0452,7.1,2409.07,4867.32,1792.49,4984.44,4273.62,42.52,224.19,Critical
WOOL_0453,6.85,3035.74,18430.13,4571.48,2581.78,2274.13,32.81,1337.31,Critical
WOOL_0454,7.33,3805.33,6283.61,1179.99,4369.74,5282.83,33.81,915.31,Critical
WOOL_0455,8.39,1911.85,3210.75,1199.46,4403.63,5221.97,46.39,1379.68,Critical
WOOL_0456,6.97,2971.72,6891.98,802.66,2517.97,2029.85,39.87,2228.16,Critical
WOOL_0457,7.94,3955.1,3315.17,1693.3,4442.2,4251.72,47.47,791.05,Critical
WOOL_0458,8.31,3701.87,6788.29,1319.82,2360.01,2515.74,35.14,2001.32,Critical
WOOL_0459,8.09,3776.53,3074.15,1590.01,4815.39,5752.71,30.6,295.07,Critical
WOOL_0460,6.84,3071.86,6148.36,1785.61,3194.13,3085.38,40.49,2081.46,Critical
WOOL_0461,8.39,3507.81,5133.37,1398.41,4568.9,4775.89,32.33,507.34,Critical
WOOL_0462,6.8,3295.59,3555.49,968.22,2893.63,3125.67,35.96,1719.22,Critical
WOOL_0463,6.89,1809.85,5496.06,1070.66,2887.44,2406.72,45.91,1760.36,Critical
WOOL_0464,7.01,1662.61,7874.36,1449.29,3252.37,3743.04,43.13,1971.91,Critical
WOOL_0465,7.61,2574.71,3055.14,1719.21,3809.92,3434.94,46.39,2295.84,Critical
WOOL_0466,8.48,3685.14,7988.92,969.15,4526.75,5484.22,32.62,336.25,Critical
WOOL_0467,8.47,2240.06,7354.46,704.54,2063.07,2131.02,32.77,1755.62,Critical
WOOL_0468,7.76,1693.71,3813.14,1126.85,2556.81,3058.23,36.32,324.24,Critical
WOOL_0469,7.62,1727.1,3644.69,963.57,4578.58,5779.57,44.53,901.79,Critical
WOOL_0470,7.26,2872.89,6609.27,1792.71,2394.71,1974.79,41.89,2097.34,Critical
WOOL_0471,8.24,3196.16,7770.08,1262.11,4741.44,6087.56,44.94,843.42,Critical
WOOL_0472,7.13,2870.3,5265.07,1665.53,2300.1,2136.49,43.04,327.97,Critical
WOOL_0473,7.35,2467.89,6112.97,873.95,4581.81,4690.72,46.34,1222.89,Critical
WOOL_0474,7.27,1854.57,3018.73,1285.37,2321.47,2311.87,39.79,761.65,Critical
WOOL_0475,7.1,3436.8,7733.96,810.48,2466.77,3157.48,28.76,2446.32,Critical
WOOL_0476,6.81,3684.17,4536.63,1732.45,2950.84,3326.05,29.6,681.59,Critical
WOOL_0477,8.12,2821.71,7639.85,1171.63,4609.44,4722.27,47.58,2403.6,Critical
WOOL_0478,7.36,3714.81,7238.06,931.75,3872.87,3239.04,44.73,518.91,Critical
WOOL_0479,6.92,2500.55,5884.61,1640.41,4922.73,5019.94,29.21,1897.88,Critical
WOOL_0480,7.76,2619.73,4546.34,1252.64,3016.04,3554.42,38.88,2204.43,Critical
WOOL_0481,7.72,2095.66,7255.46,1312.94,2620.52,2913.37,35.15,2126.57,Critical
WOOL_0482,7.57,3316.1,3477.68,1135.63,4949.72,5960.6,31.2,766.63,Critical
WOOL_0483,7.36,3125.91,6784.97,1524.48,3529.62,4254.64,36.74,397.31,Critical
WOOL_0484,7.76,3880.75,6964.97,1336.57,3940.42,4985.74,36.57,895.35,Critical
WOOL_0485,8.46,3658.61,4615.22,1210.16,3245.23,2838.11,47.16,1070.35,Critical
WOOL_0486,8.29,1973.39,5739.35,726.36,4292.66,4680.96,40.51,224.13,Critical
WOOL_0487,7.16,1685.83,4444.57,1390.18,3698.56,4090.88,38.99,755.27,Critical
WOOL_0488,7.22,1842.65,7245.35,1378.13,2559.53,2274.41,45.46,1882.55,Critical
WOOL_0489,7.92,2517.16,4309.88,1777.4,4391.72,4176.04,44.95,1921.44,Critical
WOOL_0490,7.31,5063.56,6346.3,2222.38,4168.29,3892.17,44.4,2489.46,Critical
WOOL_0491,8.14,3399.99,4744.97,1199.24,3784.91,4871.07,34.55,2315.55,Critical
WOOL_0492,7.26,3972.69,6351.32,1209.86,3840.17,3595.42,33.48,372.53,Critical
WOOL_0493,6.99,2369.18,6814.28,1368.77,2307.75,2829.57,40.03,2406.05,Critical
WOOL_0494,7.94,1937.94,5368.92,1413.35,2084.79,1683.37,30.59,703.99,Critical
WOOL_0495,7.53,2718.6,3690.14,1440.73,3788.41,3588.5,28.27,286.35,Critical
WOOL_0496,7.47,1884.94,4884.1,1391.0,3641.71,3334.31,34.88,1573.67,Critical
WOOL_0497,8.26,3383.03,5767.0,1098.52,3095.15,3837.08,28.78,2471.16,Critical
WOOL_0498,7.93,3202.84,3189.99,1366.08,3454.33,2946.16,33.56,2236.75,Critical
WOOL_0499,7.73,2533.54,3363.41,1485.53,4108.55,4548.25,38.21,1141.08,Critical
WOOL_0500,7.81,2083.49,7706.3,1347.67,2933.58,3006.45,44.11,487.88,Critical
